exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target
OneEmbedding,whispers,can't find,16,16_FF_his,ff,MismatchMismatch,poss,Debra whispers that Holly can't find,his
OneEmbedding,thinks,should hide,17,17_MM_him,mm,MatchMatch,obj,Theodore thinks that Joel should hide,him
OneEmbedding,thinks,should hide,17,17_MF_him,mf,MatchMismatch,obj,Theodore thinks that Kirsten should hide,him
OneEmbedding,thinks,should hide,17,17_FM_him,fm,MismatchMatch,obj,Amelia thinks that Joel should hide,him
OneEmbedding,thinks,should hide,17,17_FF_him,ff,MismatchMismatch,obj,Amelia thinks that Kirsten should hide,him
OneEmbedding,thinks,should hide,17,17_MM_his,mm,MatchMatch,poss,Theodore thinks that Joel should hide,his
OneEmbedding,thinks,should hide,17,17_MF_his,mf,MatchMismatch,poss,Theodore thinks that Kirsten should hide,his
OneEmbedding,thinks,should hide,17,17_FM_his,fm,MismatchMatch,poss,Amelia thinks that Joel should hide,his
OneEmbedding,thinks,should hide,17,17_FF_his,ff,MismatchMismatch,poss,Amelia thinks that Kirsten should hide,his
OneEmbedding,did claim,had praised,18,18_MM_him,mm,MatchMatch,obj,This ex-boyfriend did claim that Carl had praised,him
OneEmbedding,did claim,had praised,18,18_MF_him,mf,MatchMismatch,obj,This ex-boyfriend did claim that Teresa had praised,him
OneEmbedding,did claim,had praised,18,18_FM_him,fm,MismatchMatch,obj,Anne did claim that Carl had praised,him
OneEmbedding,did claim,had praised,18,18_FF_him,ff,MismatchMismatch,obj,Anne did claim that Teresa had praised,him
OneEmbedding,did claim,had praised,18,18_MM_his,mm,MatchMatch,poss,This ex-boyfriend did claim that Carl had praised,his
OneEmbedding,did claim,had praised,18,18_MF_his,mf,MatchMismatch,poss,This ex-boyfriend did claim that Teresa had praised,his
OneEmbedding,did claim,had praised,18,18_FM_his,fm,MismatchMatch,poss,Anne did claim that Carl had praised,his
OneEmbedding,did claim,had praised,18,18_FF_his,ff,MismatchMismatch,poss,Anne did claim that Teresa had praised,his
OneEmbedding,says,argued about,19,19_MM_him,mm,MatchMatch,obj,Benjamin says that Benjamin argued about,him
OneEmbedding,says,argued about,19,19_MF_him,mf,MatchMismatch,obj,Benjamin says that Jodi argued about,him
OneEmbedding,says,argued about,19,19_FM_him,fm,MismatchMatch,obj,Teresa says that Benjamin argued about,him
OneEmbedding,says,argued about,19,19_FF_him,ff,MismatchMismatch,obj,Teresa says that Jodi argued about,him
OneEmbedding,says,argued about,19,19_MM_his,mm,MatchMatch,poss,Benjamin says that Benjamin argued about,his
OneEmbedding,says,argued about,19,19_MF_his,mf,MatchMismatch,poss,Benjamin says that Jodi argued about,his
OneEmbedding,says,argued about,19,19_FM_his,fm,MismatchMatch,poss,Teresa says that Benjamin argued about,his
OneEmbedding,says,argued about,19,19_FF_his,ff,MismatchMismatch,poss,Teresa says that Jodi argued about,his
OneEmbedding,can conceal,isn't harming,20,20_MM_him,mm,MatchMatch,obj,Steve can conceal that Aaron isn't harming,him
OneEmbedding,can conceal,isn't harming,20,20_MF_him,mf,MatchMismatch,obj,Steve can conceal that Nina isn't harming,him
OneEmbedding,can conceal,isn't harming,20,20_FM_him,fm,MismatchMatch,obj,Martha can conceal that Aaron isn't harming,him
OneEmbedding,can conceal,isn't harming,20,20_FF_him,ff,MismatchMismatch,obj,Martha can conceal that Nina isn't harming,him
OneEmbedding,can conceal,isn't harming,20,20_MM_his,mm,MatchMatch,poss,Steve can conceal that Aaron isn't harming,his
OneEmbedding,can conceal,isn't harming,20,20_MF_his,mf,MatchMismatch,poss,Steve can conceal that Nina isn't harming,his
OneEmbedding,can conceal,isn't harming,20,20_FM_his,fm,MismatchMatch,poss,Martha can conceal that Aaron isn't harming,his
OneEmbedding,can conceal,isn't harming,20,20_FF_his,ff,MismatchMismatch,poss,Martha can conceal that Nina isn't harming,his
OneEmbedding,imagined,would hurt,21,21_MM_him,mm,MatchMatch,obj,Ronald imagined that William would hurt,him
OneEmbedding,imagined,would hurt,21,21_MF_him,mf,MatchMismatch,obj,Ronald imagined that Christine would hurt,him
OneEmbedding,imagined,would hurt,21,21_FM_him,fm,MismatchMatch,obj,Jessica imagined that William would hurt,him
OneEmbedding,imagined,would hurt,21,21_FF_him,ff,MismatchMismatch,obj,Jessica imagined that Christine would hurt,him
OneEmbedding,imagined,would hurt,21,21_MM_his,mm,MatchMatch,poss,Ronald imagined that William would hurt,his
OneEmbedding,imagined,would hurt,21,21_MF_his,mf,MatchMismatch,poss,Ronald imagined that Christine would hurt,his
OneEmbedding,imagined,would hurt,21,21_FM_his,fm,MismatchMatch,poss,Jessica imagined that William would hurt,his
OneEmbedding,imagined,would hurt,21,21_FF_his,ff,MismatchMismatch,poss,Jessica imagined that Christine would hurt,his
OneEmbedding,has prayed,leaves,22,22_MM_him,mm,MatchMatch,obj,Marcus has prayed that William leaves,him
OneEmbedding,has prayed,leaves,22,22_MF_him,mf,MatchMismatch,obj,Marcus has prayed that Lori leaves,him
OneEmbedding,has prayed,leaves,22,22_FM_him,fm,MismatchMatch,obj,Nancy has prayed that William leaves,him
OneEmbedding,has prayed,leaves,22,22_FF_him,ff,MismatchMismatch,obj,Nancy has prayed that Lori leaves,him
OneEmbedding,has prayed,leaves,22,22_MM_his,mm,MatchMatch,poss,Marcus has prayed that William leaves,his
OneEmbedding,has prayed,leaves,22,22_MF_his,mf,MatchMismatch,poss,Marcus has prayed that Lori leaves,his
OneEmbedding,has prayed,leaves,22,22_FM_his,fm,MismatchMatch,poss,Nancy has prayed that William leaves,his
OneEmbedding,has prayed,leaves,22,22_FF_his,ff,MismatchMismatch,poss,Nancy has prayed that Lori leaves,his
OneEmbedding,has prayed,watches,23,23_MM_him,mm,MatchMatch,obj,Kenneth has prayed that Theodore watches,him
OneEmbedding,has prayed,watches,23,23_MF_him,mf,MatchMismatch,obj,Kenneth has prayed that Sonia watches,him
OneEmbedding,has prayed,watches,23,23_FM_him,fm,MismatchMatch,obj,Cynthia has prayed that Theodore watches,him
OneEmbedding,has prayed,watches,23,23_FF_him,ff,MismatchMismatch,obj,Cynthia has prayed that Sonia watches,him
OneEmbedding,has prayed,watches,23,23_MM_his,mm,MatchMatch,poss,Kenneth has prayed that Theodore watches,his
OneEmbedding,has prayed,watches,23,23_MF_his,mf,MatchMismatch,poss,Kenneth has prayed that Sonia watches,his
OneEmbedding,has prayed,watches,23,23_FM_his,fm,MismatchMatch,poss,Cynthia has prayed that Theodore watches,his
OneEmbedding,has prayed,watches,23,23_FF_his,ff,MismatchMismatch,poss,Cynthia has prayed that Sonia watches,his
OneEmbedding,believes,can shoot,24,24_MM_him,mm,MatchMatch,obj,Edward believes that Samuel can shoot,him
OneEmbedding,believes,can shoot,24,24_MF_him,mf,MatchMismatch,obj,Edward believes that Kristen can shoot,him
OneEmbedding,believes,can shoot,24,24_FM_him,fm,MismatchMatch,obj,Rachel believes that Samuel can shoot,him
OneEmbedding,believes,can shoot,24,24_FF_him,ff,MismatchMismatch,obj,Rachel believes that Kristen can shoot,him
OneEmbedding,believes,can shoot,24,24_MM_his,mm,MatchMatch,poss,Edward believes that Samuel can shoot,his
OneEmbedding,believes,can shoot,24,24_MF_his,mf,MatchMismatch,poss,Edward believes that Kristen can shoot,his
OneEmbedding,believes,can shoot,24,24_FM_his,fm,MismatchMatch,poss,Rachel believes that Samuel can shoot,his
OneEmbedding,believes,can shoot,24,24_FF_his,ff,MismatchMismatch,poss,Rachel believes that Kristen can shoot,his
OneEmbedding,is confessing,bit,25,25_MM_him,mm,MatchMatch,obj,Omar is confessing that Roger bit,him
OneEmbedding,is confessing,bit,25,25_MF_him,mf,MatchMismatch,obj,Omar is confessing that Alice bit,him
OneEmbedding,is confessing,bit,25,25_FM_him,fm,MismatchMatch,obj,Anne is confessing that Roger bit,him
OneEmbedding,is confessing,bit,25,25_FF_him,ff,MismatchMismatch,obj,Anne is confessing that Alice bit,him
OneEmbedding,is confessing,bit,25,25_MM_his,mm,MatchMatch,poss,Omar is confessing that Roger bit,his
OneEmbedding,is confessing,bit,25,25_MF_his,mf,MatchMismatch,poss,Omar is confessing that Alice bit,his
OneEmbedding,is confessing,bit,25,25_FM_his,fm,MismatchMatch,poss,Anne is confessing that Roger bit,his
OneEmbedding,is confessing,bit,25,25_FF_his,ff,MismatchMismatch,poss,Anne is confessing that Alice bit,his
OneEmbedding,had said,observed,26,26_MM_him,mm,MatchMatch,obj,Rodney had said that Walter observed,him
OneEmbedding,had said,observed,26,26_MF_him,mf,MatchMismatch,obj,Rodney had said that Bethany observed,him
OneEmbedding,had said,observed,26,26_FM_him,fm,MismatchMatch,obj,Colleen had said that Walter observed,him
OneEmbedding,had said,observed,26,26_FF_him,ff,MismatchMismatch,obj,Colleen had said that Bethany observed,him
OneEmbedding,had said,observed,26,26_MM_his,mm,MatchMatch,poss,Rodney had said that Walter observed,his
OneEmbedding,had said,observed,26,26_MF_his,mf,MatchMismatch,poss,Rodney had said that Bethany observed,his
OneEmbedding,had said,observed,26,26_FM_his,fm,MismatchMatch,poss,Colleen had said that Walter observed,his
OneEmbedding,had said,observed,26,26_FF_his,ff,MismatchMismatch,poss,Colleen had said that Bethany observed,his
OneEmbedding,is noticing,can't hire,27,27_MM_him,mm,MatchMatch,obj,Stephen is noticing that Peter can't hire,him
OneEmbedding,is noticing,can't hire,27,27_MF_him,mf,MatchMismatch,obj,Stephen is noticing that Cheryl can't hire,him
OneEmbedding,is noticing,can't hire,27,27_FM_him,fm,MismatchMatch,obj,Veronica is noticing that Peter can't hire,him
OneEmbedding,is noticing,can't hire,27,27_FF_him,ff,MismatchMismatch,obj,Veronica is noticing that Cheryl can't hire,him
OneEmbedding,is noticing,can't hire,27,27_MM_his,mm,MatchMatch,poss,Stephen is noticing that Peter can't hire,his
OneEmbedding,is noticing,can't hire,27,27_MF_his,mf,MatchMismatch,poss,Stephen is noticing that Cheryl can't hire,his
OneEmbedding,is noticing,can't hire,27,27_FM_his,fm,MismatchMatch,poss,Veronica is noticing that Peter can't hire,his
OneEmbedding,is noticing,can't hire,27,27_FF_his,ff,MismatchMismatch,poss,Veronica is noticing that Cheryl can't hire,his
OneEmbedding,admits,hadn't shot,28,28_MM_him,mm,MatchMatch,obj,Matt admits that Lawrence hadn't shot,him
OneEmbedding,admits,hadn't shot,28,28_MF_him,mf,MatchMismatch,obj,Matt admits that Andrea hadn't shot,him
OneEmbedding,admits,hadn't shot,28,28_FM_him,fm,MismatchMatch,obj,Tara admits that Lawrence hadn't shot,him
OneEmbedding,admits,hadn't shot,28,28_FF_him,ff,MismatchMismatch,obj,Tara admits that Andrea hadn't shot,him
OneEmbedding,admits,hadn't shot,28,28_MM_his,mm,MatchMatch,poss,Matt admits that Lawrence hadn't shot,his
OneEmbedding,admits,hadn't shot,28,28_MF_his,mf,MatchMismatch,poss,Matt admits that Andrea hadn't shot,his
OneEmbedding,admits,hadn't shot,28,28_FM_his,fm,MismatchMatch,poss,Tara admits that Lawrence hadn't shot,his
OneEmbedding,admits,hadn't shot,28,28_FF_his,ff,MismatchMismatch,poss,Tara admits that Andrea hadn't shot,his
OneEmbedding,agrees,wasn't curing,29,29_MM_him,mm,MatchMatch,obj,Alan agrees that Steven wasn't curing,him
OneEmbedding,agrees,wasn't curing,29,29_MF_him,mf,MatchMismatch,obj,Alan agrees that Nina wasn't curing,him
OneEmbedding,agrees,wasn't curing,29,29_FM_him,fm,MismatchMatch,obj,Amanda agrees that Steven wasn't curing,him
OneEmbedding,agrees,wasn't curing,29,29_FF_him,ff,MismatchMismatch,obj,Amanda agrees that Nina wasn't curing,him
OneEmbedding,agrees,wasn't curing,29,29_MM_his,mm,MatchMatch,poss,Alan agrees that Steven wasn't curing,his
