exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/EleutherAI/gpt-neo-2.7B_surp
simple,astounds,10,10_M_him,m,Match,obj,Mark astounds,him,6.701010704040527
simple,astounds,10,10_M_his,m,Match,poss,Mark astounds,his,6.993947505950928
simple,astounds,10,10_F_him,f,Mismatch,obj,Tracy astounds,him,5.88864803314209
simple,astounds,10,10_F_his,f,Mismatch,poss,Tracy astounds,his,5.4803266525268555
simple,isn't shocking,11,11_M_him,m,Match,obj,Aaron isn't shocking,him,10.036596298217773
simple,isn't shocking,11,11_M_his,m,Match,poss,Aaron isn't shocking,his,11.473207473754883
simple,isn't shocking,11,11_F_him,f,Mismatch,obj,The woman isn't shocking,him,9.018230438232422
simple,isn't shocking,11,11_F_his,f,Mismatch,poss,The woman isn't shocking,his,12.162202835083008
simple,has boasted about,12,12_M_him,m,Match,obj,Larry has boasted about,him,9.270014762878418
simple,has boasted about,12,12_M_his,m,Match,poss,Larry has boasted about,his,1.8766034841537476
simple,has boasted about,12,12_F_him,f,Mismatch,obj,Helen has boasted about,him,7.9811835289001465
simple,has boasted about,12,12_F_his,f,Mismatch,poss,Helen has boasted about,his,3.906299591064453
simple,leads,13,13_M_him,m,Match,obj,Brett leads,him,7.245090961456299
simple,leads,13,13_M_his,m,Match,poss,Brett leads,his,5.161710262298584
simple,leads,13,13_F_him,f,Mismatch,obj,That lady leads,him,5.626732349395752
simple,leads,13,13_F_his,f,Mismatch,poss,That lady leads,his,9.286782264709473
simple,didn't shake,14,14_M_him,m,Match,obj,Robert didn't shake,him,6.521066188812256
simple,didn't shake,14,14_M_his,m,Match,poss,Robert didn't shake,his,1.550087809562683
simple,didn't shake,14,14_F_him,f,Mismatch,obj,Carmen didn't shake,him,5.274430751800537
simple,didn't shake,14,14_F_his,f,Mismatch,poss,Carmen didn't shake,his,2.689833164215088
simple,doesn't observe,15,15_M_him,m,Match,obj,Bill doesn't observe,him,11.036137580871582
simple,doesn't observe,15,15_M_his,m,Match,poss,Bill doesn't observe,his,6.63367223739624
simple,doesn't observe,15,15_F_him,f,Mismatch,obj,Heather doesn't observe,him,9.787209510803223
simple,doesn't observe,15,15_F_his,f,Mismatch,poss,Heather doesn't observe,his,7.5853729248046875
simple,can't find,16,16_M_him,m,Match,obj,Peter can't find,him,6.29165506362915
simple,can't find,16,16_M_his,m,Match,poss,Peter can't find,his,3.908926248550415
simple,can't find,16,16_F_him,f,Mismatch,obj,Holly can't find,him,5.483616828918457
simple,can't find,16,16_F_his,f,Mismatch,poss,Holly can't find,his,6.242578029632568
simple,should hide,17,17_M_him,m,Match,obj,Joel should hide,him,7.695575714111328
simple,should hide,17,17_M_his,m,Match,poss,Joel should hide,his,3.4956109523773193
simple,should hide,17,17_F_him,f,Mismatch,obj,Kirsten should hide,him,6.90719747543335
simple,should hide,17,17_F_his,f,Mismatch,poss,Kirsten should hide,his,4.386329174041748
simple,had praised,18,18_M_him,m,Match,obj,Carl had praised,him,3.2540717124938965
simple,had praised,18,18_M_his,m,Match,poss,Carl had praised,his,4.59188175201416
simple,had praised,18,18_F_him,f,Mismatch,obj,Teresa had praised,him,3.3197569847106934
simple,had praised,18,18_F_his,f,Mismatch,poss,Teresa had praised,his,4.279582500457764
simple,argued about,19,19_M_him,m,Match,obj,Benjamin argued about,him,10.041365623474121
simple,argued about,19,19_M_his,m,Match,poss,Benjamin argued about,his,5.591403961181641
simple,argued about,19,19_F_him,f,Mismatch,obj,Jodi argued about,him,8.476457595825195
simple,argued about,19,19_F_his,f,Mismatch,poss,Jodi argued about,his,5.830012321472168
simple,isn't harming,20,20_M_him,m,Match,obj,Aaron isn't harming,him,5.327610492706299
simple,isn't harming,20,20_M_his,m,Match,poss,Aaron isn't harming,his,5.305464267730713
simple,isn't harming,20,20_F_him,f,Mismatch,obj,Nina isn't harming,him,4.266374111175537
simple,isn't harming,20,20_F_his,f,Mismatch,poss,Nina isn't harming,his,8.126209259033203
simple,would hurt,21,21_M_him,m,Match,obj,William would hurt,him,3.8086447715759277
simple,would hurt,21,21_M_his,m,Match,poss,William would hurt,his,4.027175426483154
simple,would hurt,21,21_F_him,f,Mismatch,obj,Christine would hurt,him,3.4102439880371094
simple,would hurt,21,21_F_his,f,Mismatch,poss,Christine would hurt,his,6.514990329742432
simple,leaves,22,22_M_him,m,Match,obj,William leaves,him,5.71161413192749
simple,leaves,22,22_M_his,m,Match,poss,William leaves,his,5.024652481079102
simple,leaves,22,22_F_him,f,Mismatch,obj,Lori leaves,him,8.97676944732666
simple,leaves,22,22_F_his,f,Mismatch,poss,Lori leaves,his,7.7109856605529785
simple,watches,23,23_M_him,m,Match,obj,Theodore watches,him,6.0347900390625
simple,watches,23,23_M_his,m,Match,poss,Theodore watches,his,5.375443458557129
simple,watches,23,23_F_him,f,Mismatch,obj,Sonia watches,him,5.402212142944336
simple,watches,23,23_F_his,f,Mismatch,poss,Sonia watches,his,6.126750946044922
simple,can shoot,24,24_M_him,m,Match,obj,Samuel can shoot,him,6.261585712432861
simple,can shoot,24,24_M_his,m,Match,poss,Samuel can shoot,his,6.668686866760254
simple,can shoot,24,24_F_him,f,Mismatch,obj,Kristen can shoot,him,6.339697360992432
simple,can shoot,24,24_F_his,f,Mismatch,poss,Kristen can shoot,his,8.624589920043945
simple,bit,25,25_M_him,m,Match,obj,Roger bit,him,7.5916643142700195
simple,bit,25,25_M_his,m,Match,poss,Roger bit,his,6.2798004150390625
simple,bit,25,25_F_him,f,Mismatch,obj,Alice bit,him,8.73143482208252
simple,bit,25,25_F_his,f,Mismatch,poss,Alice bit,his,8.001873970031738
simple,observed,26,26_M_him,m,Match,obj,Walter observed,him,7.976046085357666
simple,observed,26,26_M_his,m,Match,poss,Walter observed,his,7.465515613555908
simple,observed,26,26_F_him,f,Mismatch,obj,Bethany observed,him,6.354811191558838
simple,observed,26,26_F_his,f,Mismatch,poss,Bethany observed,his,7.559401512145996
simple,can't hire,27,27_M_him,m,Match,obj,Peter can't hire,him,3.7537965774536133
simple,can't hire,27,27_M_his,m,Match,poss,Peter can't hire,his,6.492627143859863
simple,can't hire,27,27_F_him,f,Mismatch,obj,Cheryl can't hire,him,5.082637310028076
simple,can't hire,27,27_F_his,f,Mismatch,poss,Cheryl can't hire,his,7.635380268096924
simple,hadn't shot,28,28_M_him,m,Match,obj,Lawrence hadn't shot,him,2.6634953022003174
simple,hadn't shot,28,28_M_his,m,Match,poss,Lawrence hadn't shot,his,4.807593822479248
simple,hadn't shot,28,28_F_him,f,Mismatch,obj,Andrea hadn't shot,him,3.090837001800537
simple,hadn't shot,28,28_F_his,f,Mismatch,poss,Andrea hadn't shot,his,6.9438042640686035
simple,wasn't curing,29,29_M_him,m,Match,obj,Steven wasn't curing,him,3.9275333881378174
simple,wasn't curing,29,29_M_his,m,Match,poss,Steven wasn't curing,his,3.857797145843506
simple,wasn't curing,29,29_F_him,f,Mismatch,obj,Nina wasn't curing,him,2.358440637588501
simple,wasn't curing,29,29_F_his,f,Mismatch,poss,Nina wasn't curing,his,5.455969333648682
simple,finds,30,30_M_him,m,Match,obj,Timothy finds,him,6.9163618087768555
simple,finds,30,30_M_his,m,Match,poss,Timothy finds,his,4.6928935050964355
simple,finds,30,30_F_him,f,Mismatch,obj,Gina finds,him,5.679444313049316
simple,finds,30,30_F_his,f,Mismatch,poss,Gina finds,his,6.62518310546875
simple,wasn't distracting,31,31_M_him,m,Match,obj,Kevin wasn't distracting,him,3.863567590713501
simple,wasn't distracting,31,31_M_his,m,Match,poss,Kevin wasn't distracting,his,6.471672534942627
simple,wasn't distracting,31,31_F_him,f,Mismatch,obj,Bethany wasn't distracting,him,3.8839635848999023
simple,wasn't distracting,31,31_F_his,f,Mismatch,poss,Bethany wasn't distracting,his,8.048726081848145
simple,hears,32,32_M_him,m,Match,obj,Aaron hears,him,9.097297668457031
simple,hears,32,32_M_his,m,Match,poss,Aaron hears,his,6.949090480804443
simple,hears,32,32_F_him,f,Mismatch,obj,Barbara hears,him,6.629895210266113
simple,hears,32,32_F_his,f,Mismatch,poss,Barbara hears,his,6.171766757965088
simple,does astound,33,33_M_him,m,Match,obj,Carlos does astound,him,7.06044340133667
simple,does astound,33,33_M_his,m,Match,poss,Carlos does astound,his,8.38196086883545
simple,does astound,33,33_F_him,f,Mismatch,obj,Linda does astound,him,6.834568977355957
simple,does astound,33,33_F_his,f,Mismatch,poss,Linda does astound,his,10.475305557250977
simple,hasn't fled from,34,34_M_him,m,Match,obj,Kevin hasn't fled from,him,6.694791316986084
simple,hasn't fled from,34,34_M_his,m,Match,poss,Kevin hasn't fled from,his,3.8470842838287354
simple,hasn't fled from,34,34_F_him,f,Mismatch,obj,That girlfriend hasn't fled from,him,3.0455596446990967
simple,hasn't fled from,34,34_F_his,f,Mismatch,poss,That girlfriend hasn't fled from,his,5.6031622886657715
simple,worries,35,35_M_him,m,Match,obj,Robert worries,him,8.380372047424316
simple,worries,35,35_M_his,m,Match,poss,Robert worries,his,8.307249069213867
simple,worries,35,35_F_him,f,Mismatch,obj,Tamara worries,him,8.764657974243164
simple,worries,35,35_F_his,f,Mismatch,poss,Tamara worries,his,9.892509460449219
simple,isn't kissing,36,36_M_him,m,Match,obj,Eric isn't kissing,him,4.20219087600708
simple,isn't kissing,36,36_M_his,m,Match,poss,Eric isn't kissing,his,4.6621856689453125
simple,isn't kissing,36,36_F_him,f,Mismatch,obj,Paula isn't kissing,him,3.978403091430664
simple,isn't kissing,36,36_F_his,f,Mismatch,poss,Paula isn't kissing,his,6.7052836418151855
simple,will forgive,37,37_M_him,m,Match,obj,David will forgive,him,4.767852306365967
simple,will forgive,37,37_M_his,m,Match,poss,David will forgive,his,6.06937313079834
simple,will forgive,37,37_F_him,f,Mismatch,obj,Margaret will forgive,him,3.1277260780334473
simple,will forgive,37,37_F_his,f,Mismatch,poss,Margaret will forgive,his,8.42418384552002
simple,doesn't respect,38,38_M_him,m,Match,obj,George doesn't respect,him,6.375662326812744
simple,doesn't respect,38,38_M_his,m,Match,poss,George doesn't respect,his,4.584067344665527
simple,doesn't respect,38,38_F_him,f,Mismatch,obj,Meredith doesn't respect,him,5.190136909484863
simple,doesn't respect,38,38_F_his,f,Mismatch,poss,Meredith doesn't respect,his,5.827064514160156
simple,hasn't watched,39,39_M_him,m,Match,obj,Matt hasn't watched,him,6.538901329040527
simple,hasn't watched,39,39_M_his,m,Match,poss,Matt hasn't watched,his,4.940459728240967
simple,hasn't watched,39,39_F_him,f,Mismatch,obj,The lady hasn't watched,him,5.484676837921143
simple,hasn't watched,39,39_F_his,f,Mismatch,poss,The lady hasn't watched,his,8.037303924560547
simple,is scanning,40,40_M_him,m,Match,obj,Kenneth is scanning,him,7.9130401611328125
simple,is scanning,40,40_M_his,m,Match,poss,Kenneth is scanning,his,5.45680046081543
simple,is scanning,40,40_F_him,f,Mismatch,obj,Carrie is scanning,him,8.079739570617676
simple,is scanning,40,40_F_his,f,Mismatch,poss,Carrie is scanning,his,6.733326435089111
simple,wasn't hiding,41,41_M_him,m,Match,obj,Jason wasn't hiding,him,8.224299430847168
simple,wasn't hiding,41,41_M_his,m,Match,poss,Jason wasn't hiding,his,4.239114761352539
simple,wasn't hiding,41,41_F_him,f,Mismatch,obj,Tracy wasn't hiding,him,8.236613273620605
simple,wasn't hiding,41,41_F_his,f,Mismatch,poss,Tracy wasn't hiding,his,4.325664043426514
simple,won't work with,42,42_M_him,m,Match,obj,Daniel won't work with,him,6.737079620361328
simple,won't work with,42,42_M_his,m,Match,poss,Daniel won't work with,his,7.370846271514893
simple,won't work with,42,42_F_him,f,Mismatch,obj,Stacey won't work with,him,4.2118730545043945
simple,won't work with,42,42_F_his,f,Mismatch,poss,Stacey won't work with,his,7.484298229217529
simple,didn't fire,43,43_M_him,m,Match,obj,Curtis didn't fire,him,3.336880922317505
simple,didn't fire,43,43_M_his,m,Match,poss,Curtis didn't fire,his,4.707098484039307
simple,didn't fire,43,43_F_him,f,Mismatch,obj,Rose didn't fire,him,4.05446195602417
simple,didn't fire,43,43_F_his,f,Mismatch,poss,Rose didn't fire,his,5.130575656890869
simple,could question,44,44_M_him,m,Match,obj,Kevin could question,him,3.4301486015319824
simple,could question,44,44_M_his,m,Match,poss,Kevin could question,his,4.261336326599121
simple,could question,44,44_F_him,f,Mismatch,obj,Debra could question,him,3.2439208030700684
simple,could question,44,44_F_his,f,Mismatch,poss,Debra could question,his,4.947432994842529
simple,isn't striking,45,45_M_him,m,Match,obj,This grandson isn't striking,him,6.657806873321533
simple,isn't striking,45,45_M_his,m,Match,poss,This grandson isn't striking,his,7.188271999359131
simple,isn't striking,45,45_F_him,f,Mismatch,obj,Maria isn't striking,him,7.035427570343018
simple,isn't striking,45,45_F_his,f,Mismatch,poss,Maria isn't striking,his,8.88126277923584
simple,wasn't scanning,46,46_M_him,m,Match,obj,Jerry wasn't scanning,him,6.920814514160156
simple,wasn't scanning,46,46_M_his,m,Match,poss,Jerry wasn't scanning,his,5.25084114074707
simple,wasn't scanning,46,46_F_him,f,Mismatch,obj,Victoria wasn't scanning,him,6.933980464935303
simple,wasn't scanning,46,46_F_his,f,Mismatch,poss,Victoria wasn't scanning,his,6.490564823150635
simple,left,47,47_M_him,m,Match,obj,Bruce left,him,6.340982913970947
simple,left,47,47_M_his,m,Match,poss,Bruce left,his,4.236492156982422
simple,left,47,47_F_him,f,Mismatch,obj,Sarah left,him,5.8101725578308105
simple,left,47,47_F_his,f,Mismatch,poss,Sarah left,his,8.312192916870117
simple,drew,48,48_M_him,m,Match,obj,That grandson drew,him,5.291919708251953
simple,drew,48,48_M_his,m,Match,poss,That grandson drew,his,3.8987767696380615
simple,drew,48,48_F_him,f,Mismatch,obj,Judy drew,him,6.134878158569336
simple,drew,48,48_F_his,f,Mismatch,poss,Judy drew,his,5.929602146148682
simple,couldn't insult,49,49_M_him,m,Match,obj,Raymond couldn't insult,him,3.297403335571289
simple,couldn't insult,49,49_M_his,m,Match,poss,Raymond couldn't insult,his,3.65181565284729
simple,couldn't insult,49,49_F_him,f,Mismatch,obj,Debra couldn't insult,him,2.603689193725586
simple,couldn't insult,49,49_F_his,f,Mismatch,poss,Debra couldn't insult,his,4.905527591705322
simple,watches,50,50_M_him,m,Match,obj,Joseph watches,him,7.65474271774292
simple,watches,50,50_M_his,m,Match,poss,Joseph watches,his,5.334961414337158
simple,watches,50,50_F_him,f,Mismatch,obj,Laura watches,him,4.434628486633301
simple,watches,50,50_F_his,f,Mismatch,poss,Laura watches,his,7.301023960113525
simple,led,51,51_M_him,m,Match,obj,This boy led,him,4.321698188781738
simple,led,51,51_M_his,m,Match,poss,This boy led,his,5.435553073883057
simple,led,51,51_F_him,f,Mismatch,obj,That granddaughter led,him,3.380279779434204
simple,led,51,51_F_his,f,Mismatch,poss,That granddaughter led,his,7.344202518463135
simple,has hired,52,52_M_him,m,Match,obj,Gregory has hired,him,6.008729934692383
simple,has hired,52,52_M_his,m,Match,poss,Gregory has hired,his,6.330474376678467
simple,has hired,52,52_F_him,f,Mismatch,obj,Jill has hired,him,6.885538578033447
simple,has hired,52,52_F_his,f,Mismatch,poss,Jill has hired,his,9.147537231445312
simple,is researching,53,53_M_him,m,Match,obj,Frank is researching,him,10.664076805114746
simple,is researching,53,53_M_his,m,Match,poss,Frank is researching,his,5.708433151245117
simple,is researching,53,53_F_him,f,Mismatch,obj,Susan is researching,him,11.32209587097168
simple,is researching,53,53_F_his,f,Mismatch,poss,Susan is researching,his,9.83375358581543
simple,did question,54,54_M_him,m,Match,obj,Walter did question,him,4.380715370178223
simple,did question,54,54_M_his,m,Match,poss,Walter did question,his,4.494906902313232
simple,did question,54,54_F_him,f,Mismatch,obj,Marie did question,him,3.4548590183258057
simple,did question,54,54_F_his,f,Mismatch,poss,Marie did question,his,5.113013744354248
simple,won't hear,55,55_M_him,m,Match,obj,Gregory won't hear,him,7.000247478485107
simple,won't hear,55,55_M_his,m,Match,poss,Gregory won't hear,his,8.07760238647461
simple,won't hear,55,55_F_him,f,Mismatch,obj,This grandmother won't hear,him,7.611364364624023
simple,won't hear,55,55_F_his,f,Mismatch,poss,This grandmother won't hear,his,8.877752304077148
simple,can praise,56,56_M_him,m,Match,obj,Patrick can praise,him,4.302443981170654
simple,can praise,56,56_M_his,m,Match,poss,Patrick can praise,his,3.917567014694214
simple,can praise,56,56_F_him,f,Mismatch,obj,The dancer can praise,him,3.4778738021850586
simple,can praise,56,56_F_his,f,Mismatch,poss,The dancer can praise,his,4.6279616355896
simple,is questioning,57,57_M_him,m,Match,obj,Carlos is questioning,him,5.005088806152344
simple,is questioning,57,57_M_his,m,Match,poss,Carlos is questioning,his,4.627743721008301
simple,is questioning,57,57_F_him,f,Mismatch,obj,Suzanne is questioning,him,5.088936805725098
simple,is questioning,57,57_F_his,f,Mismatch,poss,Suzanne is questioning,his,6.08001708984375
simple,appreciates,58,58_M_him,m,Match,obj,Dennis appreciates,him,7.759854316711426
simple,appreciates,58,58_M_his,m,Match,poss,Dennis appreciates,his,5.430574417114258
simple,appreciates,58,58_F_him,f,Mismatch,obj,Holly appreciates,him,7.224349021911621
simple,appreciates,58,58_F_his,f,Mismatch,poss,Holly appreciates,his,6.076628684997559
simple,hasn't known,59,59_M_him,m,Match,obj,Mitchell hasn't known,him,4.315578460693359
simple,hasn't known,59,59_M_his,m,Match,poss,Mitchell hasn't known,his,6.053798198699951
simple,hasn't known,59,59_F_him,f,Mismatch,obj,Tara hasn't known,him,4.176635265350342
simple,hasn't known,59,59_F_his,f,Mismatch,poss,Tara hasn't known,his,6.954068660736084
simple,does reference,60,60_M_him,m,Match,obj,This boyfriend does reference,him,7.398836612701416
simple,does reference,60,60_M_his,m,Match,poss,This boyfriend does reference,his,5.3361496925354
simple,does reference,60,60_F_him,f,Mismatch,obj,Angela does reference,him,6.821148872375488
simple,does reference,60,60_F_his,f,Mismatch,poss,Angela does reference,his,7.414889335632324
simple,might like,61,61_M_him,m,Match,obj,Brett might like,him,8.098873138427734
simple,might like,61,61_M_his,m,Match,poss,Brett might like,his,6.867467880249023
simple,might like,61,61_F_him,f,Mismatch,obj,That ex-girlfriend might like,him,4.416901588439941
simple,might like,61,61_F_his,f,Mismatch,poss,That ex-girlfriend might like,his,7.689812660217285
simple,wasn't noticing,62,62_M_him,m,Match,obj,William wasn't noticing,him,5.100398063659668
simple,wasn't noticing,62,62_M_his,m,Match,poss,William wasn't noticing,his,6.901760101318359
simple,wasn't noticing,62,62_F_him,f,Mismatch,obj,Cheryl wasn't noticing,him,5.173959255218506
simple,wasn't noticing,62,62_F_his,f,Mismatch,poss,Cheryl wasn't noticing,his,6.571189880371094
simple,hasn't watched,63,63_M_him,m,Match,obj,Timothy hasn't watched,him,7.5087103843688965
simple,hasn't watched,63,63_M_his,m,Match,poss,Timothy hasn't watched,his,4.81968355178833
simple,hasn't watched,63,63_F_him,f,Mismatch,obj,Diana hasn't watched,him,6.231621265411377
simple,hasn't watched,63,63_F_his,f,Mismatch,poss,Diana hasn't watched,his,6.2528486251831055
simple,would scan,64,64_M_him,m,Match,obj,Dennis would scan,him,7.105299949645996
simple,would scan,64,64_M_his,m,Match,poss,Dennis would scan,his,5.0107011795043945
simple,would scan,64,64_F_him,f,Mismatch,obj,Margaret would scan,him,5.722046375274658
simple,would scan,64,64_F_his,f,Mismatch,poss,Margaret would scan,his,5.682613849639893
simple,had observed,65,65_M_him,m,Match,obj,Lawrence had observed,him,6.322829723358154
simple,had observed,65,65_M_his,m,Match,poss,Lawrence had observed,his,6.636847019195557
simple,had observed,65,65_F_him,f,Mismatch,obj,Bethany had observed,him,5.450644493103027
simple,had observed,65,65_F_his,f,Mismatch,poss,Bethany had observed,his,6.916601181030273
simple,understood,66,66_M_him,m,Match,obj,Donald understood,him,6.75559663772583
simple,understood,66,66_M_his,m,Match,poss,Donald understood,his,5.484065532684326
simple,understood,66,66_F_him,f,Mismatch,obj,This wife understood,him,5.1145148277282715
simple,understood,66,66_F_his,f,Mismatch,poss,This wife understood,his,6.313348293304443
simple,is hiring,67,67_M_him,m,Match,obj,Dennis is hiring,him,12.726597785949707
simple,is hiring,67,67_M_his,m,Match,poss,Dennis is hiring,his,9.5526762008667
simple,is hiring,67,67_F_him,f,Mismatch,obj,Elaine is hiring,him,11.15513801574707
simple,is hiring,67,67_F_his,f,Mismatch,poss,Elaine is hiring,his,13.19404411315918
simple,hadn't embarrassed,68,68_M_him,m,Match,obj,This grandson hadn't embarrassed,him,3.6382131576538086
simple,hadn't embarrassed,68,68_M_his,m,Match,poss,This grandson hadn't embarrassed,his,3.2706356048583984
simple,hadn't embarrassed,68,68_F_him,f,Mismatch,obj,Sharon hadn't embarrassed,him,2.529541492462158
simple,hadn't embarrassed,68,68_F_his,f,Mismatch,poss,Sharon hadn't embarrassed,his,7.767095565795898
simple,had thought about,69,69_M_him,m,Match,obj,Noah had thought about,him,7.601702690124512
simple,had thought about,69,69_M_his,m,Match,poss,Noah had thought about,his,5.932906627655029
simple,had thought about,69,69_F_him,f,Mismatch,obj,Erin had thought about,him,6.342138290405273
simple,had thought about,69,69_F_his,f,Mismatch,poss,Erin had thought about,his,6.314395904541016
simple,hasn't impressed,70,70_M_him,m,Match,obj,That ex-boyfriend hasn't impressed,him,6.5404462814331055
simple,hasn't impressed,70,70_M_his,m,Match,poss,That ex-boyfriend hasn't impressed,his,6.159600734710693
simple,hasn't impressed,70,70_F_him,f,Mismatch,obj,This actress hasn't impressed,him,6.454305648803711
simple,hasn't impressed,70,70_F_his,f,Mismatch,poss,This actress hasn't impressed,his,11.048333168029785
simple,had thought about,71,71_M_him,m,Match,obj,Adam had thought about,him,7.517385005950928
simple,had thought about,71,71_M_his,m,Match,poss,Adam had thought about,his,5.475370407104492
simple,had thought about,71,71_F_him,f,Mismatch,obj,Elaine had thought about,him,5.751380443572998
simple,had thought about,71,71_F_his,f,Mismatch,poss,Elaine had thought about,his,8.181657791137695
simple,catches,72,72_M_him,m,Match,obj,Gary catches,him,6.428506374359131
simple,catches,72,72_M_his,m,Match,poss,Gary catches,his,5.632658004760742
simple,catches,72,72_F_him,f,Mismatch,obj,Susan catches,him,5.055661678314209
simple,catches,72,72_F_his,f,Mismatch,poss,Susan catches,his,7.180989742279053
simple,is holding,73,73_M_him,m,Match,obj,Paul is holding,him,7.009056568145752
simple,is holding,73,73_M_his,m,Match,poss,Paul is holding,his,3.6825942993164062
simple,is holding,73,73_F_him,f,Mismatch,obj,Carolyn is holding,him,6.941216945648193
simple,is holding,73,73_F_his,f,Mismatch,poss,Carolyn is holding,his,6.63659143447876
simple,doesn't talk to,74,74_M_him,m,Match,obj,Curtis doesn't talk to,him,4.034144878387451
simple,doesn't talk to,74,74_M_his,m,Match,poss,Curtis doesn't talk to,his,4.897970676422119
simple,doesn't talk to,74,74_F_him,f,Mismatch,obj,Kendra doesn't talk to,him,4.750781059265137
simple,doesn't talk to,74,74_F_his,f,Mismatch,poss,Kendra doesn't talk to,his,6.944076061248779
simple,has understood,75,75_M_him,m,Match,obj,This boy has understood,him,7.390805244445801
simple,has understood,75,75_M_his,m,Match,poss,This boy has understood,his,5.4147114753723145
simple,has understood,75,75_F_him,f,Mismatch,obj,Emily has understood,him,6.465641498565674
simple,has understood,75,75_F_his,f,Mismatch,poss,Emily has understood,his,7.091174125671387
simple,wouldn't hide,76,76_M_him,m,Match,obj,Walter wouldn't hide,him,7.262953758239746
simple,wouldn't hide,76,76_M_his,m,Match,poss,Walter wouldn't hide,his,3.4506285190582275
simple,wouldn't hide,76,76_F_him,f,Mismatch,obj,Connie wouldn't hide,him,6.685300350189209
simple,wouldn't hide,76,76_F_his,f,Mismatch,poss,Connie wouldn't hide,his,6.750258445739746
simple,hadn't examined,77,77_M_him,m,Match,obj,Stephen hadn't examined,him,4.967281341552734
simple,hadn't examined,77,77_M_his,m,Match,poss,Stephen hadn't examined,his,3.370203733444214
simple,hadn't examined,77,77_F_him,f,Mismatch,obj,Cynthia hadn't examined,him,3.8944475650787354
simple,hadn't examined,77,77_F_his,f,Mismatch,poss,Cynthia hadn't examined,his,4.60956335067749
simple,hires,78,78_M_him,m,Match,obj,Jason hires,him,4.901870250701904
