exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/EleutherAI/gpt-neo-1.3B_surp
simple,hasn't fled from,34,34_M_his,m,Match,poss,Kevin hasn't fled from,his,3.4932117462158203
simple,hasn't fled from,34,34_F_him,f,Mismatch,obj,That girlfriend hasn't fled from,him,3.018878936767578
simple,hasn't fled from,34,34_F_his,f,Mismatch,poss,That girlfriend hasn't fled from,his,6.660891532897949
simple,worries,35,35_M_him,m,Match,obj,Robert worries,him,12.807409286499023
simple,worries,35,35_M_his,m,Match,poss,Robert worries,his,9.075541496276855
simple,worries,35,35_F_him,f,Mismatch,obj,Tamara worries,him,11.222332954406738
simple,worries,35,35_F_his,f,Mismatch,poss,Tamara worries,his,8.973145484924316
simple,isn't kissing,36,36_M_him,m,Match,obj,Eric isn't kissing,him,5.042534828186035
simple,isn't kissing,36,36_M_his,m,Match,poss,Eric isn't kissing,his,5.529086112976074
simple,isn't kissing,36,36_F_him,f,Mismatch,obj,Paula isn't kissing,him,3.746006965637207
simple,isn't kissing,36,36_F_his,f,Mismatch,poss,Paula isn't kissing,his,5.651503086090088
simple,will forgive,37,37_M_him,m,Match,obj,David will forgive,him,5.0368332862854
simple,will forgive,37,37_M_his,m,Match,poss,David will forgive,his,6.1060638427734375
simple,will forgive,37,37_F_him,f,Mismatch,obj,Margaret will forgive,him,3.322554111480713
simple,will forgive,37,37_F_his,f,Mismatch,poss,Margaret will forgive,his,7.496205806732178
simple,doesn't respect,38,38_M_him,m,Match,obj,George doesn't respect,him,5.2902984619140625
simple,doesn't respect,38,38_M_his,m,Match,poss,George doesn't respect,his,4.399790287017822
simple,doesn't respect,38,38_F_him,f,Mismatch,obj,Meredith doesn't respect,him,4.545960426330566
simple,doesn't respect,38,38_F_his,f,Mismatch,poss,Meredith doesn't respect,his,5.17372989654541
simple,hasn't watched,39,39_M_him,m,Match,obj,Matt hasn't watched,him,7.849740505218506
simple,hasn't watched,39,39_M_his,m,Match,poss,Matt hasn't watched,his,5.920272350311279
simple,hasn't watched,39,39_F_him,f,Mismatch,obj,The lady hasn't watched,him,5.487128257751465
simple,hasn't watched,39,39_F_his,f,Mismatch,poss,The lady hasn't watched,his,8.162571907043457
simple,is scanning,40,40_M_him,m,Match,obj,Kenneth is scanning,him,10.033540725708008
simple,is scanning,40,40_M_his,m,Match,poss,Kenneth is scanning,his,6.3756232261657715
simple,is scanning,40,40_F_him,f,Mismatch,obj,Carrie is scanning,him,9.930011749267578
simple,is scanning,40,40_F_his,f,Mismatch,poss,Carrie is scanning,his,6.5329413414001465
simple,wasn't hiding,41,41_M_him,m,Match,obj,Jason wasn't hiding,him,7.760699272155762
simple,wasn't hiding,41,41_M_his,m,Match,poss,Jason wasn't hiding,his,3.908522367477417
simple,wasn't hiding,41,41_F_him,f,Mismatch,obj,Tracy wasn't hiding,him,8.808475494384766
simple,wasn't hiding,41,41_F_his,f,Mismatch,poss,Tracy wasn't hiding,his,4.484991073608398
simple,won't work with,42,42_M_him,m,Match,obj,Daniel won't work with,him,7.672880172729492
simple,won't work with,42,42_M_his,m,Match,poss,Daniel won't work with,his,7.682221412658691
simple,won't work with,42,42_F_him,f,Mismatch,obj,Stacey won't work with,him,4.468432426452637
simple,won't work with,42,42_F_his,f,Mismatch,poss,Stacey won't work with,his,8.509675025939941
simple,didn't fire,43,43_M_him,m,Match,obj,Curtis didn't fire,him,4.303869724273682
simple,didn't fire,43,43_M_his,m,Match,poss,Curtis didn't fire,his,4.056210041046143
simple,didn't fire,43,43_F_him,f,Mismatch,obj,Rose didn't fire,him,4.155468940734863
simple,didn't fire,43,43_F_his,f,Mismatch,poss,Rose didn't fire,his,5.757238864898682
simple,could question,44,44_M_him,m,Match,obj,Kevin could question,him,3.425849199295044
simple,could question,44,44_M_his,m,Match,poss,Kevin could question,his,4.2835893630981445
simple,could question,44,44_F_him,f,Mismatch,obj,Debra could question,him,5.11668062210083
simple,could question,44,44_F_his,f,Mismatch,poss,Debra could question,his,3.9357964992523193
simple,isn't striking,45,45_M_him,m,Match,obj,This grandson isn't striking,him,5.4423723220825195
simple,isn't striking,45,45_M_his,m,Match,poss,This grandson isn't striking,his,5.226025581359863
simple,isn't striking,45,45_F_him,f,Mismatch,obj,Maria isn't striking,him,6.213217258453369
simple,isn't striking,45,45_F_his,f,Mismatch,poss,Maria isn't striking,his,9.179234504699707
simple,wasn't scanning,46,46_M_him,m,Match,obj,Jerry wasn't scanning,him,5.597724914550781
simple,wasn't scanning,46,46_M_his,m,Match,poss,Jerry wasn't scanning,his,4.692808628082275
simple,wasn't scanning,46,46_F_him,f,Mismatch,obj,Victoria wasn't scanning,him,5.136417388916016
simple,wasn't scanning,46,46_F_his,f,Mismatch,poss,Victoria wasn't scanning,his,6.0984978675842285
simple,left,47,47_M_him,m,Match,obj,Bruce left,him,6.058853626251221
simple,left,47,47_M_his,m,Match,poss,Bruce left,his,3.7206733226776123
simple,left,47,47_F_him,f,Mismatch,obj,Sarah left,him,5.390500068664551
simple,left,47,47_F_his,f,Mismatch,poss,Sarah left,his,6.286375999450684
simple,drew,48,48_M_him,m,Match,obj,That grandson drew,him,6.480217933654785
simple,drew,48,48_M_his,m,Match,poss,That grandson drew,his,3.8908092975616455
simple,drew,48,48_F_him,f,Mismatch,obj,Judy drew,him,5.650399208068848
simple,drew,48,48_F_his,f,Mismatch,poss,Judy drew,his,4.2440314292907715
simple,couldn't insult,49,49_M_him,m,Match,obj,Raymond couldn't insult,him,3.688166618347168
simple,couldn't insult,49,49_M_his,m,Match,poss,Raymond couldn't insult,his,4.072520732879639
simple,couldn't insult,49,49_F_him,f,Mismatch,obj,Debra couldn't insult,him,2.856574773788452
simple,couldn't insult,49,49_F_his,f,Mismatch,poss,Debra couldn't insult,his,5.498161315917969
simple,watches,50,50_M_him,m,Match,obj,Joseph watches,him,6.539112567901611
simple,watches,50,50_M_his,m,Match,poss,Joseph watches,his,3.802778959274292
simple,watches,50,50_F_him,f,Mismatch,obj,Laura watches,him,5.123924255371094
simple,watches,50,50_F_his,f,Mismatch,poss,Laura watches,his,5.918248176574707
simple,led,51,51_M_him,m,Match,obj,This boy led,him,4.8302741050720215
simple,led,51,51_M_his,m,Match,poss,This boy led,his,4.982025146484375
simple,led,51,51_F_him,f,Mismatch,obj,That granddaughter led,him,3.3676276206970215
simple,led,51,51_F_his,f,Mismatch,poss,That granddaughter led,his,6.850235939025879
simple,has hired,52,52_M_him,m,Match,obj,Gregory has hired,him,5.821465492248535
simple,has hired,52,52_M_his,m,Match,poss,Gregory has hired,his,5.350647926330566
simple,has hired,52,52_F_him,f,Mismatch,obj,Jill has hired,him,6.654055595397949
simple,has hired,52,52_F_his,f,Mismatch,poss,Jill has hired,his,6.774604797363281
simple,is researching,53,53_M_him,m,Match,obj,Frank is researching,him,11.688232421875
simple,is researching,53,53_M_his,m,Match,poss,Frank is researching,his,5.55947208404541
simple,is researching,53,53_F_him,f,Mismatch,obj,Susan is researching,him,13.105401039123535
simple,is researching,53,53_F_his,f,Mismatch,poss,Susan is researching,his,7.922131538391113
simple,did question,54,54_M_him,m,Match,obj,Walter did question,him,4.602883815765381
simple,did question,54,54_M_his,m,Match,poss,Walter did question,his,4.8333892822265625
simple,did question,54,54_F_him,f,Mismatch,obj,Marie did question,him,3.9907639026641846
simple,did question,54,54_F_his,f,Mismatch,poss,Marie did question,his,5.0732502937316895
simple,won't hear,55,55_M_him,m,Match,obj,Gregory won't hear,him,8.106988906860352
simple,won't hear,55,55_M_his,m,Match,poss,Gregory won't hear,his,8.981803894042969
simple,won't hear,55,55_F_him,f,Mismatch,obj,This grandmother won't hear,him,8.07874584197998
simple,won't hear,55,55_F_his,f,Mismatch,poss,This grandmother won't hear,his,10.14936637878418
simple,can praise,56,56_M_him,m,Match,obj,Patrick can praise,him,5.44679069519043
simple,can praise,56,56_M_his,m,Match,poss,Patrick can praise,his,4.114542007446289
simple,can praise,56,56_F_him,f,Mismatch,obj,The dancer can praise,him,5.153334617614746
simple,can praise,56,56_F_his,f,Mismatch,poss,The dancer can praise,his,4.493307113647461
simple,is questioning,57,57_M_him,m,Match,obj,Carlos is questioning,him,4.679028511047363
simple,is questioning,57,57_M_his,m,Match,poss,Carlos is questioning,his,4.026754856109619
simple,is questioning,57,57_F_him,f,Mismatch,obj,Suzanne is questioning,him,5.996891975402832
simple,is questioning,57,57_F_his,f,Mismatch,poss,Suzanne is questioning,his,4.990720748901367
simple,appreciates,58,58_M_him,m,Match,obj,Dennis appreciates,him,8.600004196166992
simple,appreciates,58,58_M_his,m,Match,poss,Dennis appreciates,his,4.459473133087158
simple,appreciates,58,58_F_him,f,Mismatch,obj,Holly appreciates,him,7.808065414428711
simple,appreciates,58,58_F_his,f,Mismatch,poss,Holly appreciates,his,5.372282028198242
simple,hasn't known,59,59_M_him,m,Match,obj,Mitchell hasn't known,him,4.735199451446533
simple,hasn't known,59,59_M_his,m,Match,poss,Mitchell hasn't known,his,6.214000225067139
simple,hasn't known,59,59_F_him,f,Mismatch,obj,Tara hasn't known,him,4.500601291656494
simple,hasn't known,59,59_F_his,f,Mismatch,poss,Tara hasn't known,his,6.934732437133789
simple,does reference,60,60_M_him,m,Match,obj,This boyfriend does reference,him,6.450592517852783
simple,does reference,60,60_M_his,m,Match,poss,This boyfriend does reference,his,4.99783182144165
simple,does reference,60,60_F_him,f,Mismatch,obj,Angela does reference,him,8.511385917663574
simple,does reference,60,60_F_his,f,Mismatch,poss,Angela does reference,his,7.599308013916016
simple,might like,61,61_M_him,m,Match,obj,Brett might like,him,7.824002265930176
simple,might like,61,61_M_his,m,Match,poss,Brett might like,his,6.535816192626953
simple,might like,61,61_F_him,f,Mismatch,obj,That ex-girlfriend might like,him,4.615082740783691
simple,might like,61,61_F_his,f,Mismatch,poss,That ex-girlfriend might like,his,8.733975410461426
simple,wasn't noticing,62,62_M_him,m,Match,obj,William wasn't noticing,him,4.621001243591309
simple,wasn't noticing,62,62_M_his,m,Match,poss,William wasn't noticing,his,6.004884719848633
simple,wasn't noticing,62,62_F_him,f,Mismatch,obj,Cheryl wasn't noticing,him,4.438726902008057
simple,wasn't noticing,62,62_F_his,f,Mismatch,poss,Cheryl wasn't noticing,his,6.078361988067627
simple,hasn't watched,63,63_M_him,m,Match,obj,Timothy hasn't watched,him,6.864984512329102
simple,hasn't watched,63,63_M_his,m,Match,poss,Timothy hasn't watched,his,5.595617294311523
simple,hasn't watched,63,63_F_him,f,Mismatch,obj,Diana hasn't watched,him,5.982127666473389
simple,hasn't watched,63,63_F_his,f,Mismatch,poss,Diana hasn't watched,his,7.356878280639648
simple,would scan,64,64_M_him,m,Match,obj,Dennis would scan,him,7.371908187866211
simple,would scan,64,64_M_his,m,Match,poss,Dennis would scan,his,4.352081775665283
simple,would scan,64,64_F_him,f,Mismatch,obj,Margaret would scan,him,6.127279281616211
simple,would scan,64,64_F_his,f,Mismatch,poss,Margaret would scan,his,4.813000679016113
simple,had observed,65,65_M_him,m,Match,obj,Lawrence had observed,him,5.583896636962891
simple,had observed,65,65_M_his,m,Match,poss,Lawrence had observed,his,6.111793518066406
simple,had observed,65,65_F_him,f,Mismatch,obj,Bethany had observed,him,5.553286075592041
simple,had observed,65,65_F_his,f,Mismatch,poss,Bethany had observed,his,6.896716117858887
simple,understood,66,66_M_him,m,Match,obj,Donald understood,him,7.016097545623779
simple,understood,66,66_M_his,m,Match,poss,Donald understood,his,5.0360894203186035
simple,understood,66,66_F_him,f,Mismatch,obj,This wife understood,him,5.315730571746826
simple,understood,66,66_F_his,f,Mismatch,poss,This wife understood,his,5.588115692138672
simple,is hiring,67,67_M_him,m,Match,obj,Dennis is hiring,him,12.305365562438965
simple,is hiring,67,67_M_his,m,Match,poss,Dennis is hiring,his,9.180432319641113
simple,is hiring,67,67_F_him,f,Mismatch,obj,Elaine is hiring,him,14.048779487609863
simple,is hiring,67,67_F_his,f,Mismatch,poss,Elaine is hiring,his,13.323326110839844
simple,hadn't embarrassed,68,68_M_him,m,Match,obj,This grandson hadn't embarrassed,him,3.084346055984497
simple,hadn't embarrassed,68,68_M_his,m,Match,poss,This grandson hadn't embarrassed,his,4.268836498260498
simple,hadn't embarrassed,68,68_F_him,f,Mismatch,obj,Sharon hadn't embarrassed,him,2.7738025188446045
simple,hadn't embarrassed,68,68_F_his,f,Mismatch,poss,Sharon hadn't embarrassed,his,6.52779483795166
simple,had thought about,69,69_M_him,m,Match,obj,Noah had thought about,him,7.475634574890137
simple,had thought about,69,69_M_his,m,Match,poss,Noah had thought about,his,5.001614570617676
simple,had thought about,69,69_F_him,f,Mismatch,obj,Erin had thought about,him,6.977141857147217
simple,had thought about,69,69_F_his,f,Mismatch,poss,Erin had thought about,his,6.154110908508301
simple,hasn't impressed,70,70_M_him,m,Match,obj,That ex-boyfriend hasn't impressed,him,4.456960678100586
simple,hasn't impressed,70,70_M_his,m,Match,poss,That ex-boyfriend hasn't impressed,his,5.130350112915039
simple,hasn't impressed,70,70_F_him,f,Mismatch,obj,This actress hasn't impressed,him,6.960076332092285
simple,hasn't impressed,70,70_F_his,f,Mismatch,poss,This actress hasn't impressed,his,9.925832748413086
simple,had thought about,71,71_M_him,m,Match,obj,Adam had thought about,him,7.944825172424316
simple,had thought about,71,71_M_his,m,Match,poss,Adam had thought about,his,5.351015090942383
simple,had thought about,71,71_F_him,f,Mismatch,obj,Elaine had thought about,him,5.833700180053711
simple,had thought about,71,71_F_his,f,Mismatch,poss,Elaine had thought about,his,6.670995712280273
simple,catches,72,72_M_him,m,Match,obj,Gary catches,him,6.135871887207031
simple,catches,72,72_M_his,m,Match,poss,Gary catches,his,4.877841472625732
simple,catches,72,72_F_him,f,Mismatch,obj,Susan catches,him,5.230776786804199
simple,catches,72,72_F_his,f,Mismatch,poss,Susan catches,his,5.230309009552002
simple,is holding,73,73_M_him,m,Match,obj,Paul is holding,him,7.464550495147705
simple,is holding,73,73_M_his,m,Match,poss,Paul is holding,his,3.9547760486602783
simple,is holding,73,73_F_him,f,Mismatch,obj,Carolyn is holding,him,10.141138076782227
simple,is holding,73,73_F_his,f,Mismatch,poss,Carolyn is holding,his,7.0208635330200195
simple,doesn't talk to,74,74_M_him,m,Match,obj,Curtis doesn't talk to,him,4.489692211151123
simple,doesn't talk to,74,74_M_his,m,Match,poss,Curtis doesn't talk to,his,4.845091342926025
simple,doesn't talk to,74,74_F_him,f,Mismatch,obj,Kendra doesn't talk to,him,4.425457000732422
simple,doesn't talk to,74,74_F_his,f,Mismatch,poss,Kendra doesn't talk to,his,5.5058722496032715
simple,has understood,75,75_M_him,m,Match,obj,This boy has understood,him,8.300016403198242
simple,has understood,75,75_M_his,m,Match,poss,This boy has understood,his,4.578771591186523
simple,has understood,75,75_F_him,f,Mismatch,obj,Emily has understood,him,7.200863838195801
simple,has understood,75,75_F_his,f,Mismatch,poss,Emily has understood,his,6.087429523468018
simple,wouldn't hide,76,76_M_him,m,Match,obj,Walter wouldn't hide,him,8.148984909057617
simple,wouldn't hide,76,76_M_his,m,Match,poss,Walter wouldn't hide,his,2.5404930114746094
simple,wouldn't hide,76,76_F_him,f,Mismatch,obj,Connie wouldn't hide,him,6.83872127532959
simple,wouldn't hide,76,76_F_his,f,Mismatch,poss,Connie wouldn't hide,his,4.810033798217773
simple,hadn't examined,77,77_M_him,m,Match,obj,Stephen hadn't examined,him,4.144741535186768
simple,hadn't examined,77,77_M_his,m,Match,poss,Stephen hadn't examined,his,3.3761789798736572
simple,hadn't examined,77,77_F_him,f,Mismatch,obj,Cynthia hadn't examined,him,3.946577310562134
simple,hadn't examined,77,77_F_his,f,Mismatch,poss,Cynthia hadn't examined,his,5.088593482971191
simple,hires,78,78_M_him,m,Match,obj,Jason hires,him,6.717006683349609
