exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/EleutherAI/gpt-neo-1.3B_surp
About,shouldn't astound,11,11_F_his,f,Mismatch,poss,The show about that actress shouldn't astound,his,9.360039710998535
About,hadn't helped,12,12_M_him,m,Match,obj,The book about George hadn't helped,him,3.908287763595581
About,hadn't helped,12,12_F_him,f,Mismatch,obj,The book about Claire hadn't helped,him,4.433417797088623
About,hadn't helped,12,12_M_his,m,Match,poss,The book about George hadn't helped,his,5.418323516845703
About,hadn't helped,12,12_F_his,f,Mismatch,poss,The book about Claire hadn't helped,his,6.282770156860352
About,was impressing,13,13_M_him,m,Match,obj,The pamphlet about Omar was impressing,him,3.9344260692596436
About,was impressing,13,13_F_him,f,Mismatch,obj,The pamphlet about Teresa was impressing,him,3.6148681640625
About,was impressing,13,13_M_his,m,Match,poss,The pamphlet about Omar was impressing,his,5.511036396026611
About,was impressing,13,13_F_his,f,Mismatch,poss,The pamphlet about Teresa was impressing,his,6.016322612762451
About,harmed,14,14_M_him,m,Match,obj,The brochure about Joel harmed,him,3.7421648502349854
About,harmed,14,14_F_him,f,Mismatch,obj,The brochure about Laura harmed,him,4.628521919250488
About,harmed,14,14_M_his,m,Match,poss,The brochure about Joel harmed,his,2.5253851413726807
About,harmed,14,14_F_his,f,Mismatch,poss,The brochure about Laura harmed,his,3.7564353942871094
About,had underwhelmed,15,15_M_him,m,Match,obj,The play about Joseph had underwhelmed,him,3.053617000579834
About,had underwhelmed,15,15_F_him,f,Mismatch,obj,The play about Elaine had underwhelmed,him,3.425145149230957
About,had underwhelmed,15,15_M_his,m,Match,poss,The play about Joseph had underwhelmed,his,7.134998798370361
About,had underwhelmed,15,15_F_his,f,Mismatch,poss,The play about Elaine had underwhelmed,his,9.188536643981934
About,could underwhelm,16,16_M_him,m,Match,obj,The movie about that nephew could underwhelm,him,7.167575836181641
About,could underwhelm,16,16_F_him,f,Mismatch,obj,The movie about Margaret could underwhelm,him,8.050525665283203
About,could underwhelm,16,16_M_his,m,Match,poss,The movie about that nephew could underwhelm,his,8.525588989257812
About,could underwhelm,16,16_F_his,f,Mismatch,poss,The movie about Margaret could underwhelm,his,9.973658561706543
About,impresses,17,17_M_him,m,Match,obj,The newspaper article about Jason impresses,him,3.8488471508026123
About,impresses,17,17_F_him,f,Mismatch,obj,The newspaper article about Marie impresses,him,3.524627923965454
About,impresses,17,17_M_his,m,Match,poss,The newspaper article about Jason impresses,his,6.874300003051758
About,impresses,17,17_F_his,f,Mismatch,poss,The newspaper article about Marie impresses,his,7.2315263748168945
About,has hurt,18,18_M_him,m,Match,obj,The story about Frank has hurt,him,2.921027660369873
About,has hurt,18,18_F_him,f,Mismatch,obj,The story about Teresa has hurt,him,3.6370794773101807
About,has hurt,18,18_M_his,m,Match,poss,The story about Frank has hurt,his,4.295041084289551
About,has hurt,18,18_F_his,f,Mismatch,poss,The story about Teresa has hurt,his,5.5648908615112305
About,disgusted,19,19_M_him,m,Match,obj,The essay about Bradley disgusted,him,3.452773094177246
About,disgusted,19,19_F_him,f,Mismatch,obj,The essay about Sabrina disgusted,him,3.7406349182128906
About,disgusted,19,19_M_his,m,Match,poss,The essay about Bradley disgusted,his,6.802252769470215
About,disgusted,19,19_F_his,f,Mismatch,poss,The essay about Sabrina disgusted,his,8.001993179321289
About,has bothered,20,20_M_him,m,Match,obj,The report about Curtis has bothered,him,4.9036054611206055
About,has bothered,20,20_F_him,f,Mismatch,obj,The report about Heidi has bothered,him,4.64200496673584
About,has bothered,20,20_M_his,m,Match,poss,The report about Curtis has bothered,his,9.948760032653809
About,has bothered,20,20_F_his,f,Mismatch,poss,The report about Heidi has bothered,his,10.17615032196045
About,shouldn't stun,21,21_M_him,m,Match,obj,The documentary about Marcus shouldn't stun,him,5.951757907867432
About,shouldn't stun,21,21_F_him,f,Mismatch,obj,The documentary about Connie shouldn't stun,him,6.724268436431885
About,shouldn't stun,21,21_M_his,m,Match,poss,The documentary about Marcus shouldn't stun,his,7.3575520515441895
About,shouldn't stun,21,21_F_his,f,Mismatch,poss,The documentary about Connie shouldn't stun,his,8.404463768005371
About,underwhelms,22,22_M_him,m,Match,obj,The commentary about Bill underwhelms,him,6.275716781616211
About,underwhelms,22,22_F_him,f,Mismatch,obj,The commentary about Tanya underwhelms,him,6.056384086608887
About,underwhelms,22,22_M_his,m,Match,poss,The commentary about Bill underwhelms,his,8.351105690002441
About,underwhelms,22,22_F_his,f,Mismatch,poss,The commentary about Tanya underwhelms,his,9.542784690856934
About,can't upset,23,23_M_him,m,Match,obj,The show about the nephew can't upset,him,3.911982774734497
About,can't upset,23,23_F_him,f,Mismatch,obj,The show about Ann can't upset,him,4.44502592086792
About,can't upset,23,23_M_his,m,Match,poss,The show about the nephew can't upset,his,4.5523362159729
About,can't upset,23,23_F_his,f,Mismatch,poss,The show about Ann can't upset,his,5.188510894775391
About,hindered,24,24_M_him,m,Match,obj,The book about Martin hindered,him,4.126877784729004
About,hindered,24,24_F_him,f,Mismatch,obj,The book about Caroline hindered,him,3.8375802040100098
About,hindered,24,24_M_his,m,Match,poss,The book about Martin hindered,his,3.7625632286071777
About,hindered,24,24_F_his,f,Mismatch,poss,The book about Caroline hindered,his,3.8235890865325928
About,bored,25,25_M_him,m,Match,obj,The pamphlet about Liam bored,him,2.616135358810425
About,bored,25,25_F_him,f,Mismatch,obj,The pamphlet about Carrie bored,him,2.6150341033935547
About,bored,25,25_M_his,m,Match,poss,The pamphlet about Liam bored,his,6.607018947601318
About,bored,25,25_F_his,f,Mismatch,poss,The pamphlet about Carrie bored,his,7.004244327545166
About,hasn't hurt,26,26_M_him,m,Match,obj,The brochure about Omar hasn't hurt,him,5.133114337921143
About,hasn't hurt,26,26_F_him,f,Mismatch,obj,The brochure about Christine hasn't hurt,him,5.465357303619385
About,hasn't hurt,26,26_M_his,m,Match,poss,The brochure about Omar hasn't hurt,his,3.7041850090026855
About,hasn't hurt,26,26_F_his,f,Mismatch,poss,The brochure about Christine hasn't hurt,his,4.47260046005249
About,astounded,27,27_M_him,m,Match,obj,The play about Mark astounded,him,4.531421661376953
About,astounded,27,27_F_him,f,Mismatch,obj,The play about Kimberley astounded,him,4.437481880187988
About,astounded,27,27_M_his,m,Match,poss,The play about Mark astounded,his,4.93373441696167
About,astounded,27,27_F_his,f,Mismatch,poss,The play about Kimberley astounded,his,6.8931097984313965
About,isn't hurting,28,28_M_him,m,Match,obj,The movie about Carl isn't hurting,him,4.480596542358398
About,isn't hurting,28,28_F_him,f,Mismatch,obj,The movie about Linda isn't hurting,him,5.440701007843018
About,isn't hurting,28,28_M_his,m,Match,poss,The movie about Carl isn't hurting,his,3.9773521423339844
About,isn't hurting,28,28_F_his,f,Mismatch,poss,The movie about Linda isn't hurting,his,4.861974716186523
About,bores,29,29_M_him,m,Match,obj,The newspaper article about Charles bores,him,5.179098606109619
About,bores,29,29_F_him,f,Mismatch,obj,The newspaper article about Meredith bores,him,3.8579022884368896
About,bores,29,29_M_his,m,Match,poss,The newspaper article about Charles bores,his,5.269209861755371
About,bores,29,29_F_his,f,Mismatch,poss,The newspaper article about Meredith bores,his,6.403189182281494
About,can't bore,30,30_M_him,m,Match,obj,The story about Matt can't bore,him,4.928234577178955
About,can't bore,30,30_F_him,f,Mismatch,obj,The story about the actress can't bore,him,6.228277206420898
About,can't bore,30,30_M_his,m,Match,poss,The story about Matt can't bore,his,10.347294807434082
About,can't bore,30,30_F_his,f,Mismatch,poss,The story about the actress can't bore,his,11.583694458007812
About,is shocking,31,31_M_him,m,Match,obj,The essay about Scott is shocking,him,13.114609718322754
About,is shocking,31,31_F_him,f,Mismatch,obj,The essay about Sharon is shocking,him,13.75795841217041
About,is shocking,31,31_M_his,m,Match,poss,The essay about Scott is shocking,his,13.098297119140625
About,is shocking,31,31_F_his,f,Mismatch,poss,The essay about Sharon is shocking,his,13.631776809692383
About,embarrasses,32,32_M_him,m,Match,obj,The report about Brett embarrasses,him,2.9861936569213867
About,embarrasses,32,32_F_him,f,Mismatch,obj,The report about Jodi embarrasses,him,4.133241176605225
About,embarrasses,32,32_M_his,m,Match,poss,The report about Brett embarrasses,his,6.427964210510254
About,embarrasses,32,32_F_his,f,Mismatch,poss,The report about Jodi embarrasses,his,8.42864990234375
About,has aided,33,33_M_him,m,Match,obj,The documentary about Peter has aided,him,5.603065490722656
About,has aided,33,33_F_him,f,Mismatch,obj,The documentary about Mary has aided,him,7.186357021331787
About,has aided,33,33_M_his,m,Match,poss,The documentary about Peter has aided,his,4.275479793548584
About,has aided,33,33_F_his,f,Mismatch,poss,The documentary about Mary has aided,his,5.97590446472168
About,was hindering,34,34_M_him,m,Match,obj,The commentary about Michael was hindering,him,4.080319404602051
About,was hindering,34,34_F_him,f,Mismatch,obj,The commentary about Margaret was hindering,him,4.212679862976074
About,was hindering,34,34_M_his,m,Match,poss,The commentary about Michael was hindering,his,2.9864084720611572
About,was hindering,34,34_F_his,f,Mismatch,poss,The commentary about Margaret was hindering,his,3.4066543579101562
About,astounds,35,35_M_him,m,Match,obj,The show about Michael astounds,him,5.528069019317627
About,astounds,35,35_F_him,f,Mismatch,obj,The show about Wendy astounds,him,6.679437160491943
About,astounds,35,35_M_his,m,Match,poss,The show about Michael astounds,his,6.698115825653076
About,astounds,35,35_F_his,f,Mismatch,poss,The show about Wendy astounds,his,9.8643159866333
About,scared,36,36_M_him,m,Match,obj,The book about Ronald scared,him,3.275332450866699
About,scared,36,36_F_him,f,Mismatch,obj,The book about Gina scared,him,3.6696949005126953
About,scared,36,36_M_his,m,Match,poss,The book about Ronald scared,his,6.881645679473877
About,scared,36,36_F_his,f,Mismatch,poss,The book about Gina scared,his,8.575065612792969
About,can hurt,37,37_M_him,m,Match,obj,The pamphlet about Derek can hurt,him,3.5199508666992188
About,can hurt,37,37_F_him,f,Mismatch,obj,The pamphlet about Christine can hurt,him,3.900073528289795
About,can hurt,37,37_M_his,m,Match,poss,The pamphlet about Derek can hurt,his,3.8891069889068604
About,can hurt,37,37_F_his,f,Mismatch,poss,The pamphlet about Christine can hurt,his,4.751114368438721
About,wasn't worrying,38,38_M_him,m,Match,obj,The brochure about Joseph wasn't worrying,him,4.153650760650635
About,wasn't worrying,38,38_F_him,f,Mismatch,obj,The brochure about Cindy wasn't worrying,him,4.814554691314697
About,wasn't worrying,38,38_M_his,m,Match,poss,The brochure about Joseph wasn't worrying,his,8.824713706970215
About,wasn't worrying,38,38_F_his,f,Mismatch,poss,The brochure about Cindy wasn't worrying,his,9.861258506774902
About,hadn't overwhelmed,39,39_M_him,m,Match,obj,The play about Gregory hadn't overwhelmed,him,2.2245616912841797
About,hadn't overwhelmed,39,39_F_him,f,Mismatch,obj,The play about Sabrina hadn't overwhelmed,him,2.247079610824585
About,hadn't overwhelmed,39,39_M_his,m,Match,poss,The play about Gregory hadn't overwhelmed,his,5.133732795715332
About,hadn't overwhelmed,39,39_F_his,f,Mismatch,poss,The play about Sabrina hadn't overwhelmed,his,5.477676868438721
About,upsets,40,40_M_him,m,Match,obj,The movie about Paul upsets,him,2.61843204498291
About,upsets,40,40_F_him,f,Mismatch,obj,The movie about Pamela upsets,him,3.7968788146972656
About,upsets,40,40_M_his,m,Match,poss,The movie about Paul upsets,his,4.188155174255371
About,upsets,40,40_F_his,f,Mismatch,poss,The movie about Pamela upsets,his,6.331238746643066
About,embarrassed,41,41_M_him,m,Match,obj,The newspaper article about Steve embarrassed,him,2.3648335933685303
About,embarrassed,41,41_F_him,f,Mismatch,obj,The newspaper article about Kimberley embarrassed,him,2.830808162689209
About,embarrassed,41,41_M_his,m,Match,poss,The newspaper article about Steve embarrassed,his,5.215714454650879
About,embarrassed,41,41_F_his,f,Mismatch,poss,The newspaper article about Kimberley embarrassed,his,6.338624000549316
About,underwhelmed,42,42_M_him,m,Match,obj,The story about Paul underwhelmed,him,4.931282997131348
About,underwhelmed,42,42_F_him,f,Mismatch,obj,The story about Tracy underwhelmed,him,4.277177333831787
About,underwhelmed,42,42_M_his,m,Match,poss,The story about Paul underwhelmed,his,4.981582164764404
About,underwhelmed,42,42_F_his,f,Mismatch,poss,The story about Tracy underwhelmed,his,7.405589580535889
About,was impressing,43,43_M_him,m,Match,obj,The essay about Wayne was impressing,him,4.568670749664307
About,was impressing,43,43_F_him,f,Mismatch,obj,The essay about Patricia was impressing,him,4.905854225158691
About,was impressing,43,43_M_his,m,Match,poss,The essay about Wayne was impressing,his,5.486239433288574
About,was impressing,43,43_F_his,f,Mismatch,poss,The essay about Patricia was impressing,his,6.5895280838012695
About,had distracted,44,44_M_him,m,Match,obj,The report about Timothy had distracted,him,1.9232888221740723
About,had distracted,44,44_F_him,f,Mismatch,obj,The report about Stephanie had distracted,him,2.2386209964752197
About,had distracted,44,44_M_his,m,Match,poss,The report about Timothy had distracted,his,5.075058460235596
About,had distracted,44,44_F_his,f,Mismatch,poss,The report about Stephanie had distracted,his,6.41620397567749
About,helped,45,45_M_him,m,Match,obj,The documentary about Dan helped,him,3.0050528049468994
About,helped,45,45_F_him,f,Mismatch,obj,The documentary about Emily helped,him,4.604745388031006
About,helped,45,45_M_his,m,Match,poss,The documentary about Dan helped,his,6.525723934173584
About,helped,45,45_F_his,f,Mismatch,poss,The documentary about Emily helped,his,8.393913269042969
About,aids,46,46_M_him,m,Match,obj,The commentary about that ex-boyfriend aids,him,5.20353364944458
About,aids,46,46_F_him,f,Mismatch,obj,The commentary about Heidi aids,him,7.480256080627441
About,aids,46,46_M_his,m,Match,poss,The commentary about that ex-boyfriend aids,his,5.000062465667725
About,aids,46,46_F_his,f,Mismatch,poss,The commentary about Heidi aids,his,7.85353946685791
About,was harming,47,47_M_him,m,Match,obj,The show about James was harming,him,4.504591941833496
About,was harming,47,47_F_him,f,Mismatch,obj,The show about Gina was harming,him,5.455588340759277
About,was harming,47,47_M_his,m,Match,poss,The show about James was harming,his,2.8445892333984375
About,was harming,47,47_F_his,f,Mismatch,poss,The show about Gina was harming,his,4.044827461242676
About,isn't underwhelming,48,48_M_him,m,Match,obj,The book about Chad isn't underwhelming,him,16.146739959716797
About,isn't underwhelming,48,48_F_him,f,Mismatch,obj,The book about Brenda isn't underwhelming,him,17.206083297729492
About,isn't underwhelming,48,48_M_his,m,Match,poss,The book about Chad isn't underwhelming,his,15.860790252685547
About,isn't underwhelming,48,48_F_his,f,Mismatch,poss,The book about Brenda isn't underwhelming,his,17.200716018676758
About,hasn't hindered,49,49_M_him,m,Match,obj,The pamphlet about Steven hasn't hindered,him,3.750272512435913
About,hasn't hindered,49,49_F_him,f,Mismatch,obj,The pamphlet about Ruth hasn't hindered,him,4.14500093460083
About,hasn't hindered,49,49_M_his,m,Match,poss,The pamphlet about Steven hasn't hindered,his,3.045992612838745
About,hasn't hindered,49,49_F_his,f,Mismatch,poss,The pamphlet about Ruth hasn't hindered,his,3.8021180629730225
About,had bored,50,50_M_him,m,Match,obj,The brochure about Mark had bored,him,1.563230276107788
About,had bored,50,50_F_him,f,Mismatch,obj,The brochure about that lady had bored,him,1.921830415725708
About,had bored,50,50_M_his,m,Match,poss,The brochure about Mark had bored,his,6.854405403137207
About,had bored,50,50_F_his,f,Mismatch,poss,The brochure about that lady had bored,his,7.845038890838623
About,hasn't upset,51,51_M_him,m,Match,obj,The play about Brian hasn't upset,him,3.2901461124420166
About,hasn't upset,51,51_F_him,f,Mismatch,obj,The play about Theresa hasn't upset,him,3.7824411392211914
About,hasn't upset,51,51_M_his,m,Match,poss,The play about Brian hasn't upset,his,5.164804935455322
About,hasn't upset,51,51_F_his,f,Mismatch,poss,The play about Theresa hasn't upset,his,6.376494884490967
About,might distract,52,52_M_him,m,Match,obj,The movie about Chad might distract,him,4.497172832489014
About,might distract,52,52_F_him,f,Mismatch,obj,The movie about the actress might distract,him,5.301560401916504
About,might distract,52,52_M_his,m,Match,poss,The movie about Chad might distract,his,9.355464935302734
About,might distract,52,52_F_his,f,Mismatch,poss,The movie about the actress might distract,his,9.822421073913574
About,alarms,53,53_M_him,m,Match,obj,The newspaper article about this ex-boyfriend alarms,him,4.807764053344727
About,alarms,53,53_F_him,f,Mismatch,obj,The newspaper article about Jessica alarms,him,4.19412899017334
About,alarms,53,53_M_his,m,Match,poss,The newspaper article about this ex-boyfriend alarms,his,7.604442596435547
About,alarms,53,53_F_his,f,Mismatch,poss,The newspaper article about Jessica alarms,his,6.87485933303833
About,hasn't distracted,54,54_M_him,m,Match,obj,The story about Matt hasn't distracted,him,3.927506446838379
About,hasn't distracted,54,54_F_him,f,Mismatch,obj,The story about Florence hasn't distracted,him,4.452193737030029
About,hasn't distracted,54,54_M_his,m,Match,poss,The story about Matt hasn't distracted,his,8.651256561279297
About,hasn't distracted,54,54_F_his,f,Mismatch,poss,The story about Florence hasn't distracted,his,9.299040794372559
About,upset,55,55_M_him,m,Match,obj,The essay about Kenneth upset,him,4.88197660446167
About,upset,55,55_F_him,f,Mismatch,obj,The essay about Laurie upset,him,4.250990867614746
About,upset,55,55_M_his,m,Match,poss,The essay about Kenneth upset,his,4.6366963386535645
About,upset,55,55_F_his,f,Mismatch,poss,The essay about Laurie upset,his,5.436995506286621
About,could help,56,56_M_him,m,Match,obj,The report about that ex-husband could help,him,4.171197891235352
About,could help,56,56_F_him,f,Mismatch,obj,The report about Jodi could help,him,4.399552822113037
About,could help,56,56_M_his,m,Match,poss,The report about that ex-husband could help,his,6.386078357696533
About,could help,56,56_F_his,f,Mismatch,poss,The report about Jodi could help,his,7.3679280281066895
About,bores,57,57_M_him,m,Match,obj,The documentary about Bruce bores,him,6.571295261383057
About,bores,57,57_F_him,f,Mismatch,obj,The documentary about Sheila bores,him,6.0120086669921875
About,bores,57,57_M_his,m,Match,poss,The documentary about Bruce bores,his,6.372880458831787
About,bores,57,57_F_his,f,Mismatch,poss,The documentary about Sheila bores,his,9.362638473510742
About,bothered,58,58_M_him,m,Match,obj,The commentary about Brett bothered,him,3.094247817993164
About,bothered,58,58_F_him,f,Mismatch,obj,The commentary about Anna bothered,him,2.054227590560913
About,bothered,58,58_M_his,m,Match,poss,The commentary about Brett bothered,his,8.856331825256348
About,bothered,58,58_F_his,f,Mismatch,poss,The commentary about Anna bothered,his,7.395178318023682
About,is aiding,59,59_M_him,m,Match,obj,The show about Carlos is aiding,him,5.559981822967529
About,is aiding,59,59_F_him,f,Mismatch,obj,The show about Ann is aiding,him,6.709377288818359
About,is aiding,59,59_M_his,m,Match,poss,The show about Carlos is aiding,his,5.640113353729248
About,is aiding,59,59_F_his,f,Mismatch,poss,The show about Ann is aiding,his,7.065252304077148
About,was disgusting,60,60_M_him,m,Match,obj,The book about Mark was disgusting,him,13.560281753540039
About,was disgusting,60,60_F_him,f,Mismatch,obj,The book about Eva was disgusting,him,14.757071495056152
About,was disgusting,60,60_M_his,m,Match,poss,The book about Mark was disgusting,his,13.678853034973145
About,was disgusting,60,60_F_his,f,Mismatch,poss,The book about Eva was disgusting,his,15.517685890197754
About,is stunning,61,61_M_him,m,Match,obj,The pamphlet about Noah is stunning,him,14.13614559173584
About,is stunning,61,61_F_him,f,Mismatch,obj,The pamphlet about Dana is stunning,him,14.429957389831543
About,is stunning,61,61_M_his,m,Match,poss,The pamphlet about Noah is stunning,his,14.615997314453125
About,is stunning,61,61_F_his,f,Mismatch,poss,The pamphlet about Dana is stunning,his,14.96677303314209
About,harms,62,62_M_him,m,Match,obj,The brochure about Theodore harms,him,4.965726375579834
About,harms,62,62_F_him,f,Mismatch,obj,The brochure about Pamela harms,him,6.110928535461426
About,harms,62,62_M_his,m,Match,poss,The brochure about Theodore harms,his,5.404766082763672
About,harms,62,62_F_his,f,Mismatch,poss,The brochure about Pamela harms,his,5.5437211990356445
About,should bore,63,63_M_him,m,Match,obj,The play about Jason should bore,him,5.1524481773376465
About,should bore,63,63_F_him,f,Mismatch,obj,The play about Jacqueline should bore,him,4.784743309020996
About,should bore,63,63_M_his,m,Match,poss,The play about Jason should bore,his,9.21591854095459
About,should bore,63,63_F_his,f,Mismatch,poss,The play about Jacqueline should bore,his,9.036797523498535
About,will upset,64,64_M_him,m,Match,obj,The movie about that boy will upset,him,3.7475180625915527
About,will upset,64,64_F_him,f,Mismatch,obj,The movie about Melissa will upset,him,4.955837249755859
About,will upset,64,64_M_his,m,Match,poss,The movie about that boy will upset,his,5.352889060974121
About,will upset,64,64_F_his,f,Mismatch,poss,The movie about Melissa will upset,his,6.074600696563721
About,is shocking,65,65_M_him,m,Match,obj,The newspaper article about Craig is shocking,him,13.902514457702637
About,is shocking,65,65_F_him,f,Mismatch,obj,The newspaper article about Connie is shocking,him,13.958059310913086
About,is shocking,65,65_M_his,m,Match,poss,The newspaper article about Craig is shocking,his,13.984529495239258
About,is shocking,65,65_F_his,f,Mismatch,poss,The newspaper article about Connie is shocking,his,14.450947761535645
About,has aggravated,66,66_M_him,m,Match,obj,The story about Jeffrey has aggravated,him,3.9225564002990723
About,has aggravated,66,66_F_him,f,Mismatch,obj,The story about Sally has aggravated,him,2.9804847240448
About,has aggravated,66,66_M_his,m,Match,poss,The story about Jeffrey has aggravated,his,3.6628024578094482
About,has aggravated,66,66_F_his,f,Mismatch,poss,The story about Sally has aggravated,his,4.493541240692139
About,would distract,67,67_M_him,m,Match,obj,The essay about Patrick would distract,him,3.714175224304199
About,would distract,67,67_F_him,f,Mismatch,obj,The essay about April would distract,him,4.096055030822754
About,would distract,67,67_M_his,m,Match,poss,The essay about Patrick would distract,his,7.833751678466797
About,would distract,67,67_F_his,f,Mismatch,poss,The essay about April would distract,his,8.067635536193848
About,had impressed,68,68_M_him,m,Match,obj,The report about Aaron had impressed,him,2.3382327556610107
About,had impressed,68,68_F_him,f,Mismatch,obj,The report about Monica had impressed,him,1.9268232583999634
About,had impressed,68,68_M_his,m,Match,poss,The report about Aaron had impressed,his,6.228842735290527
About,had impressed,68,68_F_his,f,Mismatch,poss,The report about Monica had impressed,his,6.84208869934082
About,distracted,69,69_M_him,m,Match,obj,The documentary about Guy distracted,him,3.705639362335205
About,distracted,69,69_F_him,f,Mismatch,obj,The documentary about this grandmother distracted,him,6.737065315246582
About,distracted,69,69_M_his,m,Match,poss,The documentary about Guy distracted,his,6.458338737487793
About,distracted,69,69_F_his,f,Mismatch,poss,The documentary about this grandmother distracted,his,9.091891288757324
About,confused,70,70_M_him,m,Match,obj,The commentary about Steve confused,him,4.021917819976807
About,confused,70,70_F_him,f,Mismatch,obj,The commentary about Christina confused,him,4.078496932983398
About,confused,70,70_M_his,m,Match,poss,The commentary about Steve confused,his,7.996972560882568
About,confused,70,70_F_his,f,Mismatch,poss,The commentary about Christina confused,his,7.863865375518799
About,scares,71,71_M_him,m,Match,obj,The show about Scott scares,him,4.148190975189209
About,scares,71,71_F_him,f,Mismatch,obj,The show about Anna scares,him,4.260712623596191
About,scares,71,71_M_his,m,Match,poss,The show about Scott scares,his,7.8886189460754395
About,scares,71,71_F_his,f,Mismatch,poss,The show about Anna scares,his,8.522022247314453
About,isn't hurting,72,72_M_him,m,Match,obj,The book about Brad isn't hurting,him,4.148587226867676
