exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,/data/EleutherAI/gpt-neo-2.7B_surp
TwoEmbedding,shows,fired,3,3_FMF_him,fmf,MismatchMatchMismatch,obj,Cynthia shows Rodney that Naomi fired,him,1.705569863319397
TwoEmbedding,shows,fired,3,3_FFM_him,ffm,MismatchMismatchMatch,obj,Cynthia shows Margaret that Marcus fired,him,3.996890068054199
TwoEmbedding,shows,fired,3,3_FFF_him,fff,MismatchMismatchMismatch,obj,Cynthia shows Margaret that Naomi fired,him,3.5006296634674072
TwoEmbedding,shows,fired,3,3_MMM_his,mmm,MatchMatchMatch,poss,Stephen shows Rodney that Marcus fired,his,3.261237382888794
TwoEmbedding,shows,fired,3,3_MMF_his,mmf,MatchMatchMismatch,poss,Stephen shows Rodney that Naomi fired,his,4.369935512542725
TwoEmbedding,shows,fired,3,3_MFM_his,mfm,MatchMismatchMatch,poss,Stephen shows Margaret that Marcus fired,his,3.3040261268615723
TwoEmbedding,shows,fired,3,3_MFF_his,mff,MatchMismatchMismatch,poss,Stephen shows Margaret that Naomi fired,his,5.09984016418457
TwoEmbedding,shows,fired,3,3_FMM_his,fmm,MismatchMatchMatch,poss,Cynthia shows Rodney that Marcus fired,his,3.1239073276519775
TwoEmbedding,shows,fired,3,3_FMF_his,fmf,MismatchMatchMismatch,poss,Cynthia shows Rodney that Naomi fired,his,5.632254123687744
TwoEmbedding,shows,fired,3,3_FFM_his,ffm,MismatchMismatchMatch,poss,Cynthia shows Margaret that Marcus fired,his,3.022433280944824
TwoEmbedding,shows,fired,3,3_FFF_his,fff,MismatchMismatchMismatch,poss,Cynthia shows Margaret that Naomi fired,his,7.343234062194824
TwoEmbedding,alerts,returns to,4,4_MMM_him,mmm,MatchMatchMatch,obj,This husband alerts Aaron that Eric returns to,him,5.3014235496521
TwoEmbedding,alerts,returns to,4,4_MMF_him,mmf,MatchMatchMismatch,obj,This husband alerts Aaron that Tracy returns to,him,4.8038811683654785
TwoEmbedding,alerts,returns to,4,4_MFM_him,mfm,MatchMismatchMatch,obj,This husband alerts Tamara that Eric returns to,him,7.561654090881348
TwoEmbedding,alerts,returns to,4,4_MFF_him,mff,MatchMismatchMismatch,obj,This husband alerts Tamara that Tracy returns to,him,5.751346588134766
TwoEmbedding,alerts,returns to,4,4_FMM_him,fmm,MismatchMatchMatch,obj,Barbara alerts Aaron that Eric returns to,him,6.844482898712158
TwoEmbedding,alerts,returns to,4,4_FMF_him,fmf,MismatchMatchMismatch,obj,Barbara alerts Aaron that Tracy returns to,him,6.375852108001709
TwoEmbedding,alerts,returns to,4,4_FFM_him,ffm,MismatchMismatchMatch,obj,Barbara alerts Tamara that Eric returns to,him,9.592272758483887
TwoEmbedding,alerts,returns to,4,4_FFF_him,fff,MismatchMismatchMismatch,obj,Barbara alerts Tamara that Tracy returns to,him,8.59705924987793
TwoEmbedding,alerts,returns to,4,4_MMM_his,mmm,MatchMatchMatch,poss,This husband alerts Aaron that Eric returns to,his,3.345407247543335
TwoEmbedding,alerts,returns to,4,4_MMF_his,mmf,MatchMatchMismatch,poss,This husband alerts Aaron that Tracy returns to,his,4.171355247497559
TwoEmbedding,alerts,returns to,4,4_MFM_his,mfm,MatchMismatchMatch,poss,This husband alerts Tamara that Eric returns to,his,3.3981356620788574
TwoEmbedding,alerts,returns to,4,4_MFF_his,mff,MatchMismatchMismatch,poss,This husband alerts Tamara that Tracy returns to,his,4.8371500968933105
TwoEmbedding,alerts,returns to,4,4_FMM_his,fmm,MismatchMatchMatch,poss,Barbara alerts Aaron that Eric returns to,his,3.481008529663086
TwoEmbedding,alerts,returns to,4,4_FMF_his,fmf,MismatchMatchMismatch,poss,Barbara alerts Aaron that Tracy returns to,his,4.908613681793213
TwoEmbedding,alerts,returns to,4,4_FFM_his,ffm,MismatchMismatchMatch,poss,Barbara alerts Tamara that Eric returns to,his,3.4094927310943604
TwoEmbedding,alerts,returns to,4,4_FFF_his,fff,MismatchMismatchMismatch,poss,Barbara alerts Tamara that Tracy returns to,his,6.194756507873535
TwoEmbedding,alerted,wasn't alarming,5,5_MMM_him,mmm,MatchMatchMatch,obj,Ronald alerted Donald that Scott wasn't alarming,him,2.130985975265503
TwoEmbedding,alerted,wasn't alarming,5,5_MMF_him,mmf,MatchMatchMismatch,obj,Ronald alerted Donald that Alice wasn't alarming,him,1.7425082921981812
TwoEmbedding,alerted,wasn't alarming,5,5_MFM_him,mfm,MatchMismatchMatch,obj,Ronald alerted Angela that Scott wasn't alarming,him,5.287717342376709
TwoEmbedding,alerted,wasn't alarming,5,5_MFF_him,mff,MatchMismatchMismatch,obj,Ronald alerted Angela that Alice wasn't alarming,him,2.7112348079681396
TwoEmbedding,alerted,wasn't alarming,5,5_FMM_him,fmm,MismatchMatchMatch,obj,Christina alerted Donald that Scott wasn't alarming,him,3.7517282962799072
TwoEmbedding,alerted,wasn't alarming,5,5_FMF_him,fmf,MismatchMatchMismatch,obj,Christina alerted Donald that Alice wasn't alarming,him,3.3096911907196045
TwoEmbedding,alerted,wasn't alarming,5,5_FFM_him,ffm,MismatchMismatchMatch,obj,Christina alerted Angela that Scott wasn't alarming,him,7.540012359619141
TwoEmbedding,alerted,wasn't alarming,5,5_FFF_him,fff,MismatchMismatchMismatch,obj,Christina alerted Angela that Alice wasn't alarming,him,6.002297401428223
TwoEmbedding,alerted,wasn't alarming,5,5_MMM_his,mmm,MatchMatchMatch,poss,Ronald alerted Donald that Scott wasn't alarming,his,5.891415596008301
TwoEmbedding,alerted,wasn't alarming,5,5_MMF_his,mmf,MatchMatchMismatch,poss,Ronald alerted Donald that Alice wasn't alarming,his,7.87193489074707
TwoEmbedding,alerted,wasn't alarming,5,5_MFM_his,mfm,MatchMismatchMatch,poss,Ronald alerted Angela that Scott wasn't alarming,his,5.7418365478515625
TwoEmbedding,alerted,wasn't alarming,5,5_MFF_his,mff,MatchMismatchMismatch,poss,Ronald alerted Angela that Alice wasn't alarming,his,8.016230583190918
TwoEmbedding,alerted,wasn't alarming,5,5_FMM_his,fmm,MismatchMatchMatch,poss,Christina alerted Donald that Scott wasn't alarming,his,6.195464611053467
TwoEmbedding,alerted,wasn't alarming,5,5_FMF_his,fmf,MismatchMatchMismatch,poss,Christina alerted Donald that Alice wasn't alarming,his,8.590917587280273
TwoEmbedding,alerted,wasn't alarming,5,5_FFM_his,ffm,MismatchMismatchMatch,poss,Christina alerted Angela that Scott wasn't alarming,his,6.446836948394775
TwoEmbedding,alerted,wasn't alarming,5,5_FFF_his,fff,MismatchMismatchMismatch,poss,Christina alerted Angela that Alice wasn't alarming,his,9.560077667236328
TwoEmbedding,warned,was investigating,6,6_MMM_him,mmm,MatchMatchMatch,obj,The brother warned Jason that Adam was investigating,him,2.310790777206421
TwoEmbedding,warned,was investigating,6,6_MMF_him,mmf,MatchMatchMismatch,obj,The brother warned Jason that Victoria was investigating,him,2.200984001159668
TwoEmbedding,warned,was investigating,6,6_MFM_him,mfm,MatchMismatchMatch,obj,The brother warned Amanda that Adam was investigating,him,5.146836280822754
TwoEmbedding,warned,was investigating,6,6_MFF_him,mff,MatchMismatchMismatch,obj,The brother warned Amanda that Victoria was investigating,him,3.310063600540161
TwoEmbedding,warned,was investigating,6,6_FMM_him,fmm,MismatchMatchMatch,obj,Jennifer warned Jason that Adam was investigating,him,3.3990185260772705
TwoEmbedding,warned,was investigating,6,6_FMF_him,fmf,MismatchMatchMismatch,obj,Jennifer warned Jason that Victoria was investigating,him,2.8984711170196533
TwoEmbedding,warned,was investigating,6,6_FFM_him,ffm,MismatchMismatchMatch,obj,Jennifer warned Amanda that Adam was investigating,him,7.582657814025879
TwoEmbedding,warned,was investigating,6,6_FFF_him,fff,MismatchMismatchMismatch,obj,Jennifer warned Amanda that Victoria was investigating,him,5.754927635192871
TwoEmbedding,warned,was investigating,6,6_MMM_his,mmm,MatchMatchMatch,poss,The brother warned Jason that Adam was investigating,his,3.587677001953125
TwoEmbedding,warned,was investigating,6,6_MMF_his,mmf,MatchMatchMismatch,poss,The brother warned Jason that Victoria was investigating,his,3.1207449436187744
TwoEmbedding,warned,was investigating,6,6_MFM_his,mfm,MatchMismatchMatch,poss,The brother warned Amanda that Adam was investigating,his,5.041882038116455
TwoEmbedding,warned,was investigating,6,6_MFF_his,mff,MatchMismatchMismatch,poss,The brother warned Amanda that Victoria was investigating,his,4.518559455871582
TwoEmbedding,warned,was investigating,6,6_FMM_his,fmm,MismatchMatchMatch,poss,Jennifer warned Jason that Adam was investigating,his,4.508133888244629
TwoEmbedding,warned,was investigating,6,6_FMF_his,fmf,MismatchMatchMismatch,poss,Jennifer warned Jason that Victoria was investigating,his,3.5925915241241455
TwoEmbedding,warned,was investigating,6,6_FFM_his,ffm,MismatchMismatchMatch,poss,Jennifer warned Amanda that Adam was investigating,his,6.01210880279541
TwoEmbedding,warned,was investigating,6,6_FFF_his,fff,MismatchMismatchMismatch,poss,Jennifer warned Amanda that Victoria was investigating,his,6.917964935302734
TwoEmbedding,warned,can reference,7,7_MMM_him,mmm,MatchMatchMatch,obj,Daniel warned Timothy that this husband can reference,him,6.023203372955322
TwoEmbedding,warned,can reference,7,7_MMF_him,mmf,MatchMatchMismatch,obj,Daniel warned Timothy that Jodi can reference,him,3.8421900272369385
TwoEmbedding,warned,can reference,7,7_MFM_him,mfm,MatchMismatchMatch,obj,Daniel warned Tiffany that this husband can reference,him,8.1187105178833
TwoEmbedding,warned,can reference,7,7_MFF_him,mff,MatchMismatchMismatch,obj,Daniel warned Tiffany that Jodi can reference,him,5.096914768218994
TwoEmbedding,warned,can reference,7,7_FMM_him,fmm,MismatchMatchMatch,obj,Donna warned Timothy that this husband can reference,him,6.523131370544434
TwoEmbedding,warned,can reference,7,7_FMF_him,fmf,MismatchMatchMismatch,obj,Donna warned Timothy that Jodi can reference,him,3.843677043914795
TwoEmbedding,warned,can reference,7,7_FFM_him,ffm,MismatchMismatchMatch,obj,Donna warned Tiffany that this husband can reference,him,8.984959602355957
TwoEmbedding,warned,can reference,7,7_FFF_him,fff,MismatchMismatchMismatch,obj,Donna warned Tiffany that Jodi can reference,him,6.353787422180176
TwoEmbedding,warned,can reference,7,7_MMM_his,mmm,MatchMatchMatch,poss,Daniel warned Timothy that this husband can reference,his,3.8516476154327393
TwoEmbedding,warned,can reference,7,7_MMF_his,mmf,MatchMatchMismatch,poss,Daniel warned Timothy that Jodi can reference,his,4.086501598358154
TwoEmbedding,warned,can reference,7,7_MFM_his,mfm,MatchMismatchMatch,poss,Daniel warned Tiffany that this husband can reference,his,3.8942911624908447
TwoEmbedding,warned,can reference,7,7_MFF_his,mff,MatchMismatchMismatch,poss,Daniel warned Tiffany that Jodi can reference,his,5.100488185882568
TwoEmbedding,warned,can reference,7,7_FMM_his,fmm,MismatchMatchMatch,poss,Donna warned Timothy that this husband can reference,his,3.713658571243286
TwoEmbedding,warned,can reference,7,7_FMF_his,fmf,MismatchMatchMismatch,poss,Donna warned Timothy that Jodi can reference,his,4.121607303619385
TwoEmbedding,warned,can reference,7,7_FFM_his,ffm,MismatchMismatchMatch,poss,Donna warned Tiffany that this husband can reference,his,4.029401779174805
TwoEmbedding,warned,can reference,7,7_FFF_his,fff,MismatchMismatchMismatch,poss,Donna warned Tiffany that Jodi can reference,his,6.515733242034912
TwoEmbedding,informs,didn't reference,8,8_MMM_him,mmm,MatchMatchMatch,obj,Dennis informs Scott that Guy didn't reference,him,3.804436683654785
TwoEmbedding,informs,didn't reference,8,8_MMF_him,mmf,MatchMatchMismatch,obj,Dennis informs Scott that Kristen didn't reference,him,3.756110668182373
TwoEmbedding,informs,didn't reference,8,8_MFM_him,mfm,MatchMismatchMatch,obj,Dennis informs Stacy that Guy didn't reference,him,4.655176639556885
TwoEmbedding,informs,didn't reference,8,8_MFF_him,mff,MatchMismatchMismatch,obj,Dennis informs Stacy that Kristen didn't reference,him,4.75970983505249
TwoEmbedding,informs,didn't reference,8,8_FMM_him,fmm,MismatchMatchMatch,obj,Christine informs Scott that Guy didn't reference,him,5.441070556640625
TwoEmbedding,informs,didn't reference,8,8_FMF_him,fmf,MismatchMatchMismatch,obj,Christine informs Scott that Kristen didn't reference,him,4.089086055755615
TwoEmbedding,informs,didn't reference,8,8_FFM_him,ffm,MismatchMismatchMatch,obj,Christine informs Stacy that Guy didn't reference,him,6.988809585571289
TwoEmbedding,informs,didn't reference,8,8_FFF_him,fff,MismatchMismatchMismatch,obj,Christine informs Stacy that Kristen didn't reference,him,7.048646926879883
TwoEmbedding,informs,didn't reference,8,8_MMM_his,mmm,MatchMatchMatch,poss,Dennis informs Scott that Guy didn't reference,his,3.938676357269287
TwoEmbedding,informs,didn't reference,8,8_MMF_his,mmf,MatchMatchMismatch,poss,Dennis informs Scott that Kristen didn't reference,his,4.322225093841553
TwoEmbedding,informs,didn't reference,8,8_MFM_his,mfm,MatchMismatchMatch,poss,Dennis informs Stacy that Guy didn't reference,his,3.8696887493133545
TwoEmbedding,informs,didn't reference,8,8_MFF_his,mff,MatchMismatchMismatch,poss,Dennis informs Stacy that Kristen didn't reference,his,5.305050373077393
TwoEmbedding,informs,didn't reference,8,8_FMM_his,fmm,MismatchMatchMatch,poss,Christine informs Scott that Guy didn't reference,his,3.9299333095550537
TwoEmbedding,informs,didn't reference,8,8_FMF_his,fmf,MismatchMatchMismatch,poss,Christine informs Scott that Kristen didn't reference,his,4.549682140350342
TwoEmbedding,informs,didn't reference,8,8_FFM_his,ffm,MismatchMismatchMatch,poss,Christine informs Stacy that Guy didn't reference,his,4.048075199127197
TwoEmbedding,informs,didn't reference,8,8_FFF_his,fff,MismatchMismatchMismatch,poss,Christine informs Stacy that Kristen didn't reference,his,7.222972869873047
TwoEmbedding,alerted,forgave,9,9_MMM_him,mmm,MatchMatchMatch,obj,Eric alerted Walter that Curtis forgave,him,0.9751061797142029
TwoEmbedding,alerted,forgave,9,9_MMF_him,mmf,MatchMatchMismatch,obj,Eric alerted Walter that Jill forgave,him,0.6429033279418945
TwoEmbedding,alerted,forgave,9,9_MFM_him,mfm,MatchMismatchMatch,obj,Eric alerted Sharon that Curtis forgave,him,2.5027830600738525
TwoEmbedding,alerted,forgave,9,9_MFF_him,mff,MatchMismatchMismatch,obj,Eric alerted Sharon that Jill forgave,him,1.324075698852539
TwoEmbedding,alerted,forgave,9,9_FMM_him,fmm,MismatchMatchMatch,obj,Heather alerted Walter that Curtis forgave,him,1.124409556388855
TwoEmbedding,alerted,forgave,9,9_FMF_him,fmf,MismatchMatchMismatch,obj,Heather alerted Walter that Jill forgave,him,0.7298144698143005
TwoEmbedding,alerted,forgave,9,9_FFM_him,ffm,MismatchMismatchMatch,obj,Heather alerted Sharon that Curtis forgave,him,3.2607927322387695
TwoEmbedding,alerted,forgave,9,9_FFF_him,fff,MismatchMismatchMismatch,obj,Heather alerted Sharon that Jill forgave,him,2.0687851905822754
TwoEmbedding,alerted,forgave,9,9_MMM_his,mmm,MatchMatchMatch,poss,Eric alerted Walter that Curtis forgave,his,3.844334602355957
TwoEmbedding,alerted,forgave,9,9_MMF_his,mmf,MatchMatchMismatch,poss,Eric alerted Walter that Jill forgave,his,5.058322906494141
TwoEmbedding,alerted,forgave,9,9_MFM_his,mfm,MatchMismatchMatch,poss,Eric alerted Sharon that Curtis forgave,his,3.7443790435791016
TwoEmbedding,alerted,forgave,9,9_MFF_his,mff,MatchMismatchMismatch,poss,Eric alerted Sharon that Jill forgave,his,5.736130237579346
TwoEmbedding,alerted,forgave,9,9_FMM_his,fmm,MismatchMatchMatch,poss,Heather alerted Walter that Curtis forgave,his,3.62768816947937
TwoEmbedding,alerted,forgave,9,9_FMF_his,fmf,MismatchMatchMismatch,poss,Heather alerted Walter that Jill forgave,his,4.904375076293945
TwoEmbedding,alerted,forgave,9,9_FFM_his,ffm,MismatchMismatchMatch,poss,Heather alerted Sharon that Curtis forgave,his,3.727687120437622
TwoEmbedding,alerted,forgave,9,9_FFF_his,fff,MismatchMismatchMismatch,poss,Heather alerted Sharon that Jill forgave,his,6.197823524475098
TwoEmbedding,informs,astounds,10,10_MMM_him,mmm,MatchMatchMatch,obj,Stephen informs this guy that Mark astounds,him,0.7240504622459412
TwoEmbedding,informs,astounds,10,10_MMF_him,mmf,MatchMatchMismatch,obj,Stephen informs this guy that Tracy astounds,him,0.6101365089416504
TwoEmbedding,informs,astounds,10,10_MFM_him,mfm,MatchMismatchMatch,obj,Stephen informs Meredith that Mark astounds,him,2.2684166431427
TwoEmbedding,informs,astounds,10,10_MFF_him,mff,MatchMismatchMismatch,obj,Stephen informs Meredith that Tracy astounds,him,0.8675577640533447
TwoEmbedding,informs,astounds,10,10_FMM_him,fmm,MismatchMatchMatch,obj,Suzanne informs this guy that Mark astounds,him,3.267421245574951
TwoEmbedding,informs,astounds,10,10_FMF_him,fmf,MismatchMatchMismatch,obj,Suzanne informs this guy that Tracy astounds,him,1.224449872970581
TwoEmbedding,informs,astounds,10,10_FFM_him,ffm,MismatchMismatchMatch,obj,Suzanne informs Meredith that Mark astounds,him,5.328757286071777
TwoEmbedding,informs,astounds,10,10_FFF_him,fff,MismatchMismatchMismatch,obj,Suzanne informs Meredith that Tracy astounds,him,2.557610511779785
TwoEmbedding,informs,astounds,10,10_MMM_his,mmm,MatchMatchMatch,poss,Stephen informs this guy that Mark astounds,his,5.362244129180908
TwoEmbedding,informs,astounds,10,10_MMF_his,mmf,MatchMatchMismatch,poss,Stephen informs this guy that Tracy astounds,his,6.52540922164917
TwoEmbedding,informs,astounds,10,10_MFM_his,mfm,MatchMismatchMatch,poss,Stephen informs Meredith that Mark astounds,his,4.585111141204834
TwoEmbedding,informs,astounds,10,10_MFF_his,mff,MatchMismatchMismatch,poss,Stephen informs Meredith that Tracy astounds,his,6.634802341461182
TwoEmbedding,informs,astounds,10,10_FMM_his,fmm,MismatchMatchMatch,poss,Suzanne informs this guy that Mark astounds,his,6.321539402008057
TwoEmbedding,informs,astounds,10,10_FMF_his,fmf,MismatchMatchMismatch,poss,Suzanne informs this guy that Tracy astounds,his,6.998581409454346
TwoEmbedding,informs,astounds,10,10_FFM_his,ffm,MismatchMismatchMatch,poss,Suzanne informs Meredith that Mark astounds,his,5.903022289276123
TwoEmbedding,informs,astounds,10,10_FFF_his,fff,MismatchMismatchMismatch,poss,Suzanne informs Meredith that Tracy astounds,his,7.644414901733398
TwoEmbedding,informed,isn't shocking,11,11_MMM_him,mmm,MatchMatchMatch,obj,Christopher informed Guy that Aaron isn't shocking,him,3.6414973735809326
TwoEmbedding,informed,isn't shocking,11,11_MMF_him,mmf,MatchMatchMismatch,obj,Christopher informed Guy that the woman isn't shocking,him,5.020411014556885
TwoEmbedding,informed,isn't shocking,11,11_MFM_him,mfm,MatchMismatchMatch,obj,Christopher informed Jill that Aaron isn't shocking,him,5.115512847900391
TwoEmbedding,informed,isn't shocking,11,11_MFF_him,mff,MatchMismatchMismatch,obj,Christopher informed Jill that the woman isn't shocking,him,5.381723880767822
TwoEmbedding,informed,isn't shocking,11,11_FMM_him,fmm,MismatchMatchMatch,obj,Stephanie informed Guy that Aaron isn't shocking,him,5.6861677169799805
TwoEmbedding,informed,isn't shocking,11,11_FMF_him,fmf,MismatchMatchMismatch,obj,Stephanie informed Guy that the woman isn't shocking,him,5.66746711730957
TwoEmbedding,informed,isn't shocking,11,11_FFM_him,ffm,MismatchMismatchMatch,obj,Stephanie informed Jill that Aaron isn't shocking,him,7.586001873016357
TwoEmbedding,informed,isn't shocking,11,11_FFF_him,fff,MismatchMismatchMismatch,obj,Stephanie informed Jill that the woman isn't shocking,him,7.649588584899902
TwoEmbedding,informed,isn't shocking,11,11_MMM_his,mmm,MatchMatchMatch,poss,Christopher informed Guy that Aaron isn't shocking,his,4.735105514526367
TwoEmbedding,informed,isn't shocking,11,11_MMF_his,mmf,MatchMatchMismatch,poss,Christopher informed Guy that the woman isn't shocking,his,7.495068550109863
TwoEmbedding,informed,isn't shocking,11,11_MFM_his,mfm,MatchMismatchMatch,poss,Christopher informed Jill that Aaron isn't shocking,his,4.878876209259033
