exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,gpt3_surp
About,can't upset,23,23_F_him,f,Mismatch,obj,The show about Ann can't upset,him,9.675264358520508
About,can't upset,23,23_M_his,m,Match,poss,The show about the nephew can't upset,his,4.588535785675049
About,can't upset,23,23_F_his,f,Mismatch,poss,The show about Ann can't upset,his,10.444023132324219
About,hindered,24,24_M_him,m,Match,obj,The book about Martin hindered,him,4.219141960144043
About,hindered,24,24_F_him,f,Mismatch,obj,The book about Caroline hindered,him,5.039203643798828
About,hindered,24,24_M_his,m,Match,poss,The book about Martin hindered,his,2.918962001800537
About,hindered,24,24_F_his,f,Mismatch,poss,The book about Caroline hindered,his,4.264133453369141
About,bored,25,25_M_him,m,Match,obj,The pamphlet about Liam bored,him,2.8828697204589844
About,bored,25,25_F_him,f,Mismatch,obj,The pamphlet about Carrie bored,him,4.062473297119141
About,bored,25,25_M_his,m,Match,poss,The pamphlet about Liam bored,his,6.539971828460693
About,bored,25,25_F_his,f,Mismatch,poss,The pamphlet about Carrie bored,his,11.23488998413086
About,hasn't hurt,26,26_M_him,m,Match,obj,The brochure about Omar hasn't hurt,him,2.0591557025909424
About,hasn't hurt,26,26_F_him,f,Mismatch,obj,The brochure about Christine hasn't hurt,him,7.444149494171143
About,hasn't hurt,26,26_M_his,m,Match,poss,The brochure about Omar hasn't hurt,his,1.855599284172058
About,hasn't hurt,26,26_F_his,f,Mismatch,poss,The brochure about Christine hasn't hurt,his,7.674412727355957
About,astounded,27,27_M_him,m,Match,obj,The play about Mark astounded,him,5.862347602844238
About,astounded,27,27_F_him,f,Mismatch,obj,The play about Kimberley astounded,him,5.973794460296631
About,astounded,27,27_M_his,m,Match,poss,The play about Mark astounded,his,5.062623977661133
About,astounded,27,27_F_his,f,Mismatch,poss,The play about Kimberley astounded,his,8.503585815429688
About,isn't hurting,28,28_M_him,m,Match,obj,The movie about Carl isn't hurting,him,5.818347930908203
About,isn't hurting,28,28_F_him,f,Mismatch,obj,The movie about Linda isn't hurting,him,10.990604400634766
About,isn't hurting,28,28_M_his,m,Match,poss,The movie about Carl isn't hurting,his,3.3351287841796875
About,isn't hurting,28,28_F_his,f,Mismatch,poss,The movie about Linda isn't hurting,his,9.392165184020996
About,bores,29,29_M_him,m,Match,obj,The newspaper article about Charles bores,him,4.7230119705200195
About,bores,29,29_F_him,f,Mismatch,obj,The newspaper article about Meredith bores,him,7.7354960441589355
About,bores,29,29_M_his,m,Match,poss,The newspaper article about Charles bores,his,8.386337280273438
About,bores,29,29_F_his,f,Mismatch,poss,The newspaper article about Meredith bores,his,10.731809616088867
About,can't bore,30,30_M_him,m,Match,obj,The story about Matt can't bore,him,7.61481237411499
About,can't bore,30,30_F_him,f,Mismatch,obj,The story about the actress can't bore,him,5.997467517852783
About,can't bore,30,30_M_his,m,Match,poss,The story about Matt can't bore,his,8.123011589050293
About,can't bore,30,30_F_his,f,Mismatch,poss,The story about the actress can't bore,his,14.250351905822754
About,is shocking,31,31_M_him,m,Match,obj,The essay about Scott is shocking,him,20.361515045166016
About,is shocking,31,31_F_him,f,Mismatch,obj,The essay about Sharon is shocking,him,22.614093780517578
About,is shocking,31,31_M_his,m,Match,poss,The essay about Scott is shocking,his,20.780073165893555
About,is shocking,31,31_F_his,f,Mismatch,poss,The essay about Sharon is shocking,his,25.047523498535156
About,embarrasses,32,32_M_him,m,Match,obj,The report about Brett embarrasses,him,2.021036148071289
About,embarrasses,32,32_F_him,f,Mismatch,obj,The report about Jodi embarrasses,him,5.818604469299316
About,embarrasses,32,32_M_his,m,Match,poss,The report about Brett embarrasses,his,3.2164504528045654
About,embarrasses,32,32_F_his,f,Mismatch,poss,The report about Jodi embarrasses,his,7.44793176651001
About,has aided,33,33_M_him,m,Match,obj,The documentary about Peter has aided,him,5.620437145233154
About,has aided,33,33_F_him,f,Mismatch,obj,The documentary about Mary has aided,him,10.64511775970459
About,has aided,33,33_M_his,m,Match,poss,The documentary about Peter has aided,his,5.228507995605469
About,has aided,33,33_F_his,f,Mismatch,poss,The documentary about Mary has aided,his,10.543871879577637
About,was hindering,34,34_M_him,m,Match,obj,The commentary about Michael was hindering,him,5.625407695770264
About,was hindering,34,34_F_him,f,Mismatch,obj,The commentary about Margaret was hindering,him,6.394434452056885
About,was hindering,34,34_M_his,m,Match,poss,The commentary about Michael was hindering,his,2.8832573890686035
About,was hindering,34,34_F_his,f,Mismatch,poss,The commentary about Margaret was hindering,his,4.293169975280762
About,astounds,35,35_M_him,m,Match,obj,The show about Michael astounds,him,5.353582859039307
About,astounds,35,35_F_him,f,Mismatch,obj,The show about Wendy astounds,him,8.423574447631836
About,astounds,35,35_M_his,m,Match,poss,The show about Michael astounds,his,6.296210765838623
About,astounds,35,35_F_his,f,Mismatch,poss,The show about Wendy astounds,his,8.909492492675781
About,scared,36,36_M_him,m,Match,obj,The book about Ronald scared,him,3.4202141761779785
About,scared,36,36_F_him,f,Mismatch,obj,The book about Gina scared,him,5.403406620025635
About,scared,36,36_M_his,m,Match,poss,The book about Ronald scared,his,5.386661529541016
About,scared,36,36_F_his,f,Mismatch,poss,The book about Gina scared,his,10.722095489501953
About,can hurt,37,37_M_him,m,Match,obj,The pamphlet about Derek can hurt,him,2.8521642684936523
About,can hurt,37,37_F_him,f,Mismatch,obj,The pamphlet about Christine can hurt,him,7.859786510467529
About,can hurt,37,37_M_his,m,Match,poss,The pamphlet about Derek can hurt,his,1.401749610900879
About,can hurt,37,37_F_his,f,Mismatch,poss,The pamphlet about Christine can hurt,his,8.076626777648926
About,wasn't worrying,38,38_M_him,m,Match,obj,The brochure about Joseph wasn't worrying,him,3.276663064956665
About,wasn't worrying,38,38_F_him,f,Mismatch,obj,The brochure about Cindy wasn't worrying,him,6.883172035217285
About,wasn't worrying,38,38_M_his,m,Match,poss,The brochure about Joseph wasn't worrying,his,7.587845802307129
About,wasn't worrying,38,38_F_his,f,Mismatch,poss,The brochure about Cindy wasn't worrying,his,13.552850723266602
About,hadn't overwhelmed,39,39_M_him,m,Match,obj,The play about Gregory hadn't overwhelmed,him,3.506230354309082
About,hadn't overwhelmed,39,39_F_him,f,Mismatch,obj,The play about Sabrina hadn't overwhelmed,him,4.3189778327941895
About,hadn't overwhelmed,39,39_M_his,m,Match,poss,The play about Gregory hadn't overwhelmed,his,6.441383361816406
About,hadn't overwhelmed,39,39_F_his,f,Mismatch,poss,The play about Sabrina hadn't overwhelmed,his,8.414937019348145
About,upsets,40,40_M_him,m,Match,obj,The movie about Paul upsets,him,3.34568452835083
About,upsets,40,40_F_him,f,Mismatch,obj,The movie about Pamela upsets,him,7.844356536865234
About,upsets,40,40_M_his,m,Match,poss,The movie about Paul upsets,his,4.2773261070251465
About,upsets,40,40_F_his,f,Mismatch,poss,The movie about Pamela upsets,his,8.886235237121582
About,embarrassed,41,41_M_him,m,Match,obj,The newspaper article about Steve embarrassed,him,0.43402740359306335
About,embarrassed,41,41_F_him,f,Mismatch,obj,The newspaper article about Kimberley embarrassed,him,5.133723258972168
About,embarrassed,41,41_M_his,m,Match,poss,The newspaper article about Steve embarrassed,his,4.187247276306152
About,embarrassed,41,41_F_his,f,Mismatch,poss,The newspaper article about Kimberley embarrassed,his,8.041481971740723
About,underwhelmed,42,42_M_him,m,Match,obj,The story about Paul underwhelmed,him,6.53019380569458
About,underwhelmed,42,42_F_him,f,Mismatch,obj,The story about Tracy underwhelmed,him,6.246663570404053
About,underwhelmed,42,42_M_his,m,Match,poss,The story about Paul underwhelmed,his,9.2280855178833
About,underwhelmed,42,42_F_his,f,Mismatch,poss,The story about Tracy underwhelmed,his,10.209362030029297
About,was impressing,43,43_M_him,m,Match,obj,The essay about Wayne was impressing,him,17.943614959716797
About,was impressing,43,43_F_him,f,Mismatch,obj,The essay about Patricia was impressing,him,20.463420867919922
About,was impressing,43,43_M_his,m,Match,poss,The essay about Wayne was impressing,his,19.3780460357666
About,was impressing,43,43_F_his,f,Mismatch,poss,The essay about Patricia was impressing,his,22.06121826171875
About,had distracted,44,44_M_him,m,Match,obj,The report about Timothy had distracted,him,3.7141146659851074
About,had distracted,44,44_F_him,f,Mismatch,obj,The report about Stephanie had distracted,him,2.702399969100952
About,had distracted,44,44_M_his,m,Match,poss,The report about Timothy had distracted,his,7.219699382781982
About,had distracted,44,44_F_his,f,Mismatch,poss,The report about Stephanie had distracted,his,7.784100532531738
About,helped,45,45_M_him,m,Match,obj,The documentary about Dan helped,him,3.1150262355804443
About,helped,45,45_F_him,f,Mismatch,obj,The documentary about Emily helped,him,7.2152934074401855
About,helped,45,45_M_his,m,Match,poss,The documentary about Dan helped,his,5.4535088539123535
About,helped,45,45_F_his,f,Mismatch,poss,The documentary about Emily helped,his,9.944525718688965
About,aids,46,46_M_him,m,Match,obj,The commentary about that ex-boyfriend aids,him,8.51820182800293
About,aids,46,46_F_him,f,Mismatch,obj,The commentary about Heidi aids,him,8.066652297973633
About,aids,46,46_M_his,m,Match,poss,The commentary about that ex-boyfriend aids,his,8.417974472045898
About,aids,46,46_F_his,f,Mismatch,poss,The commentary about Heidi aids,his,9.142975807189941
About,was harming,47,47_M_him,m,Match,obj,The show about James was harming,him,4.220090866088867
About,was harming,47,47_F_him,f,Mismatch,obj,The show about Gina was harming,him,8.552038192749023
About,was harming,47,47_M_his,m,Match,poss,The show about James was harming,his,1.9643031358718872
About,was harming,47,47_F_his,f,Mismatch,poss,The show about Gina was harming,his,6.929588794708252
About,isn't underwhelming,48,48_M_him,m,Match,obj,The book about Chad isn't underwhelming,him,13.714235305786133
About,isn't underwhelming,48,48_F_him,f,Mismatch,obj,The book about Brenda isn't underwhelming,him,16.85498046875
About,isn't underwhelming,48,48_M_his,m,Match,poss,The book about Chad isn't underwhelming,his,15.973978042602539
About,isn't underwhelming,48,48_F_his,f,Mismatch,poss,The book about Brenda isn't underwhelming,his,19.407835006713867
About,hasn't hindered,49,49_M_him,m,Match,obj,The pamphlet about Steven hasn't hindered,him,3.1958866119384766
About,hasn't hindered,49,49_F_him,f,Mismatch,obj,The pamphlet about Ruth hasn't hindered,him,5.217451572418213
About,hasn't hindered,49,49_M_his,m,Match,poss,The pamphlet about Steven hasn't hindered,his,1.00137197971344
About,hasn't hindered,49,49_F_his,f,Mismatch,poss,The pamphlet about Ruth hasn't hindered,his,4.078327655792236
About,had bored,50,50_M_him,m,Match,obj,The brochure about Mark had bored,him,2.6954920291900635
About,had bored,50,50_F_him,f,Mismatch,obj,The brochure about that lady had bored,him,2.8154070377349854
About,had bored,50,50_M_his,m,Match,poss,The brochure about Mark had bored,his,8.563301086425781
About,had bored,50,50_F_his,f,Mismatch,poss,The brochure about that lady had bored,his,9.634978294372559
About,hasn't upset,51,51_M_him,m,Match,obj,The play about Brian hasn't upset,him,3.372004747390747
About,hasn't upset,51,51_F_him,f,Mismatch,obj,The play about Theresa hasn't upset,him,9.234245300292969
About,hasn't upset,51,51_M_his,m,Match,poss,The play about Brian hasn't upset,his,4.6242876052856445
About,hasn't upset,51,51_F_his,f,Mismatch,poss,The play about Theresa hasn't upset,his,12.239919662475586
About,might distract,52,52_M_him,m,Match,obj,The movie about Chad might distract,him,3.3844258785247803
About,might distract,52,52_F_him,f,Mismatch,obj,The movie about the actress might distract,him,6.722819805145264
About,might distract,52,52_M_his,m,Match,poss,The movie about Chad might distract,his,7.424716472625732
About,might distract,52,52_F_his,f,Mismatch,poss,The movie about the actress might distract,his,12.693018913269043
About,alarms,53,53_M_him,m,Match,obj,The newspaper article about this ex-boyfriend alarms,him,5.336931228637695
About,alarms,53,53_F_him,f,Mismatch,obj,The newspaper article about Jessica alarms,him,10.388258934020996
About,alarms,53,53_M_his,m,Match,poss,The newspaper article about this ex-boyfriend alarms,his,7.4880170822143555
About,alarms,53,53_F_his,f,Mismatch,poss,The newspaper article about Jessica alarms,his,11.825278282165527
About,hasn't distracted,54,54_M_him,m,Match,obj,The story about Matt hasn't distracted,him,5.313947677612305
About,hasn't distracted,54,54_F_him,f,Mismatch,obj,The story about Florence hasn't distracted,him,4.841515064239502
About,hasn't distracted,54,54_M_his,m,Match,poss,The story about Matt hasn't distracted,his,8.397403717041016
About,hasn't distracted,54,54_F_his,f,Mismatch,poss,The story about Florence hasn't distracted,his,9.257472038269043
About,upset,55,55_M_him,m,Match,obj,The essay about Kenneth upset,him,3.830721378326416
About,upset,55,55_F_him,f,Mismatch,obj,The essay about Laurie upset,him,4.028909683227539
About,upset,55,55_M_his,m,Match,poss,The essay about Kenneth upset,his,1.206031322479248
About,upset,55,55_F_his,f,Mismatch,poss,The essay about Laurie upset,his,6.310157775878906
About,could help,56,56_M_him,m,Match,obj,The report about that ex-husband could help,him,6.252861499786377
About,could help,56,56_F_him,f,Mismatch,obj,The report about Jodi could help,him,6.204532623291016
About,could help,56,56_M_his,m,Match,poss,The report about that ex-husband could help,his,6.702432155609131
About,could help,56,56_F_his,f,Mismatch,poss,The report about Jodi could help,his,7.52746057510376
About,bores,57,57_M_him,m,Match,obj,The documentary about Bruce bores,him,4.8986735343933105
About,bores,57,57_F_him,f,Mismatch,obj,The documentary about Sheila bores,him,7.761714458465576
About,bores,57,57_M_his,m,Match,poss,The documentary about Bruce bores,his,6.723232269287109
About,bores,57,57_F_his,f,Mismatch,poss,The documentary about Sheila bores,his,11.90930461883545
About,bothered,58,58_M_him,m,Match,obj,The commentary about Brett bothered,him,3.4951229095458984
About,bothered,58,58_F_him,f,Mismatch,obj,The commentary about Anna bothered,him,5.022830009460449
About,bothered,58,58_M_his,m,Match,poss,The commentary about Brett bothered,his,10.495110511779785
About,bothered,58,58_F_his,f,Mismatch,poss,The commentary about Anna bothered,his,11.94439697265625
About,is aiding,59,59_M_him,m,Match,obj,The show about Carlos is aiding,him,5.062290668487549
About,is aiding,59,59_F_him,f,Mismatch,obj,The show about Ann is aiding,him,11.053702354431152
About,is aiding,59,59_M_his,m,Match,poss,The show about Carlos is aiding,his,3.9773619174957275
About,is aiding,59,59_F_his,f,Mismatch,poss,The show about Ann is aiding,his,10.035184860229492
About,was disgusting,60,60_M_him,m,Match,obj,The book about Mark was disgusting,him,15.704131126403809
About,was disgusting,60,60_F_him,f,Mismatch,obj,The book about Eva was disgusting,him,22.144250869750977
About,was disgusting,60,60_M_his,m,Match,poss,The book about Mark was disgusting,his,17.244157791137695
About,was disgusting,60,60_F_his,f,Mismatch,poss,The book about Eva was disgusting,his,24.066190719604492
About,is stunning,61,61_M_him,m,Match,obj,The pamphlet about Noah is stunning,him,15.43556022644043
About,is stunning,61,61_F_him,f,Mismatch,obj,The pamphlet about Dana is stunning,him,14.703083992004395
About,is stunning,61,61_M_his,m,Match,poss,The pamphlet about Noah is stunning,his,17.327966690063477
About,is stunning,61,61_F_his,f,Mismatch,poss,The pamphlet about Dana is stunning,his,15.563546180725098
About,harms,62,62_M_him,m,Match,obj,The brochure about Theodore harms,him,4.430222988128662
About,harms,62,62_F_him,f,Mismatch,obj,The brochure about Pamela harms,him,7.204838275909424
About,harms,62,62_M_his,m,Match,poss,The brochure about Theodore harms,his,3.956385612487793
About,harms,62,62_F_his,f,Mismatch,poss,The brochure about Pamela harms,his,7.3182692527771
About,should bore,63,63_M_him,m,Match,obj,The play about Jason should bore,him,6.226349353790283
About,should bore,63,63_F_him,f,Mismatch,obj,The play about Jacqueline should bore,him,10.351107597351074
About,should bore,63,63_M_his,m,Match,poss,The play about Jason should bore,his,9.166088104248047
About,should bore,63,63_F_his,f,Mismatch,poss,The play about Jacqueline should bore,his,16.63589096069336
About,will upset,64,64_M_him,m,Match,obj,The movie about that boy will upset,him,4.719718933105469
About,will upset,64,64_F_him,f,Mismatch,obj,The movie about Melissa will upset,him,14.092056274414062
About,will upset,64,64_M_his,m,Match,poss,The movie about that boy will upset,his,4.780179977416992
About,will upset,64,64_F_his,f,Mismatch,poss,The movie about Melissa will upset,his,13.53341007232666
About,is shocking,65,65_M_him,m,Match,obj,The newspaper article about Craig is shocking,him,15.32324504852295
About,is shocking,65,65_F_him,f,Mismatch,obj,The newspaper article about Connie is shocking,him,19.15001678466797
About,is shocking,65,65_M_his,m,Match,poss,The newspaper article about Craig is shocking,his,14.8170747756958
About,is shocking,65,65_F_his,f,Mismatch,poss,The newspaper article about Connie is shocking,his,19.410350799560547
About,has aggravated,66,66_M_him,m,Match,obj,The story about Jeffrey has aggravated,him,7.253232955932617
About,has aggravated,66,66_F_him,f,Mismatch,obj,The story about Sally has aggravated,him,5.949458599090576
About,has aggravated,66,66_M_his,m,Match,poss,The story about Jeffrey has aggravated,his,6.864638805389404
About,has aggravated,66,66_F_his,f,Mismatch,poss,The story about Sally has aggravated,his,6.4276814460754395
About,would distract,67,67_M_him,m,Match,obj,The essay about Patrick would distract,him,5.382643222808838
About,would distract,67,67_F_him,f,Mismatch,obj,The essay about April would distract,him,6.6358466148376465
About,would distract,67,67_M_his,m,Match,poss,The essay about Patrick would distract,his,7.6712164878845215
About,would distract,67,67_F_his,f,Mismatch,poss,The essay about April would distract,his,10.227252006530762
About,had impressed,68,68_M_him,m,Match,obj,The report about Aaron had impressed,him,3.723987102508545
About,had impressed,68,68_F_him,f,Mismatch,obj,The report about Monica had impressed,him,3.3321115970611572
About,had impressed,68,68_M_his,m,Match,poss,The report about Aaron had impressed,his,6.292596340179443
About,had impressed,68,68_F_his,f,Mismatch,poss,The report about Monica had impressed,his,8.31199836730957
About,distracted,69,69_M_him,m,Match,obj,The documentary about Guy distracted,him,3.657952070236206
About,distracted,69,69_F_him,f,Mismatch,obj,The documentary about this grandmother distracted,him,8.080119132995605
About,distracted,69,69_M_his,m,Match,poss,The documentary about Guy distracted,his,7.778332710266113
About,distracted,69,69_F_his,f,Mismatch,poss,The documentary about this grandmother distracted,his,9.821002960205078
About,confused,70,70_M_him,m,Match,obj,The commentary about Steve confused,him,5.313408851623535
About,confused,70,70_F_him,f,Mismatch,obj,The commentary about Christina confused,him,7.526009559631348
About,confused,70,70_M_his,m,Match,poss,The commentary about Steve confused,his,7.342212677001953
About,confused,70,70_F_his,f,Mismatch,poss,The commentary about Christina confused,his,11.149925231933594
About,scares,71,71_M_him,m,Match,obj,The show about Scott scares,him,4.598621368408203
About,scares,71,71_F_him,f,Mismatch,obj,The show about Anna scares,him,6.565908432006836
About,scares,71,71_M_his,m,Match,poss,The show about Scott scares,his,8.164742469787598
About,scares,71,71_F_his,f,Mismatch,poss,The show about Anna scares,his,10.824294090270996
About,isn't hurting,72,72_M_him,m,Match,obj,The book about Brad isn't hurting,him,4.409005165100098
About,isn't hurting,72,72_F_him,f,Mismatch,obj,The book about Carrie isn't hurting,him,9.271719932556152
