exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,/data/EleutherAI/gpt-neo-2.7B_surp
OneEmbedding,was disliking,can't astound,2,2_MF_his,mf,MatchMismatch,poss,The guy was disliking that Sara can't astound,his,5.112518787384033
OneEmbedding,was disliking,can't astound,2,2_FM_his,fm,MismatchMatch,poss,Christina was disliking that Vincent can't astound,his,4.856719493865967
OneEmbedding,was disliking,can't astound,2,2_FF_his,ff,MismatchMismatch,poss,Christina was disliking that Sara can't astound,his,7.204591751098633
OneEmbedding,wasn't expecting,fired,3,3_MM_him,mm,MatchMatch,obj,Rodney wasn't expecting that Marcus fired,him,2.6428275108337402
OneEmbedding,wasn't expecting,fired,3,3_MF_him,mf,MatchMismatch,obj,Rodney wasn't expecting that Naomi fired,him,1.6813613176345825
OneEmbedding,wasn't expecting,fired,3,3_FM_him,fm,MismatchMatch,obj,Margaret wasn't expecting that Marcus fired,him,5.105278015136719
OneEmbedding,wasn't expecting,fired,3,3_FF_him,ff,MismatchMismatch,obj,Margaret wasn't expecting that Naomi fired,him,3.5109431743621826
OneEmbedding,wasn't expecting,fired,3,3_MM_his,mm,MatchMatch,poss,Rodney wasn't expecting that Marcus fired,his,3.990036964416504
OneEmbedding,wasn't expecting,fired,3,3_MF_his,mf,MatchMismatch,poss,Rodney wasn't expecting that Naomi fired,his,6.465085506439209
OneEmbedding,wasn't expecting,fired,3,3_FM_his,fm,MismatchMatch,poss,Margaret wasn't expecting that Marcus fired,his,4.283419609069824
OneEmbedding,wasn't expecting,fired,3,3_FF_his,ff,MismatchMismatch,poss,Margaret wasn't expecting that Naomi fired,his,8.386630058288574
OneEmbedding,had speculated,returns to,4,4_MM_him,mm,MatchMatch,obj,Aaron had speculated that Eric returns to,him,9.602005004882812
OneEmbedding,had speculated,returns to,4,4_MF_him,mf,MatchMismatch,obj,Aaron had speculated that Tracy returns to,him,8.501317977905273
OneEmbedding,had speculated,returns to,4,4_FM_him,fm,MismatchMatch,obj,Tamara had speculated that Eric returns to,him,10.0247802734375
OneEmbedding,had speculated,returns to,4,4_FF_him,ff,MismatchMismatch,obj,Tamara had speculated that Tracy returns to,him,8.280892372131348
OneEmbedding,had speculated,returns to,4,4_MM_his,mm,MatchMatch,poss,Aaron had speculated that Eric returns to,his,3.968576669692993
OneEmbedding,had speculated,returns to,4,4_MF_his,mf,MatchMismatch,poss,Aaron had speculated that Tracy returns to,his,5.1995463371276855
OneEmbedding,had speculated,returns to,4,4_FM_his,fm,MismatchMatch,poss,Tamara had speculated that Eric returns to,his,3.482595682144165
OneEmbedding,had speculated,returns to,4,4_FF_his,ff,MismatchMismatch,poss,Tamara had speculated that Tracy returns to,his,5.865969181060791
OneEmbedding,conceals,wasn't alarming,5,5_MM_him,mm,MatchMatch,obj,Donald conceals that Scott wasn't alarming,him,3.1836628913879395
OneEmbedding,conceals,wasn't alarming,5,5_MF_him,mf,MatchMismatch,obj,Donald conceals that Alice wasn't alarming,him,3.207963466644287
OneEmbedding,conceals,wasn't alarming,5,5_FM_him,fm,MismatchMatch,obj,Angela conceals that Scott wasn't alarming,him,6.232304573059082
OneEmbedding,conceals,wasn't alarming,5,5_FF_him,ff,MismatchMismatch,obj,Angela conceals that Alice wasn't alarming,him,4.121135711669922
OneEmbedding,conceals,wasn't alarming,5,5_MM_his,mm,MatchMatch,poss,Donald conceals that Scott wasn't alarming,his,5.306309223175049
OneEmbedding,conceals,wasn't alarming,5,5_MF_his,mf,MatchMismatch,poss,Donald conceals that Alice wasn't alarming,his,6.855464935302734
OneEmbedding,conceals,wasn't alarming,5,5_FM_his,fm,MismatchMatch,poss,Angela conceals that Scott wasn't alarming,his,6.516143321990967
OneEmbedding,conceals,wasn't alarming,5,5_FF_his,ff,MismatchMismatch,poss,Angela conceals that Alice wasn't alarming,his,8.335945129394531
OneEmbedding,hadn't expected,was investigating,6,6_MM_him,mm,MatchMatch,obj,Jason hadn't expected that Adam was investigating,him,3.684809684753418
OneEmbedding,hadn't expected,was investigating,6,6_MF_him,mf,MatchMismatch,obj,Jason hadn't expected that Victoria was investigating,him,3.0268383026123047
OneEmbedding,hadn't expected,was investigating,6,6_FM_him,fm,MismatchMatch,obj,Amanda hadn't expected that Adam was investigating,him,5.856929779052734
OneEmbedding,hadn't expected,was investigating,6,6_FF_him,ff,MismatchMismatch,obj,Amanda hadn't expected that Victoria was investigating,him,4.338892936706543
OneEmbedding,hadn't expected,was investigating,6,6_MM_his,mm,MatchMatch,poss,Jason hadn't expected that Adam was investigating,his,4.158042907714844
OneEmbedding,hadn't expected,was investigating,6,6_MF_his,mf,MatchMismatch,poss,Jason hadn't expected that Victoria was investigating,his,4.408173084259033
OneEmbedding,hadn't expected,was investigating,6,6_FM_his,fm,MismatchMatch,poss,Amanda hadn't expected that Adam was investigating,his,4.747117042541504
OneEmbedding,hadn't expected,was investigating,6,6_FF_his,ff,MismatchMismatch,poss,Amanda hadn't expected that Victoria was investigating,his,5.587765693664551
OneEmbedding,concluded,can reference,7,7_MM_him,mm,MatchMatch,obj,Timothy concluded that this husband can reference,him,8.848862648010254
OneEmbedding,concluded,can reference,7,7_MF_him,mf,MatchMismatch,obj,Timothy concluded that Jodi can reference,him,7.5215911865234375
OneEmbedding,concluded,can reference,7,7_FM_him,fm,MismatchMatch,obj,Tiffany concluded that this husband can reference,him,9.702000617980957
OneEmbedding,concluded,can reference,7,7_FF_him,ff,MismatchMismatch,obj,Tiffany concluded that Jodi can reference,him,8.688197135925293
OneEmbedding,concluded,can reference,7,7_MM_his,mm,MatchMatch,poss,Timothy concluded that this husband can reference,his,4.160248756408691
OneEmbedding,concluded,can reference,7,7_MF_his,mf,MatchMismatch,poss,Timothy concluded that Jodi can reference,his,7.00877571105957
OneEmbedding,concluded,can reference,7,7_FM_his,fm,MismatchMatch,poss,Tiffany concluded that this husband can reference,his,4.007277011871338
OneEmbedding,concluded,can reference,7,7_FF_his,ff,MismatchMismatch,poss,Tiffany concluded that Jodi can reference,his,7.6396708488464355
OneEmbedding,isn't knowing,didn't reference,8,8_MM_him,mm,MatchMatch,obj,Scott isn't knowing that Guy didn't reference,him,3.666315793991089
OneEmbedding,isn't knowing,didn't reference,8,8_MF_him,mf,MatchMismatch,obj,Scott isn't knowing that Kristen didn't reference,him,3.7368133068084717
OneEmbedding,isn't knowing,didn't reference,8,8_FM_him,fm,MismatchMatch,obj,Stacy isn't knowing that Guy didn't reference,him,4.327877998352051
OneEmbedding,isn't knowing,didn't reference,8,8_FF_him,ff,MismatchMismatch,obj,Stacy isn't knowing that Kristen didn't reference,him,4.336721897125244
OneEmbedding,isn't knowing,didn't reference,8,8_MM_his,mm,MatchMatch,poss,Scott isn't knowing that Guy didn't reference,his,4.518425941467285
OneEmbedding,isn't knowing,didn't reference,8,8_MF_his,mf,MatchMismatch,poss,Scott isn't knowing that Kristen didn't reference,his,4.375981330871582
OneEmbedding,isn't knowing,didn't reference,8,8_FM_his,fm,MismatchMatch,poss,Stacy isn't knowing that Guy didn't reference,his,4.369311809539795
OneEmbedding,isn't knowing,didn't reference,8,8_FF_his,ff,MismatchMismatch,poss,Stacy isn't knowing that Kristen didn't reference,his,5.036252975463867
OneEmbedding,hasn't discovered,forgave,9,9_MM_him,mm,MatchMatch,obj,Walter hasn't discovered that Curtis forgave,him,1.2332454919815063
OneEmbedding,hasn't discovered,forgave,9,9_MF_him,mf,MatchMismatch,obj,Walter hasn't discovered that Jill forgave,him,0.8707147240638733
OneEmbedding,hasn't discovered,forgave,9,9_FM_him,fm,MismatchMatch,obj,Sharon hasn't discovered that Curtis forgave,him,2.5288212299346924
OneEmbedding,hasn't discovered,forgave,9,9_FF_him,ff,MismatchMismatch,obj,Sharon hasn't discovered that Jill forgave,him,2.011270523071289
OneEmbedding,hasn't discovered,forgave,9,9_MM_his,mm,MatchMatch,poss,Walter hasn't discovered that Curtis forgave,his,3.7202095985412598
OneEmbedding,hasn't discovered,forgave,9,9_MF_his,mf,MatchMismatch,poss,Walter hasn't discovered that Jill forgave,his,5.639298915863037
OneEmbedding,hasn't discovered,forgave,9,9_FM_his,fm,MismatchMatch,poss,Sharon hasn't discovered that Curtis forgave,his,4.138034820556641
OneEmbedding,hasn't discovered,forgave,9,9_FF_his,ff,MismatchMismatch,poss,Sharon hasn't discovered that Jill forgave,his,6.797663688659668
OneEmbedding,agreed,astounds,10,10_MM_him,mm,MatchMatch,obj,This guy agreed that Mark astounds,him,1.9554634094238281
OneEmbedding,agreed,astounds,10,10_MF_him,mf,MatchMismatch,obj,This guy agreed that Tracy astounds,him,1.7843947410583496
OneEmbedding,agreed,astounds,10,10_FM_him,fm,MismatchMatch,obj,Meredith agreed that Mark astounds,him,3.4026389122009277
OneEmbedding,agreed,astounds,10,10_FF_him,ff,MismatchMismatch,obj,Meredith agreed that Tracy astounds,him,2.534764289855957
OneEmbedding,agreed,astounds,10,10_MM_his,mm,MatchMatch,poss,This guy agreed that Mark astounds,his,6.37025260925293
OneEmbedding,agreed,astounds,10,10_MF_his,mf,MatchMismatch,poss,This guy agreed that Tracy astounds,his,7.33388090133667
OneEmbedding,agreed,astounds,10,10_FM_his,fm,MismatchMatch,poss,Meredith agreed that Mark astounds,his,5.866545677185059
OneEmbedding,agreed,astounds,10,10_FF_his,ff,MismatchMismatch,poss,Meredith agreed that Tracy astounds,his,7.853250026702881
OneEmbedding,claimed,isn't shocking,11,11_MM_him,mm,MatchMatch,obj,Guy claimed that Aaron isn't shocking,him,6.9962239265441895
OneEmbedding,claimed,isn't shocking,11,11_MF_him,mf,MatchMismatch,obj,Guy claimed that the woman isn't shocking,him,9.237102508544922
OneEmbedding,claimed,isn't shocking,11,11_FM_him,fm,MismatchMatch,obj,Jill claimed that Aaron isn't shocking,him,7.44115686416626
OneEmbedding,claimed,isn't shocking,11,11_FF_him,ff,MismatchMismatch,obj,Jill claimed that the woman isn't shocking,him,10.069889068603516
OneEmbedding,claimed,isn't shocking,11,11_MM_his,mm,MatchMatch,poss,Guy claimed that Aaron isn't shocking,his,5.930393695831299
OneEmbedding,claimed,isn't shocking,11,11_MF_his,mf,MatchMismatch,poss,Guy claimed that the woman isn't shocking,his,10.084911346435547
OneEmbedding,claimed,isn't shocking,11,11_FM_his,fm,MismatchMatch,poss,Jill claimed that Aaron isn't shocking,his,6.14362907409668
OneEmbedding,claimed,isn't shocking,11,11_FF_his,ff,MismatchMismatch,poss,Jill claimed that the woman isn't shocking,his,11.43749713897705
OneEmbedding,wrote,has boasted about,12,12_MM_him,mm,MatchMatch,obj,Walter wrote that Larry has boasted about,him,8.565828323364258
OneEmbedding,wrote,has boasted about,12,12_MF_him,mf,MatchMismatch,obj,Walter wrote that Helen has boasted about,him,7.095222473144531
OneEmbedding,wrote,has boasted about,12,12_FM_him,fm,MismatchMatch,obj,Elizabeth wrote that Larry has boasted about,him,8.835382461547852
OneEmbedding,wrote,has boasted about,12,12_FF_him,ff,MismatchMismatch,obj,Elizabeth wrote that Helen has boasted about,him,7.888436317443848
OneEmbedding,wrote,has boasted about,12,12_MM_his,mm,MatchMatch,poss,Walter wrote that Larry has boasted about,his,1.873645544052124
OneEmbedding,wrote,has boasted about,12,12_MF_his,mf,MatchMismatch,poss,Walter wrote that Helen has boasted about,his,5.989687919616699
OneEmbedding,wrote,has boasted about,12,12_FM_his,fm,MismatchMatch,poss,Elizabeth wrote that Larry has boasted about,his,1.8285164833068848
OneEmbedding,wrote,has boasted about,12,12_FF_his,ff,MismatchMismatch,poss,Elizabeth wrote that Helen has boasted about,his,7.392249584197998
OneEmbedding,had concluded,leads,13,13_MM_him,mm,MatchMatch,obj,Phillip had concluded that Brett leads,him,7.244082450866699
OneEmbedding,had concluded,leads,13,13_MF_him,mf,MatchMismatch,obj,Phillip had concluded that that lady leads,him,6.8158063888549805
OneEmbedding,had concluded,leads,13,13_FM_him,fm,MismatchMatch,obj,Julie had concluded that Brett leads,him,8.305215835571289
OneEmbedding,had concluded,leads,13,13_FF_him,ff,MismatchMismatch,obj,Julie had concluded that that lady leads,him,7.770033836364746
OneEmbedding,had concluded,leads,13,13_MM_his,mm,MatchMatch,poss,Phillip had concluded that Brett leads,his,4.861166477203369
OneEmbedding,had concluded,leads,13,13_MF_his,mf,MatchMismatch,poss,Phillip had concluded that that lady leads,his,11.053731918334961
OneEmbedding,had concluded,leads,13,13_FM_his,fm,MismatchMatch,poss,Julie had concluded that Brett leads,his,5.000901222229004
OneEmbedding,had concluded,leads,13,13_FF_his,ff,MismatchMismatch,poss,Julie had concluded that that lady leads,his,11.838373184204102
OneEmbedding,has said,didn't shake,14,14_MM_him,mm,MatchMatch,obj,Aaron has said that Robert didn't shake,him,5.076272010803223
OneEmbedding,has said,didn't shake,14,14_MF_him,mf,MatchMismatch,obj,Aaron has said that Carmen didn't shake,him,4.6150593757629395
OneEmbedding,has said,didn't shake,14,14_FM_him,fm,MismatchMatch,obj,Donna has said that Robert didn't shake,him,6.122284889221191
OneEmbedding,has said,didn't shake,14,14_FF_him,ff,MismatchMismatch,obj,Donna has said that Carmen didn't shake,him,4.976428508758545
OneEmbedding,has said,didn't shake,14,14_MM_his,mm,MatchMatch,poss,Aaron has said that Robert didn't shake,his,2.244302272796631
OneEmbedding,has said,didn't shake,14,14_MF_his,mf,MatchMismatch,poss,Aaron has said that Carmen didn't shake,his,2.552797555923462
OneEmbedding,has said,didn't shake,14,14_FM_his,fm,MismatchMatch,poss,Donna has said that Robert didn't shake,his,2.8153979778289795
OneEmbedding,has said,didn't shake,14,14_FF_his,ff,MismatchMismatch,poss,Donna has said that Carmen didn't shake,his,3.7661378383636475
OneEmbedding,was expecting,doesn't observe,15,15_MM_him,mm,MatchMatch,obj,Keith was expecting that Bill doesn't observe,him,6.073704719543457
OneEmbedding,was expecting,doesn't observe,15,15_MF_him,mf,MatchMismatch,obj,Keith was expecting that Heather doesn't observe,him,4.25465726852417
OneEmbedding,was expecting,doesn't observe,15,15_FM_him,fm,MismatchMatch,obj,Katherine was expecting that Bill doesn't observe,him,6.76317834854126
OneEmbedding,was expecting,doesn't observe,15,15_FF_him,ff,MismatchMismatch,obj,Katherine was expecting that Heather doesn't observe,him,6.843851566314697
OneEmbedding,was expecting,doesn't observe,15,15_MM_his,mm,MatchMatch,poss,Keith was expecting that Bill doesn't observe,his,5.425840377807617
OneEmbedding,was expecting,doesn't observe,15,15_MF_his,mf,MatchMismatch,poss,Keith was expecting that Heather doesn't observe,his,4.919551849365234
OneEmbedding,was expecting,doesn't observe,15,15_FM_his,fm,MismatchMatch,poss,Katherine was expecting that Bill doesn't observe,his,5.039809703826904
OneEmbedding,was expecting,doesn't observe,15,15_FF_his,ff,MismatchMismatch,poss,Katherine was expecting that Heather doesn't observe,his,7.054986953735352
OneEmbedding,whispers,can't find,16,16_MM_him,mm,MatchMatch,obj,Roger whispers that Peter can't find,him,4.389952659606934
OneEmbedding,whispers,can't find,16,16_MF_him,mf,MatchMismatch,obj,Roger whispers that Holly can't find,him,4.354730606079102
OneEmbedding,whispers,can't find,16,16_FM_him,fm,MismatchMatch,obj,Debra whispers that Peter can't find,him,5.034695148468018
OneEmbedding,whispers,can't find,16,16_FF_him,ff,MismatchMismatch,obj,Debra whispers that Holly can't find,him,5.170365333557129
OneEmbedding,whispers,can't find,16,16_MM_his,mm,MatchMatch,poss,Roger whispers that Peter can't find,his,2.3795325756073
OneEmbedding,whispers,can't find,16,16_MF_his,mf,MatchMismatch,poss,Roger whispers that Holly can't find,his,5.974418640136719
OneEmbedding,whispers,can't find,16,16_FM_his,fm,MismatchMatch,poss,Debra whispers that Peter can't find,his,2.3857131004333496
OneEmbedding,whispers,can't find,16,16_FF_his,ff,MismatchMismatch,poss,Debra whispers that Holly can't find,his,6.873263835906982
OneEmbedding,thinks,should hide,17,17_MM_him,mm,MatchMatch,obj,Theodore thinks that Joel should hide,him,7.162136077880859
OneEmbedding,thinks,should hide,17,17_MF_him,mf,MatchMismatch,obj,Theodore thinks that Kirsten should hide,him,5.8295722007751465
OneEmbedding,thinks,should hide,17,17_FM_him,fm,MismatchMatch,obj,Amelia thinks that Joel should hide,him,8.723645210266113
OneEmbedding,thinks,should hide,17,17_FF_him,ff,MismatchMismatch,obj,Amelia thinks that Kirsten should hide,him,8.047003746032715
OneEmbedding,thinks,should hide,17,17_MM_his,mm,MatchMatch,poss,Theodore thinks that Joel should hide,his,2.748314142227173
OneEmbedding,thinks,should hide,17,17_MF_his,mf,MatchMismatch,poss,Theodore thinks that Kirsten should hide,his,5.57774543762207
OneEmbedding,thinks,should hide,17,17_FM_his,fm,MismatchMatch,poss,Amelia thinks that Joel should hide,his,3.769103527069092
OneEmbedding,thinks,should hide,17,17_FF_his,ff,MismatchMismatch,poss,Amelia thinks that Kirsten should hide,his,7.752457618713379
OneEmbedding,did claim,had praised,18,18_MM_him,mm,MatchMatch,obj,This ex-boyfriend did claim that Carl had praised,him,1.7373775243759155
OneEmbedding,did claim,had praised,18,18_MF_him,mf,MatchMismatch,obj,This ex-boyfriend did claim that Teresa had praised,him,1.3251316547393799
OneEmbedding,did claim,had praised,18,18_FM_him,fm,MismatchMatch,obj,Anne did claim that Carl had praised,him,3.3063981533050537
OneEmbedding,did claim,had praised,18,18_FF_him,ff,MismatchMismatch,obj,Anne did claim that Teresa had praised,him,2.3738625049591064
OneEmbedding,did claim,had praised,18,18_MM_his,mm,MatchMatch,poss,This ex-boyfriend did claim that Carl had praised,his,2.3956193923950195
OneEmbedding,did claim,had praised,18,18_MF_his,mf,MatchMismatch,poss,This ex-boyfriend did claim that Teresa had praised,his,2.299485683441162
OneEmbedding,did claim,had praised,18,18_FM_his,fm,MismatchMatch,poss,Anne did claim that Carl had praised,his,3.7402517795562744
OneEmbedding,did claim,had praised,18,18_FF_his,ff,MismatchMismatch,poss,Anne did claim that Teresa had praised,his,3.7385456562042236
OneEmbedding,says,argued about,19,19_MM_him,mm,MatchMatch,obj,Benjamin says that Benjamin argued about,him,11.425629615783691
OneEmbedding,says,argued about,19,19_MF_him,mf,MatchMismatch,obj,Benjamin says that Jodi argued about,him,7.228837490081787
OneEmbedding,says,argued about,19,19_FM_him,fm,MismatchMatch,obj,Teresa says that Benjamin argued about,him,9.116877555847168
OneEmbedding,says,argued about,19,19_FF_him,ff,MismatchMismatch,obj,Teresa says that Jodi argued about,him,8.018380165100098
OneEmbedding,says,argued about,19,19_MM_his,mm,MatchMatch,poss,Benjamin says that Benjamin argued about,his,5.999144077301025
OneEmbedding,says,argued about,19,19_MF_his,mf,MatchMismatch,poss,Benjamin says that Jodi argued about,his,6.543228626251221
OneEmbedding,says,argued about,19,19_FM_his,fm,MismatchMatch,poss,Teresa says that Benjamin argued about,his,4.877208709716797
OneEmbedding,says,argued about,19,19_FF_his,ff,MismatchMismatch,poss,Teresa says that Jodi argued about,his,6.985764503479004
OneEmbedding,can conceal,isn't harming,20,20_MM_him,mm,MatchMatch,obj,Steve can conceal that Aaron isn't harming,him,2.9255247116088867
OneEmbedding,can conceal,isn't harming,20,20_MF_him,mf,MatchMismatch,obj,Steve can conceal that Nina isn't harming,him,2.042689085006714
OneEmbedding,can conceal,isn't harming,20,20_FM_him,fm,MismatchMatch,obj,Martha can conceal that Aaron isn't harming,him,6.392918586730957
OneEmbedding,can conceal,isn't harming,20,20_FF_him,ff,MismatchMismatch,obj,Martha can conceal that Nina isn't harming,him,3.5974910259246826
OneEmbedding,can conceal,isn't harming,20,20_MM_his,mm,MatchMatch,poss,Steve can conceal that Aaron isn't harming,his,4.465755939483643
OneEmbedding,can conceal,isn't harming,20,20_MF_his,mf,MatchMismatch,poss,Steve can conceal that Nina isn't harming,his,6.771578311920166
OneEmbedding,can conceal,isn't harming,20,20_FM_his,fm,MismatchMatch,poss,Martha can conceal that Aaron isn't harming,his,5.329868316650391
OneEmbedding,can conceal,isn't harming,20,20_FF_his,ff,MismatchMismatch,poss,Martha can conceal that Nina isn't harming,his,8.482586860656738
OneEmbedding,imagined,would hurt,21,21_MM_him,mm,MatchMatch,obj,Ronald imagined that William would hurt,him,1.754561185836792
OneEmbedding,imagined,would hurt,21,21_MF_him,mf,MatchMismatch,obj,Ronald imagined that Christine would hurt,him,1.0885186195373535
OneEmbedding,imagined,would hurt,21,21_FM_him,fm,MismatchMatch,obj,Jessica imagined that William would hurt,him,4.532412528991699
OneEmbedding,imagined,would hurt,21,21_FF_him,ff,MismatchMismatch,obj,Jessica imagined that Christine would hurt,him,1.957963466644287
OneEmbedding,imagined,would hurt,21,21_MM_his,mm,MatchMatch,poss,Ronald imagined that William would hurt,his,3.625372886657715
OneEmbedding,imagined,would hurt,21,21_MF_his,mf,MatchMismatch,poss,Ronald imagined that Christine would hurt,his,4.680716037750244
OneEmbedding,imagined,would hurt,21,21_FM_his,fm,MismatchMatch,poss,Jessica imagined that William would hurt,his,5.013038158416748
OneEmbedding,imagined,would hurt,21,21_FF_his,ff,MismatchMismatch,poss,Jessica imagined that Christine would hurt,his,6.30926513671875
OneEmbedding,has prayed,leaves,22,22_MM_him,mm,MatchMatch,obj,Marcus has prayed that William leaves,him,3.9966070652008057
OneEmbedding,has prayed,leaves,22,22_MF_him,mf,MatchMismatch,obj,Marcus has prayed that Lori leaves,him,2.742368698120117
OneEmbedding,has prayed,leaves,22,22_FM_him,fm,MismatchMatch,obj,Nancy has prayed that William leaves,him,6.531620979309082
OneEmbedding,has prayed,leaves,22,22_FF_him,ff,MismatchMismatch,obj,Nancy has prayed that Lori leaves,him,4.301377773284912
OneEmbedding,has prayed,leaves,22,22_MM_his,mm,MatchMatch,poss,Marcus has prayed that William leaves,his,3.4951670169830322
OneEmbedding,has prayed,leaves,22,22_MF_his,mf,MatchMismatch,poss,Marcus has prayed that Lori leaves,his,5.57208776473999
OneEmbedding,has prayed,leaves,22,22_FM_his,fm,MismatchMatch,poss,Nancy has prayed that William leaves,his,3.867464542388916
OneEmbedding,has prayed,leaves,22,22_FF_his,ff,MismatchMismatch,poss,Nancy has prayed that Lori leaves,his,7.864291667938232
OneEmbedding,has prayed,watches,23,23_MM_him,mm,MatchMatch,obj,Kenneth has prayed that Theodore watches,him,5.522193431854248
OneEmbedding,has prayed,watches,23,23_MF_him,mf,MatchMismatch,obj,Kenneth has prayed that Sonia watches,him,5.20103645324707
OneEmbedding,has prayed,watches,23,23_FM_him,fm,MismatchMatch,obj,Cynthia has prayed that Theodore watches,him,7.169864654541016
OneEmbedding,has prayed,watches,23,23_FF_him,ff,MismatchMismatch,obj,Cynthia has prayed that Sonia watches,him,5.984111309051514
OneEmbedding,has prayed,watches,23,23_MM_his,mm,MatchMatch,poss,Kenneth has prayed that Theodore watches,his,3.606235980987549
OneEmbedding,has prayed,watches,23,23_MF_his,mf,MatchMismatch,poss,Kenneth has prayed that Sonia watches,his,4.9531097412109375
OneEmbedding,has prayed,watches,23,23_FM_his,fm,MismatchMatch,poss,Cynthia has prayed that Theodore watches,his,3.8038227558135986
OneEmbedding,has prayed,watches,23,23_FF_his,ff,MismatchMismatch,poss,Cynthia has prayed that Sonia watches,his,6.3138909339904785
OneEmbedding,believes,can shoot,24,24_MM_him,mm,MatchMatch,obj,Edward believes that Samuel can shoot,him,2.9549553394317627
OneEmbedding,believes,can shoot,24,24_MF_him,mf,MatchMismatch,obj,Edward believes that Kristen can shoot,him,3.661663770675659
OneEmbedding,believes,can shoot,24,24_FM_him,fm,MismatchMatch,obj,Rachel believes that Samuel can shoot,him,4.970458984375
OneEmbedding,believes,can shoot,24,24_FF_him,ff,MismatchMismatch,obj,Rachel believes that Kristen can shoot,him,5.412988662719727
OneEmbedding,believes,can shoot,24,24_MM_his,mm,MatchMatch,poss,Edward believes that Samuel can shoot,his,5.340009689331055
OneEmbedding,believes,can shoot,24,24_MF_his,mf,MatchMismatch,poss,Edward believes that Kristen can shoot,his,7.2137322425842285
OneEmbedding,believes,can shoot,24,24_FM_his,fm,MismatchMatch,poss,Rachel believes that Samuel can shoot,his,5.820821762084961
OneEmbedding,believes,can shoot,24,24_FF_his,ff,MismatchMismatch,poss,Rachel believes that Kristen can shoot,his,8.578740119934082
OneEmbedding,is confessing,bit,25,25_MM_him,mm,MatchMatch,obj,Omar is confessing that Roger bit,him,0.8619139194488525
OneEmbedding,is confessing,bit,25,25_MF_him,mf,MatchMismatch,obj,Omar is confessing that Alice bit,him,1.341658353805542
OneEmbedding,is confessing,bit,25,25_FM_him,fm,MismatchMatch,obj,Anne is confessing that Roger bit,him,2.677948474884033
OneEmbedding,is confessing,bit,25,25_FF_him,ff,MismatchMismatch,obj,Anne is confessing that Alice bit,him,2.053788900375366
OneEmbedding,is confessing,bit,25,25_MM_his,mm,MatchMatch,poss,Omar is confessing that Roger bit,his,3.3193578720092773
OneEmbedding,is confessing,bit,25,25_MF_his,mf,MatchMismatch,poss,Omar is confessing that Alice bit,his,4.3845109939575195
OneEmbedding,is confessing,bit,25,25_FM_his,fm,MismatchMatch,poss,Anne is confessing that Roger bit,his,4.956269264221191
