exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2_surp
TwoEmbedding,shows,visited,1,1_MMM_his,mmm,MatchMatchMatch,poss,Jason shows Russell that this boy visited,his,2.570509195327759
TwoEmbedding,shows,visited,1,1_MMF_his,mmf,MatchMatchMismatch,poss,Jason shows Russell that Judy visited,his,3.7160143852233887
TwoEmbedding,shows,visited,1,1_MFM_his,mfm,MatchMismatchMatch,poss,Jason shows Ruth that this boy visited,his,3.5444509983062744
TwoEmbedding,shows,visited,1,1_MFF_his,mff,MatchMismatchMismatch,poss,Jason shows Ruth that Judy visited,his,5.236518859863281
TwoEmbedding,shows,visited,1,1_FMM_his,fmm,MismatchMatchMatch,poss,Carolyn shows Russell that this boy visited,his,3.9589555263519287
TwoEmbedding,shows,visited,1,1_FMF_his,fmf,MismatchMatchMismatch,poss,Carolyn shows Russell that Judy visited,his,5.202908992767334
TwoEmbedding,shows,visited,1,1_FFM_his,ffm,MismatchMismatchMatch,poss,Carolyn shows Ruth that this boy visited,his,5.09051513671875
TwoEmbedding,shows,visited,1,1_FFF_his,fff,MismatchMismatchMismatch,poss,Carolyn shows Ruth that Judy visited,his,7.8294782638549805
TwoEmbedding,warns,can't astound,2,2_MMM_him,mmm,MatchMatchMatch,obj,Adam warns the guy that Vincent can't astound,him,1.7776806354522705
TwoEmbedding,warns,can't astound,2,2_MMF_him,mmf,MatchMatchMismatch,obj,Adam warns the guy that Sara can't astound,him,1.1967730522155762
TwoEmbedding,warns,can't astound,2,2_MFM_him,mfm,MatchMismatchMatch,obj,Adam warns Christina that Vincent can't astound,him,3.182199478149414
TwoEmbedding,warns,can't astound,2,2_MFF_him,mff,MatchMismatchMismatch,obj,Adam warns Christina that Sara can't astound,him,3.2511439323425293
TwoEmbedding,warns,can't astound,2,2_FMM_him,fmm,MismatchMatchMatch,obj,Amanda warns the guy that Vincent can't astound,him,1.5442187786102295
TwoEmbedding,warns,can't astound,2,2_FMF_him,fmf,MismatchMatchMismatch,obj,Amanda warns the guy that Sara can't astound,him,1.0457823276519775
TwoEmbedding,warns,can't astound,2,2_FFM_him,ffm,MismatchMismatchMatch,obj,Amanda warns Christina that Vincent can't astound,him,3.2635927200317383
TwoEmbedding,warns,can't astound,2,2_FFF_him,fff,MismatchMismatchMismatch,obj,Amanda warns Christina that Sara can't astound,him,3.6816811561584473
TwoEmbedding,warns,can't astound,2,2_MMM_his,mmm,MatchMatchMatch,poss,Adam warns the guy that Vincent can't astound,his,5.161330699920654
TwoEmbedding,warns,can't astound,2,2_MMF_his,mmf,MatchMatchMismatch,poss,Adam warns the guy that Sara can't astound,his,5.944352626800537
TwoEmbedding,warns,can't astound,2,2_MFM_his,mfm,MatchMismatchMatch,poss,Adam warns Christina that Vincent can't astound,his,6.624945163726807
TwoEmbedding,warns,can't astound,2,2_MFF_his,mff,MatchMismatchMismatch,poss,Adam warns Christina that Sara can't astound,his,8.236647605895996
TwoEmbedding,warns,can't astound,2,2_FMM_his,fmm,MismatchMatchMatch,poss,Amanda warns the guy that Vincent can't astound,his,5.465126037597656
TwoEmbedding,warns,can't astound,2,2_FMF_his,fmf,MismatchMatchMismatch,poss,Amanda warns the guy that Sara can't astound,his,6.20553731918335
TwoEmbedding,warns,can't astound,2,2_FFM_his,ffm,MismatchMismatchMatch,poss,Amanda warns Christina that Vincent can't astound,his,7.448246479034424
TwoEmbedding,warns,can't astound,2,2_FFF_his,fff,MismatchMismatchMismatch,poss,Amanda warns Christina that Sara can't astound,his,9.280653953552246
TwoEmbedding,shows,fired,3,3_MMM_him,mmm,MatchMatchMatch,obj,Stephen shows Rodney that Marcus fired,him,1.8656539916992188
TwoEmbedding,shows,fired,3,3_MMF_him,mmf,MatchMatchMismatch,obj,Stephen shows Rodney that Naomi fired,him,1.2212756872177124
TwoEmbedding,shows,fired,3,3_MFM_him,mfm,MatchMismatchMatch,obj,Stephen shows Margaret that Marcus fired,him,1.9367564916610718
TwoEmbedding,shows,fired,3,3_MFF_him,mff,MatchMismatchMismatch,obj,Stephen shows Margaret that Naomi fired,him,2.376199245452881
TwoEmbedding,shows,fired,3,3_FMM_him,fmm,MismatchMatchMatch,obj,Cynthia shows Rodney that Marcus fired,him,3.0178394317626953
TwoEmbedding,shows,fired,3,3_FMF_him,fmf,MismatchMatchMismatch,obj,Cynthia shows Rodney that Naomi fired,him,2.2386209964752197
TwoEmbedding,shows,fired,3,3_FFM_him,ffm,MismatchMismatchMatch,obj,Cynthia shows Margaret that Marcus fired,him,2.5647025108337402
TwoEmbedding,shows,fired,3,3_FFF_him,fff,MismatchMismatchMismatch,obj,Cynthia shows Margaret that Naomi fired,him,3.422006845474243
TwoEmbedding,shows,fired,3,3_MMM_his,mmm,MatchMatchMatch,poss,Stephen shows Rodney that Marcus fired,his,4.258199691772461
TwoEmbedding,shows,fired,3,3_MMF_his,mmf,MatchMatchMismatch,poss,Stephen shows Rodney that Naomi fired,his,5.324820041656494
TwoEmbedding,shows,fired,3,3_MFM_his,mfm,MatchMismatchMatch,poss,Stephen shows Margaret that Marcus fired,his,4.601711750030518
TwoEmbedding,shows,fired,3,3_MFF_his,mff,MatchMismatchMismatch,poss,Stephen shows Margaret that Naomi fired,his,6.5691633224487305
TwoEmbedding,shows,fired,3,3_FMM_his,fmm,MismatchMatchMatch,poss,Cynthia shows Rodney that Marcus fired,his,3.745119571685791
TwoEmbedding,shows,fired,3,3_FMF_his,fmf,MismatchMatchMismatch,poss,Cynthia shows Rodney that Naomi fired,his,5.060490608215332
TwoEmbedding,shows,fired,3,3_FFM_his,ffm,MismatchMismatchMatch,poss,Cynthia shows Margaret that Marcus fired,his,4.065260887145996
TwoEmbedding,shows,fired,3,3_FFF_his,fff,MismatchMismatchMismatch,poss,Cynthia shows Margaret that Naomi fired,his,6.794451713562012
TwoEmbedding,alerts,returns to,4,4_MMM_him,mmm,MatchMatchMatch,obj,This husband alerts Aaron that Eric returns to,him,6.787888050079346
TwoEmbedding,alerts,returns to,4,4_MMF_him,mmf,MatchMatchMismatch,obj,This husband alerts Aaron that Tracy returns to,him,6.387604713439941
TwoEmbedding,alerts,returns to,4,4_MFM_him,mfm,MatchMismatchMatch,obj,This husband alerts Tamara that Eric returns to,him,6.413168430328369
TwoEmbedding,alerts,returns to,4,4_MFF_him,mff,MatchMismatchMismatch,obj,This husband alerts Tamara that Tracy returns to,him,6.176758766174316
TwoEmbedding,alerts,returns to,4,4_FMM_him,fmm,MismatchMatchMatch,obj,Barbara alerts Aaron that Eric returns to,him,8.210143089294434
TwoEmbedding,alerts,returns to,4,4_FMF_him,fmf,MismatchMatchMismatch,obj,Barbara alerts Aaron that Tracy returns to,him,8.232884407043457
TwoEmbedding,alerts,returns to,4,4_FFM_him,ffm,MismatchMismatchMatch,obj,Barbara alerts Tamara that Eric returns to,him,7.9110846519470215
TwoEmbedding,alerts,returns to,4,4_FFF_him,fff,MismatchMismatchMismatch,obj,Barbara alerts Tamara that Tracy returns to,him,8.695869445800781
TwoEmbedding,alerts,returns to,4,4_MMM_his,mmm,MatchMatchMatch,poss,This husband alerts Aaron that Eric returns to,his,2.588804006576538
TwoEmbedding,alerts,returns to,4,4_MMF_his,mmf,MatchMatchMismatch,poss,This husband alerts Aaron that Tracy returns to,his,2.8548336029052734
TwoEmbedding,alerts,returns to,4,4_MFM_his,mfm,MatchMismatchMatch,poss,This husband alerts Tamara that Eric returns to,his,2.8485982418060303
TwoEmbedding,alerts,returns to,4,4_MFF_his,mff,MatchMismatchMismatch,poss,This husband alerts Tamara that Tracy returns to,his,3.3262717723846436
TwoEmbedding,alerts,returns to,4,4_FMM_his,fmm,MismatchMatchMatch,poss,Barbara alerts Aaron that Eric returns to,his,2.978017807006836
TwoEmbedding,alerts,returns to,4,4_FMF_his,fmf,MismatchMatchMismatch,poss,Barbara alerts Aaron that Tracy returns to,his,3.291792631149292
TwoEmbedding,alerts,returns to,4,4_FFM_his,ffm,MismatchMismatchMatch,poss,Barbara alerts Tamara that Eric returns to,his,3.4477250576019287
TwoEmbedding,alerts,returns to,4,4_FFF_his,fff,MismatchMismatchMismatch,poss,Barbara alerts Tamara that Tracy returns to,his,4.613292694091797
TwoEmbedding,alerted,wasn't alarming,5,5_MMM_him,mmm,MatchMatchMatch,obj,Ronald alerted Donald that Scott wasn't alarming,him,2.241452217102051
TwoEmbedding,alerted,wasn't alarming,5,5_MMF_him,mmf,MatchMatchMismatch,obj,Ronald alerted Donald that Alice wasn't alarming,him,0.9316035509109497
TwoEmbedding,alerted,wasn't alarming,5,5_MFM_him,mfm,MatchMismatchMatch,obj,Ronald alerted Angela that Scott wasn't alarming,him,3.71134090423584
TwoEmbedding,alerted,wasn't alarming,5,5_MFF_him,mff,MatchMismatchMismatch,obj,Ronald alerted Angela that Alice wasn't alarming,him,2.2991831302642822
TwoEmbedding,alerted,wasn't alarming,5,5_FMM_him,fmm,MismatchMatchMatch,obj,Christina alerted Donald that Scott wasn't alarming,him,2.907339096069336
TwoEmbedding,alerted,wasn't alarming,5,5_FMF_him,fmf,MismatchMatchMismatch,obj,Christina alerted Donald that Alice wasn't alarming,him,1.1186808347702026
TwoEmbedding,alerted,wasn't alarming,5,5_FFM_him,ffm,MismatchMismatchMatch,obj,Christina alerted Angela that Scott wasn't alarming,him,4.515082359313965
TwoEmbedding,alerted,wasn't alarming,5,5_FFF_him,fff,MismatchMismatchMismatch,obj,Christina alerted Angela that Alice wasn't alarming,him,4.674013614654541
TwoEmbedding,alerted,wasn't alarming,5,5_MMM_his,mmm,MatchMatchMatch,poss,Ronald alerted Donald that Scott wasn't alarming,his,4.803008556365967
TwoEmbedding,alerted,wasn't alarming,5,5_MMF_his,mmf,MatchMatchMismatch,poss,Ronald alerted Donald that Alice wasn't alarming,his,6.444492340087891
TwoEmbedding,alerted,wasn't alarming,5,5_MFM_his,mfm,MatchMismatchMatch,poss,Ronald alerted Angela that Scott wasn't alarming,his,5.45123291015625
TwoEmbedding,alerted,wasn't alarming,5,5_MFF_his,mff,MatchMismatchMismatch,poss,Ronald alerted Angela that Alice wasn't alarming,his,7.943009853363037
TwoEmbedding,alerted,wasn't alarming,5,5_FMM_his,fmm,MismatchMatchMatch,poss,Christina alerted Donald that Scott wasn't alarming,his,5.294645309448242
TwoEmbedding,alerted,wasn't alarming,5,5_FMF_his,fmf,MismatchMatchMismatch,poss,Christina alerted Donald that Alice wasn't alarming,his,6.859082221984863
TwoEmbedding,alerted,wasn't alarming,5,5_FFM_his,ffm,MismatchMismatchMatch,poss,Christina alerted Angela that Scott wasn't alarming,his,6.517675876617432
TwoEmbedding,alerted,wasn't alarming,5,5_FFF_his,fff,MismatchMismatchMismatch,poss,Christina alerted Angela that Alice wasn't alarming,his,10.485574722290039
TwoEmbedding,warned,was investigating,6,6_MMM_him,mmm,MatchMatchMatch,obj,The brother warned Jason that Adam was investigating,him,4.261727333068848
TwoEmbedding,warned,was investigating,6,6_MMF_him,mmf,MatchMatchMismatch,obj,The brother warned Jason that Victoria was investigating,him,2.6837844848632812
TwoEmbedding,warned,was investigating,6,6_MFM_him,mfm,MatchMismatchMatch,obj,The brother warned Amanda that Adam was investigating,him,4.493250846862793
TwoEmbedding,warned,was investigating,6,6_MFF_him,mff,MatchMismatchMismatch,obj,The brother warned Amanda that Victoria was investigating,him,3.73844051361084
TwoEmbedding,warned,was investigating,6,6_FMM_him,fmm,MismatchMatchMatch,obj,Jennifer warned Jason that Adam was investigating,him,4.13530969619751
TwoEmbedding,warned,was investigating,6,6_FMF_him,fmf,MismatchMatchMismatch,obj,Jennifer warned Jason that Victoria was investigating,him,3.6793341636657715
TwoEmbedding,warned,was investigating,6,6_FFM_him,ffm,MismatchMismatchMatch,obj,Jennifer warned Amanda that Adam was investigating,him,4.519956588745117
TwoEmbedding,warned,was investigating,6,6_FFF_him,fff,MismatchMismatchMismatch,obj,Jennifer warned Amanda that Victoria was investigating,him,5.340342998504639
TwoEmbedding,warned,was investigating,6,6_MMM_his,mmm,MatchMatchMatch,poss,The brother warned Jason that Adam was investigating,his,3.612783193588257
TwoEmbedding,warned,was investigating,6,6_MMF_his,mmf,MatchMatchMismatch,poss,The brother warned Jason that Victoria was investigating,his,3.648637294769287
TwoEmbedding,warned,was investigating,6,6_MFM_his,mfm,MatchMismatchMatch,poss,The brother warned Amanda that Adam was investigating,his,3.8469810485839844
TwoEmbedding,warned,was investigating,6,6_MFF_his,mff,MatchMismatchMismatch,poss,The brother warned Amanda that Victoria was investigating,his,4.787881374359131
TwoEmbedding,warned,was investigating,6,6_FMM_his,fmm,MismatchMatchMatch,poss,Jennifer warned Jason that Adam was investigating,his,3.9135539531707764
TwoEmbedding,warned,was investigating,6,6_FMF_his,fmf,MismatchMatchMismatch,poss,Jennifer warned Jason that Victoria was investigating,his,4.770557403564453
TwoEmbedding,warned,was investigating,6,6_FFM_his,ffm,MismatchMismatchMatch,poss,Jennifer warned Amanda that Adam was investigating,his,4.36588191986084
TwoEmbedding,warned,was investigating,6,6_FFF_his,fff,MismatchMismatchMismatch,poss,Jennifer warned Amanda that Victoria was investigating,his,6.562240123748779
TwoEmbedding,warned,can reference,7,7_MMM_him,mmm,MatchMatchMatch,obj,Daniel warned Timothy that this husband can reference,him,5.65859842300415
TwoEmbedding,warned,can reference,7,7_MMF_him,mmf,MatchMatchMismatch,obj,Daniel warned Timothy that Jodi can reference,him,4.629424095153809
TwoEmbedding,warned,can reference,7,7_MFM_him,mfm,MatchMismatchMatch,obj,Daniel warned Tiffany that this husband can reference,him,4.963403224945068
TwoEmbedding,warned,can reference,7,7_MFF_him,mff,MatchMismatchMismatch,obj,Daniel warned Tiffany that Jodi can reference,him,4.3447980880737305
TwoEmbedding,warned,can reference,7,7_FMM_him,fmm,MismatchMatchMatch,obj,Donna warned Timothy that this husband can reference,him,5.424935340881348
TwoEmbedding,warned,can reference,7,7_FMF_him,fmf,MismatchMatchMismatch,obj,Donna warned Timothy that Jodi can reference,him,4.5306010246276855
TwoEmbedding,warned,can reference,7,7_FFM_him,ffm,MismatchMismatchMatch,obj,Donna warned Tiffany that this husband can reference,him,5.035078048706055
TwoEmbedding,warned,can reference,7,7_FFF_him,fff,MismatchMismatchMismatch,obj,Donna warned Tiffany that Jodi can reference,him,4.962174892425537
TwoEmbedding,warned,can reference,7,7_MMM_his,mmm,MatchMatchMatch,poss,Daniel warned Timothy that this husband can reference,his,3.1368870735168457
TwoEmbedding,warned,can reference,7,7_MMF_his,mmf,MatchMatchMismatch,poss,Daniel warned Timothy that Jodi can reference,his,3.9746792316436768
TwoEmbedding,warned,can reference,7,7_MFM_his,mfm,MatchMismatchMatch,poss,Daniel warned Tiffany that this husband can reference,his,2.669050455093384
TwoEmbedding,warned,can reference,7,7_MFF_his,mff,MatchMismatchMismatch,poss,Daniel warned Tiffany that Jodi can reference,his,4.499070644378662
TwoEmbedding,warned,can reference,7,7_FMM_his,fmm,MismatchMatchMatch,poss,Donna warned Timothy that this husband can reference,his,2.9327445030212402
TwoEmbedding,warned,can reference,7,7_FMF_his,fmf,MismatchMatchMismatch,poss,Donna warned Timothy that Jodi can reference,his,4.130313396453857
TwoEmbedding,warned,can reference,7,7_FFM_his,ffm,MismatchMismatchMatch,poss,Donna warned Tiffany that this husband can reference,his,2.7884509563446045
TwoEmbedding,warned,can reference,7,7_FFF_his,fff,MismatchMismatchMismatch,poss,Donna warned Tiffany that Jodi can reference,his,5.237578392028809
TwoEmbedding,informs,didn't reference,8,8_MMM_him,mmm,MatchMatchMatch,obj,Dennis informs Scott that Guy didn't reference,him,3.560957193374634
TwoEmbedding,informs,didn't reference,8,8_MMF_him,mmf,MatchMatchMismatch,obj,Dennis informs Scott that Kristen didn't reference,him,4.191296100616455
TwoEmbedding,informs,didn't reference,8,8_MFM_him,mfm,MatchMismatchMatch,obj,Dennis informs Stacy that Guy didn't reference,him,3.3329625129699707
TwoEmbedding,informs,didn't reference,8,8_MFF_him,mff,MatchMismatchMismatch,obj,Dennis informs Stacy that Kristen didn't reference,him,4.005313396453857
TwoEmbedding,informs,didn't reference,8,8_FMM_him,fmm,MismatchMatchMatch,obj,Christine informs Scott that Guy didn't reference,him,4.27629280090332
TwoEmbedding,informs,didn't reference,8,8_FMF_him,fmf,MismatchMatchMismatch,obj,Christine informs Scott that Kristen didn't reference,him,5.579570770263672
TwoEmbedding,informs,didn't reference,8,8_FFM_him,ffm,MismatchMismatchMatch,obj,Christine informs Stacy that Guy didn't reference,him,3.9893710613250732
TwoEmbedding,informs,didn't reference,8,8_FFF_him,fff,MismatchMismatchMismatch,obj,Christine informs Stacy that Kristen didn't reference,him,5.865437984466553
TwoEmbedding,informs,didn't reference,8,8_MMM_his,mmm,MatchMatchMatch,poss,Dennis informs Scott that Guy didn't reference,his,3.3487112522125244
TwoEmbedding,informs,didn't reference,8,8_MMF_his,mmf,MatchMatchMismatch,poss,Dennis informs Scott that Kristen didn't reference,his,4.131617069244385
TwoEmbedding,informs,didn't reference,8,8_MFM_his,mfm,MatchMismatchMatch,poss,Dennis informs Stacy that Guy didn't reference,his,3.2109181880950928
TwoEmbedding,informs,didn't reference,8,8_MFF_his,mff,MatchMismatchMismatch,poss,Dennis informs Stacy that Kristen didn't reference,his,4.331932067871094
TwoEmbedding,informs,didn't reference,8,8_FMM_his,fmm,MismatchMatchMatch,poss,Christine informs Scott that Guy didn't reference,his,3.426704168319702
TwoEmbedding,informs,didn't reference,8,8_FMF_his,fmf,MismatchMatchMismatch,poss,Christine informs Scott that Kristen didn't reference,his,5.590511798858643
TwoEmbedding,informs,didn't reference,8,8_FFM_his,ffm,MismatchMismatchMatch,poss,Christine informs Stacy that Guy didn't reference,his,3.4154388904571533
TwoEmbedding,informs,didn't reference,8,8_FFF_his,fff,MismatchMismatchMismatch,poss,Christine informs Stacy that Kristen didn't reference,his,6.389388084411621
TwoEmbedding,alerted,forgave,9,9_MMM_him,mmm,MatchMatchMatch,obj,Eric alerted Walter that Curtis forgave,him,0.8807995319366455
TwoEmbedding,alerted,forgave,9,9_MMF_him,mmf,MatchMatchMismatch,obj,Eric alerted Walter that Jill forgave,him,0.6546597480773926
TwoEmbedding,alerted,forgave,9,9_MFM_him,mfm,MatchMismatchMatch,obj,Eric alerted Sharon that Curtis forgave,him,1.6337491273880005
TwoEmbedding,alerted,forgave,9,9_MFF_him,mff,MatchMismatchMismatch,obj,Eric alerted Sharon that Jill forgave,him,2.2757203578948975
TwoEmbedding,alerted,forgave,9,9_FMM_him,fmm,MismatchMatchMatch,obj,Heather alerted Walter that Curtis forgave,him,1.0760157108306885
TwoEmbedding,alerted,forgave,9,9_FMF_him,fmf,MismatchMatchMismatch,obj,Heather alerted Walter that Jill forgave,him,0.6287990212440491
TwoEmbedding,alerted,forgave,9,9_FFM_him,ffm,MismatchMismatchMatch,obj,Heather alerted Sharon that Curtis forgave,him,1.8367880582809448
TwoEmbedding,alerted,forgave,9,9_FFF_him,fff,MismatchMismatchMismatch,obj,Heather alerted Sharon that Jill forgave,him,2.597867012023926
TwoEmbedding,alerted,forgave,9,9_MMM_his,mmm,MatchMatchMatch,poss,Eric alerted Walter that Curtis forgave,his,4.251219272613525
TwoEmbedding,alerted,forgave,9,9_MMF_his,mmf,MatchMatchMismatch,poss,Eric alerted Walter that Jill forgave,his,5.9576029777526855
TwoEmbedding,alerted,forgave,9,9_MFM_his,mfm,MatchMismatchMatch,poss,Eric alerted Sharon that Curtis forgave,his,5.336257457733154
TwoEmbedding,alerted,forgave,9,9_MFF_his,mff,MatchMismatchMismatch,poss,Eric alerted Sharon that Jill forgave,his,8.1146879196167
TwoEmbedding,alerted,forgave,9,9_FMM_his,fmm,MismatchMatchMatch,poss,Heather alerted Walter that Curtis forgave,his,4.256489276885986
TwoEmbedding,alerted,forgave,9,9_FMF_his,fmf,MismatchMatchMismatch,poss,Heather alerted Walter that Jill forgave,his,5.80969762802124
TwoEmbedding,alerted,forgave,9,9_FFM_his,ffm,MismatchMismatchMatch,poss,Heather alerted Sharon that Curtis forgave,his,5.6057562828063965
TwoEmbedding,alerted,forgave,9,9_FFF_his,fff,MismatchMismatchMismatch,poss,Heather alerted Sharon that Jill forgave,his,8.463030815124512
TwoEmbedding,informs,astounds,10,10_MMM_him,mmm,MatchMatchMatch,obj,Stephen informs this guy that Mark astounds,him,0.9067668318748474
TwoEmbedding,informs,astounds,10,10_MMF_him,mmf,MatchMatchMismatch,obj,Stephen informs this guy that Tracy astounds,him,0.6688362956047058
TwoEmbedding,informs,astounds,10,10_MFM_him,mfm,MatchMismatchMatch,obj,Stephen informs Meredith that Mark astounds,him,1.9484165906906128
TwoEmbedding,informs,astounds,10,10_MFF_him,mff,MatchMismatchMismatch,obj,Stephen informs Meredith that Tracy astounds,him,1.380394697189331
TwoEmbedding,informs,astounds,10,10_FMM_him,fmm,MismatchMatchMatch,obj,Suzanne informs this guy that Mark astounds,him,1.3360539674758911
TwoEmbedding,informs,astounds,10,10_FMF_him,fmf,MismatchMatchMismatch,obj,Suzanne informs this guy that Tracy astounds,him,0.8627731204032898
TwoEmbedding,informs,astounds,10,10_FFM_him,ffm,MismatchMismatchMatch,obj,Suzanne informs Meredith that Mark astounds,him,2.8710572719573975
TwoEmbedding,informs,astounds,10,10_FFF_him,fff,MismatchMismatchMismatch,obj,Suzanne informs Meredith that Tracy astounds,him,2.8715178966522217
TwoEmbedding,informs,astounds,10,10_MMM_his,mmm,MatchMatchMatch,poss,Stephen informs this guy that Mark astounds,his,5.257724285125732
TwoEmbedding,informs,astounds,10,10_MMF_his,mmf,MatchMatchMismatch,poss,Stephen informs this guy that Tracy astounds,his,6.274557113647461
TwoEmbedding,informs,astounds,10,10_MFM_his,mfm,MatchMismatchMatch,poss,Stephen informs Meredith that Mark astounds,his,6.1278862953186035
TwoEmbedding,informs,astounds,10,10_MFF_his,mff,MatchMismatchMismatch,poss,Stephen informs Meredith that Tracy astounds,his,7.2839837074279785
TwoEmbedding,informs,astounds,10,10_FMM_his,fmm,MismatchMatchMatch,poss,Suzanne informs this guy that Mark astounds,his,5.207088947296143
TwoEmbedding,informs,astounds,10,10_FMF_his,fmf,MismatchMatchMismatch,poss,Suzanne informs this guy that Tracy astounds,his,6.220651626586914
TwoEmbedding,informs,astounds,10,10_FFM_his,ffm,MismatchMismatchMatch,poss,Suzanne informs Meredith that Mark astounds,his,6.885204315185547
TwoEmbedding,informs,astounds,10,10_FFF_his,fff,MismatchMismatchMismatch,poss,Suzanne informs Meredith that Tracy astounds,his,8.4889497756958
TwoEmbedding,informed,isn't shocking,11,11_MMM_him,mmm,MatchMatchMatch,obj,Christopher informed Guy that Aaron isn't shocking,him,3.6360843181610107
TwoEmbedding,informed,isn't shocking,11,11_MMF_him,mmf,MatchMatchMismatch,obj,Christopher informed Guy that the woman isn't shocking,him,1.7122279405593872
TwoEmbedding,informed,isn't shocking,11,11_MFM_him,mfm,MatchMismatchMatch,obj,Christopher informed Jill that Aaron isn't shocking,him,4.211706638336182
TwoEmbedding,informed,isn't shocking,11,11_MFF_him,mff,MatchMismatchMismatch,obj,Christopher informed Jill that the woman isn't shocking,him,2.516040563583374
TwoEmbedding,informed,isn't shocking,11,11_FMM_him,fmm,MismatchMatchMatch,obj,Stephanie informed Guy that Aaron isn't shocking,him,3.608879804611206
TwoEmbedding,informed,isn't shocking,11,11_FMF_him,fmf,MismatchMatchMismatch,obj,Stephanie informed Guy that the woman isn't shocking,him,1.6830776929855347
TwoEmbedding,informed,isn't shocking,11,11_FFM_him,ffm,MismatchMismatchMatch,obj,Stephanie informed Jill that Aaron isn't shocking,him,4.153747081756592
TwoEmbedding,informed,isn't shocking,11,11_FFF_him,fff,MismatchMismatchMismatch,obj,Stephanie informed Jill that the woman isn't shocking,him,3.2692174911499023
TwoEmbedding,informed,isn't shocking,11,11_MMM_his,mmm,MatchMatchMatch,poss,Christopher informed Guy that Aaron isn't shocking,his,5.100484848022461
TwoEmbedding,informed,isn't shocking,11,11_MMF_his,mmf,MatchMatchMismatch,poss,Christopher informed Guy that the woman isn't shocking,his,5.959191799163818
TwoEmbedding,informed,isn't shocking,11,11_MFM_his,mfm,MatchMismatchMatch,poss,Christopher informed Jill that Aaron isn't shocking,his,5.007548809051514
