exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/EleutherAI/gpt-neo-125M_surp
About,shouldn't astound,11,11_M_him,m,Match,obj,The show about George shouldn't astound,him,4.392847537994385
About,shouldn't astound,11,11_F_him,f,Mismatch,obj,The show about that actress shouldn't astound,him,4.9352593421936035
About,shouldn't astound,11,11_M_his,m,Match,poss,The show about George shouldn't astound,his,8.385685920715332
About,shouldn't astound,11,11_F_his,f,Mismatch,poss,The show about that actress shouldn't astound,his,8.948851585388184
About,hadn't helped,12,12_M_him,m,Match,obj,The book about George hadn't helped,him,2.7665045261383057
About,hadn't helped,12,12_F_him,f,Mismatch,obj,The book about Claire hadn't helped,him,3.429452419281006
About,hadn't helped,12,12_M_his,m,Match,poss,The book about George hadn't helped,his,6.489472389221191
About,hadn't helped,12,12_F_his,f,Mismatch,poss,The book about Claire hadn't helped,his,7.255301475524902
About,was impressing,13,13_M_him,m,Match,obj,The pamphlet about Omar was impressing,him,4.619163513183594
About,was impressing,13,13_F_him,f,Mismatch,obj,The pamphlet about Teresa was impressing,him,5.161074638366699
About,was impressing,13,13_M_his,m,Match,poss,The pamphlet about Omar was impressing,his,5.3948588371276855
About,was impressing,13,13_F_his,f,Mismatch,poss,The pamphlet about Teresa was impressing,his,6.3915863037109375
About,harmed,14,14_M_him,m,Match,obj,The brochure about Joel harmed,him,3.670116662979126
About,harmed,14,14_F_him,f,Mismatch,obj,The brochure about Laura harmed,him,4.613997936248779
About,harmed,14,14_M_his,m,Match,poss,The brochure about Joel harmed,his,3.1140520572662354
About,harmed,14,14_F_his,f,Mismatch,poss,The brochure about Laura harmed,his,4.8069963455200195
About,had underwhelmed,15,15_M_him,m,Match,obj,The play about Joseph had underwhelmed,him,2.3992412090301514
About,had underwhelmed,15,15_F_him,f,Mismatch,obj,The play about Elaine had underwhelmed,him,2.4525349140167236
About,had underwhelmed,15,15_M_his,m,Match,poss,The play about Joseph had underwhelmed,his,5.8655171394348145
About,had underwhelmed,15,15_F_his,f,Mismatch,poss,The play about Elaine had underwhelmed,his,6.958354473114014
About,could underwhelm,16,16_M_him,m,Match,obj,The movie about that nephew could underwhelm,him,3.0655758380889893
About,could underwhelm,16,16_F_him,f,Mismatch,obj,The movie about Margaret could underwhelm,him,5.713695049285889
About,could underwhelm,16,16_M_his,m,Match,poss,The movie about that nephew could underwhelm,his,6.411303997039795
About,could underwhelm,16,16_F_his,f,Mismatch,poss,The movie about Margaret could underwhelm,his,10.174561500549316
About,impresses,17,17_M_him,m,Match,obj,The newspaper article about Jason impresses,him,4.266084671020508
About,impresses,17,17_F_him,f,Mismatch,obj,The newspaper article about Marie impresses,him,4.332485675811768
About,impresses,17,17_M_his,m,Match,poss,The newspaper article about Jason impresses,his,6.9991455078125
About,impresses,17,17_F_his,f,Mismatch,poss,The newspaper article about Marie impresses,his,7.574372291564941
About,has hurt,18,18_M_him,m,Match,obj,The story about Frank has hurt,him,3.4382338523864746
About,has hurt,18,18_F_him,f,Mismatch,obj,The story about Teresa has hurt,him,4.650006294250488
About,has hurt,18,18_M_his,m,Match,poss,The story about Frank has hurt,his,4.871829032897949
About,has hurt,18,18_F_his,f,Mismatch,poss,The story about Teresa has hurt,his,6.98708963394165
About,disgusted,19,19_M_him,m,Match,obj,The essay about Bradley disgusted,him,3.5276598930358887
About,disgusted,19,19_F_him,f,Mismatch,obj,The essay about Sabrina disgusted,him,2.8969056606292725
About,disgusted,19,19_M_his,m,Match,poss,The essay about Bradley disgusted,his,6.580454349517822
About,disgusted,19,19_F_his,f,Mismatch,poss,The essay about Sabrina disgusted,his,7.100996494293213
About,has bothered,20,20_M_him,m,Match,obj,The report about Curtis has bothered,him,4.401853084564209
About,has bothered,20,20_F_him,f,Mismatch,obj,The report about Heidi has bothered,him,4.792898654937744
About,has bothered,20,20_M_his,m,Match,poss,The report about Curtis has bothered,his,7.609727382659912
About,has bothered,20,20_F_his,f,Mismatch,poss,The report about Heidi has bothered,his,8.45778751373291
About,shouldn't stun,21,21_M_him,m,Match,obj,The documentary about Marcus shouldn't stun,him,4.9036712646484375
About,shouldn't stun,21,21_F_him,f,Mismatch,obj,The documentary about Connie shouldn't stun,him,5.537624835968018
About,shouldn't stun,21,21_M_his,m,Match,poss,The documentary about Marcus shouldn't stun,his,6.173872470855713
About,shouldn't stun,21,21_F_his,f,Mismatch,poss,The documentary about Connie shouldn't stun,his,7.22393798828125
About,underwhelms,22,22_M_him,m,Match,obj,The commentary about Bill underwhelms,him,4.752124309539795
About,underwhelms,22,22_F_him,f,Mismatch,obj,The commentary about Tanya underwhelms,him,5.008974552154541
About,underwhelms,22,22_M_his,m,Match,poss,The commentary about Bill underwhelms,his,6.611080646514893
About,underwhelms,22,22_F_his,f,Mismatch,poss,The commentary about Tanya underwhelms,his,7.562405109405518
About,can't upset,23,23_M_him,m,Match,obj,The show about the nephew can't upset,him,2.623685121536255
About,can't upset,23,23_F_him,f,Mismatch,obj,The show about Ann can't upset,him,3.42499041557312
About,can't upset,23,23_M_his,m,Match,poss,The show about the nephew can't upset,his,4.837300777435303
About,can't upset,23,23_F_his,f,Mismatch,poss,The show about Ann can't upset,his,6.854386329650879
About,hindered,24,24_M_him,m,Match,obj,The book about Martin hindered,him,3.9855659008026123
About,hindered,24,24_F_him,f,Mismatch,obj,The book about Caroline hindered,him,4.059738636016846
About,hindered,24,24_M_his,m,Match,poss,The book about Martin hindered,his,2.7215898036956787
About,hindered,24,24_F_his,f,Mismatch,poss,The book about Caroline hindered,his,3.7929747104644775
About,bored,25,25_M_him,m,Match,obj,The pamphlet about Liam bored,him,4.569192886352539
About,bored,25,25_F_him,f,Mismatch,obj,The pamphlet about Carrie bored,him,2.688912868499756
About,bored,25,25_M_his,m,Match,poss,The pamphlet about Liam bored,his,5.53936767578125
About,bored,25,25_F_his,f,Mismatch,poss,The pamphlet about Carrie bored,his,5.713032245635986
About,hasn't hurt,26,26_M_him,m,Match,obj,The brochure about Omar hasn't hurt,him,3.471479654312134
About,hasn't hurt,26,26_F_him,f,Mismatch,obj,The brochure about Christine hasn't hurt,him,5.274501323699951
About,hasn't hurt,26,26_M_his,m,Match,poss,The brochure about Omar hasn't hurt,his,4.217000961303711
About,hasn't hurt,26,26_F_his,f,Mismatch,poss,The brochure about Christine hasn't hurt,his,6.0655317306518555
About,astounded,27,27_M_him,m,Match,obj,The play about Mark astounded,him,4.463818073272705
About,astounded,27,27_F_him,f,Mismatch,obj,The play about Kimberley astounded,him,4.449656009674072
About,astounded,27,27_M_his,m,Match,poss,The play about Mark astounded,his,7.701748847961426
About,astounded,27,27_F_his,f,Mismatch,poss,The play about Kimberley astounded,his,8.046916007995605
About,isn't hurting,28,28_M_him,m,Match,obj,The movie about Carl isn't hurting,him,3.522402763366699
About,isn't hurting,28,28_F_him,f,Mismatch,obj,The movie about Linda isn't hurting,him,4.3946967124938965
About,isn't hurting,28,28_M_his,m,Match,poss,The movie about Carl isn't hurting,his,4.508359432220459
About,isn't hurting,28,28_F_his,f,Mismatch,poss,The movie about Linda isn't hurting,his,6.359330177307129
About,bores,29,29_M_him,m,Match,obj,The newspaper article about Charles bores,him,5.606727123260498
About,bores,29,29_F_him,f,Mismatch,obj,The newspaper article about Meredith bores,him,4.8133134841918945
About,bores,29,29_M_his,m,Match,poss,The newspaper article about Charles bores,his,4.022659778594971
About,bores,29,29_F_his,f,Mismatch,poss,The newspaper article about Meredith bores,his,5.471612930297852
About,can't bore,30,30_M_him,m,Match,obj,The story about Matt can't bore,him,4.978080749511719
About,can't bore,30,30_F_him,f,Mismatch,obj,The story about the actress can't bore,him,5.559696674346924
About,can't bore,30,30_M_his,m,Match,poss,The story about Matt can't bore,his,8.821133613586426
About,can't bore,30,30_F_his,f,Mismatch,poss,The story about the actress can't bore,his,10.055404663085938
About,is shocking,31,31_M_him,m,Match,obj,The essay about Scott is shocking,him,13.27153491973877
About,is shocking,31,31_F_him,f,Mismatch,obj,The essay about Sharon is shocking,him,14.066252708435059
About,is shocking,31,31_M_his,m,Match,poss,The essay about Scott is shocking,his,12.824209213256836
About,is shocking,31,31_F_his,f,Mismatch,poss,The essay about Sharon is shocking,his,13.667908668518066
About,embarrasses,32,32_M_him,m,Match,obj,The report about Brett embarrasses,him,4.2155609130859375
About,embarrasses,32,32_F_him,f,Mismatch,obj,The report about Jodi embarrasses,him,5.616426944732666
About,embarrasses,32,32_M_his,m,Match,poss,The report about Brett embarrasses,his,5.237659454345703
About,embarrasses,32,32_F_his,f,Mismatch,poss,The report about Jodi embarrasses,his,6.812649726867676
About,has aided,33,33_M_him,m,Match,obj,The documentary about Peter has aided,him,3.7465903759002686
About,has aided,33,33_F_him,f,Mismatch,obj,The documentary about Mary has aided,him,3.985666275024414
About,has aided,33,33_M_his,m,Match,poss,The documentary about Peter has aided,his,4.339555740356445
About,has aided,33,33_F_his,f,Mismatch,poss,The documentary about Mary has aided,his,5.409102439880371
About,was hindering,34,34_M_him,m,Match,obj,The commentary about Michael was hindering,him,4.260000705718994
About,was hindering,34,34_F_him,f,Mismatch,obj,The commentary about Margaret was hindering,him,5.2310309410095215
About,was hindering,34,34_M_his,m,Match,poss,The commentary about Michael was hindering,his,3.4927096366882324
About,was hindering,34,34_F_his,f,Mismatch,poss,The commentary about Margaret was hindering,his,4.6201558113098145
About,astounds,35,35_M_him,m,Match,obj,The show about Michael astounds,him,4.290900230407715
About,astounds,35,35_F_him,f,Mismatch,obj,The show about Wendy astounds,him,4.8972954750061035
About,astounds,35,35_M_his,m,Match,poss,The show about Michael astounds,his,6.737124919891357
About,astounds,35,35_F_his,f,Mismatch,poss,The show about Wendy astounds,his,8.890609741210938
About,scared,36,36_M_him,m,Match,obj,The book about Ronald scared,him,3.755249500274658
About,scared,36,36_F_him,f,Mismatch,obj,The book about Gina scared,him,3.158190965652466
About,scared,36,36_M_his,m,Match,poss,The book about Ronald scared,his,6.352721691131592
About,scared,36,36_F_his,f,Mismatch,poss,The book about Gina scared,his,7.719164848327637
About,can hurt,37,37_M_him,m,Match,obj,The pamphlet about Derek can hurt,him,3.333134889602661
About,can hurt,37,37_F_him,f,Mismatch,obj,The pamphlet about Christine can hurt,him,4.406118392944336
About,can hurt,37,37_M_his,m,Match,poss,The pamphlet about Derek can hurt,his,4.260646343231201
About,can hurt,37,37_F_his,f,Mismatch,poss,The pamphlet about Christine can hurt,his,5.867280960083008
About,wasn't worrying,38,38_M_him,m,Match,obj,The brochure about Joseph wasn't worrying,him,4.0487895011901855
About,wasn't worrying,38,38_F_him,f,Mismatch,obj,The brochure about Cindy wasn't worrying,him,4.94741678237915
About,wasn't worrying,38,38_M_his,m,Match,poss,The brochure about Joseph wasn't worrying,his,6.4051642417907715
About,wasn't worrying,38,38_F_his,f,Mismatch,poss,The brochure about Cindy wasn't worrying,his,8.320128440856934
About,hadn't overwhelmed,39,39_M_him,m,Match,obj,The play about Gregory hadn't overwhelmed,him,2.6947686672210693
About,hadn't overwhelmed,39,39_F_him,f,Mismatch,obj,The play about Sabrina hadn't overwhelmed,him,1.9146937131881714
About,hadn't overwhelmed,39,39_M_his,m,Match,poss,The play about Gregory hadn't overwhelmed,his,4.639716625213623
About,hadn't overwhelmed,39,39_F_his,f,Mismatch,poss,The play about Sabrina hadn't overwhelmed,his,5.442232131958008
About,upsets,40,40_M_him,m,Match,obj,The movie about Paul upsets,him,2.890497922897339
About,upsets,40,40_F_him,f,Mismatch,obj,The movie about Pamela upsets,him,3.050086736679077
About,upsets,40,40_M_his,m,Match,poss,The movie about Paul upsets,his,4.802464008331299
About,upsets,40,40_F_his,f,Mismatch,poss,The movie about Pamela upsets,his,6.131462097167969
About,embarrassed,41,41_M_him,m,Match,obj,The newspaper article about Steve embarrassed,him,2.7576541900634766
About,embarrassed,41,41_F_him,f,Mismatch,obj,The newspaper article about Kimberley embarrassed,him,3.245836019515991
About,embarrassed,41,41_M_his,m,Match,poss,The newspaper article about Steve embarrassed,his,4.683952808380127
About,embarrassed,41,41_F_his,f,Mismatch,poss,The newspaper article about Kimberley embarrassed,his,5.904405117034912
About,underwhelmed,42,42_M_him,m,Match,obj,The story about Paul underwhelmed,him,4.755724906921387
About,underwhelmed,42,42_F_him,f,Mismatch,obj,The story about Tracy underwhelmed,him,5.567010402679443
About,underwhelmed,42,42_M_his,m,Match,poss,The story about Paul underwhelmed,his,5.956310749053955
About,underwhelmed,42,42_F_his,f,Mismatch,poss,The story about Tracy underwhelmed,his,8.238741874694824
About,was impressing,43,43_M_him,m,Match,obj,The essay about Wayne was impressing,him,4.587707996368408
About,was impressing,43,43_F_him,f,Mismatch,obj,The essay about Patricia was impressing,him,5.363081455230713
About,was impressing,43,43_M_his,m,Match,poss,The essay about Wayne was impressing,his,6.111939430236816
About,was impressing,43,43_F_his,f,Mismatch,poss,The essay about Patricia was impressing,his,7.332485675811768
About,had distracted,44,44_M_him,m,Match,obj,The report about Timothy had distracted,him,2.1562416553497314
About,had distracted,44,44_F_him,f,Mismatch,obj,The report about Stephanie had distracted,him,2.236792802810669
About,had distracted,44,44_M_his,m,Match,poss,The report about Timothy had distracted,his,4.570718765258789
About,had distracted,44,44_F_his,f,Mismatch,poss,The report about Stephanie had distracted,his,5.964169979095459
About,helped,45,45_M_him,m,Match,obj,The documentary about Dan helped,him,3.909702777862549
About,helped,45,45_F_him,f,Mismatch,obj,The documentary about Emily helped,him,5.3912763595581055
About,helped,45,45_M_his,m,Match,poss,The documentary about Dan helped,his,7.765969276428223
About,helped,45,45_F_his,f,Mismatch,poss,The documentary about Emily helped,his,9.468974113464355
About,aids,46,46_M_him,m,Match,obj,The commentary about that ex-boyfriend aids,him,3.8843774795532227
About,aids,46,46_F_him,f,Mismatch,obj,The commentary about Heidi aids,him,5.5105485916137695
About,aids,46,46_M_his,m,Match,poss,The commentary about that ex-boyfriend aids,his,3.8141286373138428
About,aids,46,46_F_his,f,Mismatch,poss,The commentary about Heidi aids,his,5.142836570739746
About,was harming,47,47_M_him,m,Match,obj,The show about James was harming,him,3.7509186267852783
About,was harming,47,47_F_him,f,Mismatch,obj,The show about Gina was harming,him,4.9533233642578125
About,was harming,47,47_M_his,m,Match,poss,The show about James was harming,his,2.766918659210205
About,was harming,47,47_F_his,f,Mismatch,poss,The show about Gina was harming,his,5.4574079513549805
About,isn't underwhelming,48,48_M_him,m,Match,obj,The book about Chad isn't underwhelming,him,14.734460830688477
About,isn't underwhelming,48,48_F_him,f,Mismatch,obj,The book about Brenda isn't underwhelming,him,15.867345809936523
About,isn't underwhelming,48,48_M_his,m,Match,poss,The book about Chad isn't underwhelming,his,14.038786888122559
About,isn't underwhelming,48,48_F_his,f,Mismatch,poss,The book about Brenda isn't underwhelming,his,15.439605712890625
About,hasn't hindered,49,49_M_him,m,Match,obj,The pamphlet about Steven hasn't hindered,him,3.3292620182037354
About,hasn't hindered,49,49_F_him,f,Mismatch,obj,The pamphlet about Ruth hasn't hindered,him,4.143944263458252
About,hasn't hindered,49,49_M_his,m,Match,poss,The pamphlet about Steven hasn't hindered,his,2.9127840995788574
About,hasn't hindered,49,49_F_his,f,Mismatch,poss,The pamphlet about Ruth hasn't hindered,his,4.324617385864258
About,had bored,50,50_M_him,m,Match,obj,The brochure about Mark had bored,him,2.1130130290985107
About,had bored,50,50_F_him,f,Mismatch,obj,The brochure about that lady had bored,him,2.611408233642578
About,had bored,50,50_M_his,m,Match,poss,The brochure about Mark had bored,his,4.824969291687012
About,had bored,50,50_F_his,f,Mismatch,poss,The brochure about that lady had bored,his,5.905350208282471
About,hasn't upset,51,51_M_him,m,Match,obj,The play about Brian hasn't upset,him,2.234513759613037
About,hasn't upset,51,51_F_him,f,Mismatch,obj,The play about Theresa hasn't upset,him,3.7060606479644775
About,hasn't upset,51,51_M_his,m,Match,poss,The play about Brian hasn't upset,his,5.160780429840088
About,hasn't upset,51,51_F_his,f,Mismatch,poss,The play about Theresa hasn't upset,his,8.025848388671875
About,might distract,52,52_M_him,m,Match,obj,The movie about Chad might distract,him,3.033104658126831
About,might distract,52,52_F_him,f,Mismatch,obj,The movie about the actress might distract,him,4.225500106811523
About,might distract,52,52_M_his,m,Match,poss,The movie about Chad might distract,his,6.455318450927734
About,might distract,52,52_F_his,f,Mismatch,poss,The movie about the actress might distract,his,7.8342108726501465
About,alarms,53,53_M_him,m,Match,obj,The newspaper article about this ex-boyfriend alarms,him,3.9479517936706543
About,alarms,53,53_F_him,f,Mismatch,obj,The newspaper article about Jessica alarms,him,3.5120813846588135
About,alarms,53,53_M_his,m,Match,poss,The newspaper article about this ex-boyfriend alarms,his,5.841712474822998
About,alarms,53,53_F_his,f,Mismatch,poss,The newspaper article about Jessica alarms,his,6.838599681854248
About,hasn't distracted,54,54_M_him,m,Match,obj,The story about Matt hasn't distracted,him,4.59688138961792
About,hasn't distracted,54,54_F_him,f,Mismatch,obj,The story about Florence hasn't distracted,him,5.934037208557129
About,hasn't distracted,54,54_M_his,m,Match,poss,The story about Matt hasn't distracted,his,7.030424118041992
About,hasn't distracted,54,54_F_his,f,Mismatch,poss,The story about Florence hasn't distracted,his,9.66810131072998
About,upset,55,55_M_him,m,Match,obj,The essay about Kenneth upset,him,4.075374126434326
About,upset,55,55_F_him,f,Mismatch,obj,The essay about Laurie upset,him,3.956583261489868
About,upset,55,55_M_his,m,Match,poss,The essay about Kenneth upset,his,4.1446027755737305
About,upset,55,55_F_his,f,Mismatch,poss,The essay about Laurie upset,his,4.903405666351318
About,could help,56,56_M_him,m,Match,obj,The report about that ex-husband could help,him,4.79936408996582
About,could help,56,56_F_him,f,Mismatch,obj,The report about Jodi could help,him,5.446852684020996
About,could help,56,56_M_his,m,Match,poss,The report about that ex-husband could help,his,5.954832553863525
About,could help,56,56_F_his,f,Mismatch,poss,The report about Jodi could help,his,9.279452323913574
About,bores,57,57_M_him,m,Match,obj,The documentary about Bruce bores,him,6.754384517669678
About,bores,57,57_F_him,f,Mismatch,obj,The documentary about Sheila bores,him,6.264259338378906
About,bores,57,57_M_his,m,Match,poss,The documentary about Bruce bores,his,4.326293468475342
About,bores,57,57_F_his,f,Mismatch,poss,The documentary about Sheila bores,his,6.413703441619873
About,bothered,58,58_M_him,m,Match,obj,The commentary about Brett bothered,him,3.7835471630096436
About,bothered,58,58_F_him,f,Mismatch,obj,The commentary about Anna bothered,him,3.321324348449707
About,bothered,58,58_M_his,m,Match,poss,The commentary about Brett bothered,his,7.081461429595947
About,bothered,58,58_F_his,f,Mismatch,poss,The commentary about Anna bothered,his,7.396820068359375
About,is aiding,59,59_M_him,m,Match,obj,The show about Carlos is aiding,him,4.492048740386963
About,is aiding,59,59_F_him,f,Mismatch,obj,The show about Ann is aiding,him,5.289961814880371
About,is aiding,59,59_M_his,m,Match,poss,The show about Carlos is aiding,his,4.648621559143066
About,is aiding,59,59_F_his,f,Mismatch,poss,The show about Ann is aiding,his,5.835237979888916
About,was disgusting,60,60_M_him,m,Match,obj,The book about Mark was disgusting,him,13.401138305664062
About,was disgusting,60,60_F_him,f,Mismatch,obj,The book about Eva was disgusting,him,14.01446533203125
About,was disgusting,60,60_M_his,m,Match,poss,The book about Mark was disgusting,his,13.477128982543945
About,was disgusting,60,60_F_his,f,Mismatch,poss,The book about Eva was disgusting,his,14.352740287780762
About,is stunning,61,61_M_him,m,Match,obj,The pamphlet about Noah is stunning,him,15.676981925964355
About,is stunning,61,61_F_him,f,Mismatch,obj,The pamphlet about Dana is stunning,him,15.184131622314453
About,is stunning,61,61_M_his,m,Match,poss,The pamphlet about Noah is stunning,his,14.994880676269531
About,is stunning,61,61_F_his,f,Mismatch,poss,The pamphlet about Dana is stunning,his,14.653594017028809
About,harms,62,62_M_him,m,Match,obj,The brochure about Theodore harms,him,7.287036895751953
About,harms,62,62_F_him,f,Mismatch,obj,The brochure about Pamela harms,him,6.735948085784912
About,harms,62,62_M_his,m,Match,poss,The brochure about Theodore harms,his,4.786227703094482
About,harms,62,62_F_his,f,Mismatch,poss,The brochure about Pamela harms,his,5.671053409576416
About,should bore,63,63_M_him,m,Match,obj,The play about Jason should bore,him,4.002815246582031
About,should bore,63,63_F_him,f,Mismatch,obj,The play about Jacqueline should bore,him,5.236328601837158
About,should bore,63,63_M_his,m,Match,poss,The play about Jason should bore,his,6.457838535308838
About,should bore,63,63_F_his,f,Mismatch,poss,The play about Jacqueline should bore,his,7.65325403213501
About,will upset,64,64_M_him,m,Match,obj,The movie about that boy will upset,him,4.34434175491333
About,will upset,64,64_F_him,f,Mismatch,obj,The movie about Melissa will upset,him,4.688756942749023
About,will upset,64,64_M_his,m,Match,poss,The movie about that boy will upset,his,5.389322757720947
About,will upset,64,64_F_his,f,Mismatch,poss,The movie about Melissa will upset,his,6.360262870788574
About,is shocking,65,65_M_him,m,Match,obj,The newspaper article about Craig is shocking,him,13.733728408813477
About,is shocking,65,65_F_him,f,Mismatch,obj,The newspaper article about Connie is shocking,him,13.876457214355469
About,is shocking,65,65_M_his,m,Match,poss,The newspaper article about Craig is shocking,his,13.032289505004883
About,is shocking,65,65_F_his,f,Mismatch,poss,The newspaper article about Connie is shocking,his,13.638761520385742
About,has aggravated,66,66_M_him,m,Match,obj,The story about Jeffrey has aggravated,him,5.802875518798828
About,has aggravated,66,66_F_him,f,Mismatch,obj,The story about Sally has aggravated,him,5.827085018157959
About,has aggravated,66,66_M_his,m,Match,poss,The story about Jeffrey has aggravated,his,3.0792226791381836
About,has aggravated,66,66_F_his,f,Mismatch,poss,The story about Sally has aggravated,his,4.4849090576171875
About,would distract,67,67_M_him,m,Match,obj,The essay about Patrick would distract,him,3.986879825592041
About,would distract,67,67_F_him,f,Mismatch,obj,The essay about April would distract,him,4.8621826171875
About,would distract,67,67_M_his,m,Match,poss,The essay about Patrick would distract,his,6.272987365722656
About,would distract,67,67_F_his,f,Mismatch,poss,The essay about April would distract,his,7.054437160491943
About,had impressed,68,68_M_him,m,Match,obj,The report about Aaron had impressed,him,3.827963352203369
About,had impressed,68,68_F_him,f,Mismatch,obj,The report about Monica had impressed,him,3.21286940574646
About,had impressed,68,68_M_his,m,Match,poss,The report about Aaron had impressed,his,5.878849983215332
About,had impressed,68,68_F_his,f,Mismatch,poss,The report about Monica had impressed,his,5.982353210449219
About,distracted,69,69_M_him,m,Match,obj,The documentary about Guy distracted,him,3.549160957336426
About,distracted,69,69_F_him,f,Mismatch,obj,The documentary about this grandmother distracted,him,4.305277347564697
About,distracted,69,69_M_his,m,Match,poss,The documentary about Guy distracted,his,5.031601905822754
About,distracted,69,69_F_his,f,Mismatch,poss,The documentary about this grandmother distracted,his,7.136531352996826
About,confused,70,70_M_him,m,Match,obj,The commentary about Steve confused,him,3.2912983894348145
About,confused,70,70_F_him,f,Mismatch,obj,The commentary about Christina confused,him,3.5856635570526123
About,confused,70,70_M_his,m,Match,poss,The commentary about Steve confused,his,5.262243747711182
About,confused,70,70_F_his,f,Mismatch,poss,The commentary about Christina confused,his,6.170880317687988
About,scares,71,71_M_him,m,Match,obj,The show about Scott scares,him,4.046761989593506
About,scares,71,71_F_him,f,Mismatch,obj,The show about Anna scares,him,4.066473484039307
About,scares,71,71_M_his,m,Match,poss,The show about Scott scares,his,6.442192077636719
About,scares,71,71_F_his,f,Mismatch,poss,The show about Anna scares,his,8.13582706451416
About,isn't hurting,72,72_M_him,m,Match,obj,The book about Brad isn't hurting,him,2.99296236038208
