sent,word,pos,isSplit,isUnk,withPunct,surp,cond,item,region,isMulti,region_words,freq,UID,logfreq,previous_surp,previous2_surp,previous3_surp,previous_logfreq,previous2_logfreq,previous3_logfreq,predRT
"As soon as the sprinter finished, he spotted his parents standing behind the sign and waved excitedly.","finished,",5,1,0,0,6.59316539764404,fill-102,,3,0,"finished,",120,fill-102,4.79579054559674,22.3592760562897,8.24680218845606,,0.0,3.8286413964891,,74.59272971186047
"As soon as the sprinter finished, he spotted his parents standing behind the sign and waved excitedly.",he,6,0,0,0,3.38996362686157,fill-102,,4,0,he,8469,fill-102,9.0442857876461,6.59316539764404,22.3592760562897,8.24680218845606,4.79579054559674,0.0,3.8286413964891,64.24088434267048
"As soon as the sprinter finished, he spotted his parents standing behind the sign and waved excitedly.",spotted,7,0,0,0,10.113073348999,fill-102,,5,0,spotted,23,fill-102,3.17805383034795,3.38996362686157,6.59316539764404,22.3592760562897,9.0442857876461,4.79579054559674,0.0,39.46794188547129
"As soon as the sprinter finished, he spotted his parents standing behind the sign and waved excitedly.",parents,9,0,0,0,10.0463764667511,fill-102,,6,1,his parents,0,fill-102,0.0,10.113073348999,3.38996362686157,6.59316539764404,3.17805383034795,9.0442857876461,4.79579054559674,46.69191859745974
"As soon as the sprinter finished, he spotted his parents standing behind the sign and waved excitedly.",standing,10,0,0,0,4.14963102340698,fill-102,,7,0,standing,354,fill-102,5.87211778947542,10.0463764667511,10.113073348999,3.38996362686157,0.0,3.17805383034795,9.0442857876461,48.49299233794208
"As soon as the sprinter finished, he spotted his parents standing behind the sign and waved excitedly.",behind,11,0,0,0,5.10156631469727,fill-102,,8,0,behind,236,fill-102,5.46806014113513,4.14963102340698,10.0463764667511,10.113073348999,5.87211778947542,0.0,3.17805383034795,38.18554521989823
"As soon as the sprinter finished, he spotted his parents standing behind the sign and waved excitedly.",sign,13,0,0,0,11.2127397060394,fill-102,,9,1,the sign,0,fill-102,0.0,5.10156631469727,4.14963102340698,10.0463764667511,5.46806014113513,5.87211778947542,0.0,40.23753490233416
"As soon as the sprinter finished, he spotted his parents standing behind the sign and waved excitedly.",and,14,0,0,0,4.61964702606201,fill-102,,10,0,and,26817,fill-102,10.1968285828396,11.2127397060394,5.10156631469727,4.14963102340698,0.0,5.46806014113513,5.87211778947542,41.85275119757647
"As soon as the sprinter finished, he spotted his parents standing behind the sign and waved excitedly.",waved,15,0,0,0,2.84859871864319,fill-102,,11,0,waved,27,fill-102,3.3322045101752,4.61964702606201,11.2127397060394,5.10156631469727,10.1968285828396,0.0,5.46806014113513,37.10639253830904
"As soon as the sprinter finished, he spotted his parents standing behind the sign and waved excitedly.",excitedly.,16,1,0,0,6.68524631776381,fill-102,,12,0,excitedly.,0,fill-102,0.0,2.84859871864319,4.61964702606201,11.2127397060394,3.3322045101752,10.1968285828396,0.0,27.84533684844535
"Before spotting her at yoga class, Zachary secretly followed Kaitlyn around town.",Before,0,0,0,0,0.0,CATAMARAN2-OBJ-Misma,11.0,1,0,Before,882,CATAMARAN2-OBJ-Misma_11.0,6.78332520060396,,,,,,,0.0
"Before spotting her at yoga class, Zachary secretly followed Kaitlyn around town.",spotting,1,0,0,0,19.1916198730469,CATAMARAN2-OBJ-Misma,11.0,3,0,spotting,23,CATAMARAN2-OBJ-Misma_11.0,3.17805383034795,0.0,,,6.78332520060396,,,37.02063473510747
"Before spotting her at yoga class, Zachary secretly followed Kaitlyn around town.",her,2,0,0,0,9.15042877197266,CATAMARAN2-OBJ-Misma,11.0,4,0,her,4888,CATAMARAN2-OBJ-Misma_11.0,8.49474306257865,19.1916198730469,0.0,,3.17805383034795,6.78332520060396,,56.74450678253179
"Before spotting her at yoga class, Zachary secretly followed Kaitlyn around town.",yoga,4,0,0,0,19.6048378944397,CATAMARAN2-OBJ-Misma,11.0,5,1,at yoga,0,CATAMARAN2-OBJ-Misma_11.0,0.0,9.15042877197266,19.1916198730469,0.0,8.49474306257865,3.17805383034795,6.78332520060396,94.45656305551535
"Before spotting her at yoga class, Zachary secretly followed Kaitlyn around town.","class,",5,1,0,0,0.882603883743286,CATAMARAN2-OBJ-Misma,11.0,6,0,"class,",241,CATAMARAN2-OBJ-Misma_11.0,5.48893772615669,19.6048378944397,9.15042877197266,19.1916198730469,0.0,8.49474306257865,3.17805383034795,59.75544665122033
"Before spotting her at yoga class, Zachary secretly followed Kaitlyn around town.",Zachary,6,1,0,0,14.1022399663925,CATAMARAN2-OBJ-Misma,11.0,7,0,Zachary,0,CATAMARAN2-OBJ-Misma_11.0,0.0,0.882603883743286,19.6048378944397,9.15042877197266,5.48893772615669,0.0,8.49474306257865,67.81866403734682
"Before spotting her at yoga class, Zachary secretly followed Kaitlyn around town.",secretly,7,0,0,0,14.4274101257324,CATAMARAN2-OBJ-Misma,11.0,8,0,secretly,0,CATAMARAN2-OBJ-Misma_11.0,0.0,14.1022399663925,0.882603883743286,19.6048378944397,0.0,5.48893772615669,0.0,58.30429263389102
"Before spotting her at yoga class, Zachary secretly followed Kaitlyn around town.",followed,8,0,0,0,4.58883333206177,CATAMARAN2-OBJ-Misma,11.0,9,0,followed,460,CATAMARAN2-OBJ-Misma_11.0,6.13339804299665,14.4274101257324,14.1022399663925,0.882603883743286,0.0,0.0,5.48893772615669,66.1629290571212
"Before spotting her at yoga class, Zachary secretly followed Kaitlyn around town.",Kaitlyn,9,1,0,0,12.1641140580177,CATAMARAN2-OBJ-Misma,11.0,10,0,Kaitlyn,0,CATAMARAN2-OBJ-Misma_11.0,0.0,4.58883333206177,14.4274101257324,14.1022399663925,6.13339804299665,0.0,0.0,61.37830156427612
"Before spotting her at yoga class, Zachary secretly followed Kaitlyn around town.",around,10,0,0,0,5.47335004806519,CATAMARAN2-OBJ-Misma,11.0,11,0,around,452,CATAMARAN2-OBJ-Misma_11.0,6.11589212548303,12.1641140580177,4.58883333206177,14.4274101257324,0.0,6.13339804299665,0.0,44.42228257638211
"Before spotting her at yoga class, Zachary secretly followed Kaitlyn around town.",town.,11,1,0,0,2.65906286239624,CATAMARAN2-OBJ-Misma,11.0,12,0,town.,221,CATAMARAN2-OBJ-Misma_11.0,5.40267738187228,5.47335004806519,12.1641140580177,4.58883333206177,6.11589212548303,0.0,6.13339804299665,40.36349214434618
The authors talked to the aunt of the businessman last week who bought himself a copy of their new book.,authors,1,0,0,0,6.27684259414673,Cheesecake-d,25.0,1,1,The authors,0,Cheesecake-d_25.0,0.0,,,,,,,12.108029364109044
The authors talked to the aunt of the businessman last week who bought himself a copy of their new book.,talked,2,0,0,0,21.8568058013916,Cheesecake-d,25.0,2,0,talked,308,Cheesecake-d_25.0,5.73334127689775,6.27684259414673,,,0.0,,,54.94770675516129
The authors talked to the aunt of the businessman last week who bought himself a copy of their new book.,to,3,0,0,0,1.47793424129486,Cheesecake-d,25.0,3,0,to,25813,Cheesecake-d_25.0,10.1586722593951,21.8568058013916,6.27684259414673,,5.73334127689775,0.0,,59.801396905302994
The authors talked to the aunt of the businessman last week who bought himself a copy of their new book.,aunt,5,0,0,0,18.0908806324005,Cheesecake-d,25.0,4,1,the aunt,0,Cheesecake-d_25.0,0.0,1.47793424129486,21.8568058013916,6.27684259414673,10.1586722593951,5.73334127689775,0.0,81.18433627617355
The authors talked to the aunt of the businessman last week who bought himself a copy of their new book.,of,6,0,0,0,1.72362077236176,Cheesecake-d,25.0,5,0,of,0,Cheesecake-d_25.0,0.0,18.0908806324005,1.47793424129486,21.8568058013916,0.0,10.1586722593951,5.73334127689775,43.10229811584947
The authors talked to the aunt of the businessman last week who bought himself a copy of their new book.,businessman,8,0,0,0,15.3667778968811,Cheesecake-d,25.0,6,1,the businessman,0,Cheesecake-d_25.0,0.0,1.72362077236176,18.0908806324005,1.47793424129486,0.0,0.0,10.1586722593951,68.97347372853753
The authors talked to the aunt of the businessman last week who bought himself a copy of their new book.,last,9,0,0,0,9.81763362884522,Cheesecake-d,25.0,7,0,last,743,Cheesecake-d_25.0,6.61204103483309,15.3667778968811,1.72362077236176,18.0908806324005,0.0,0.0,0.0,53.65311097526552
The authors talked to the aunt of the businessman last week who bought himself a copy of their new book.,week,10,0,0,0,1.48759663105011,Cheesecake-d,25.0,8,0,week,476,Cheesecake-d_25.0,6.16751649088834,9.81763362884522,15.3667778968811,1.72362077236176,6.61204103483309,0.0,0.0,53.29431383907795
The authors talked to the aunt of the businessman last week who bought himself a copy of their new book.,who,11,0,0,0,6.58878374099731,Cheesecake-d,25.0,9,0,who,2066,Cheesecake-d_25.0,7.63385355968177,1.48759663105011,9.81763362884522,15.3667778968811,6.16751649088834,6.61204103483309,0.0,35.178912758946424
The authors talked to the aunt of the businessman last week who bought himself a copy of their new book.,bought,12,0,0,0,9.88965034484863,Cheesecake-d,25.0,10,0,bought,262,Cheesecake-d_25.0,5.57215403217776,6.58878374099731,1.48759663105011,9.81763362884522,7.63385355968177,6.16751649088834,6.61204103483309,35.44392932510374
The authors talked to the aunt of the businessman last week who bought himself a copy of their new book.,himself,13,0,0,0,10.6289892196655,Cheesecake-d,25.0,11,0,himself,311,Cheesecake-d_25.0,5.74300318780948,9.88965034484863,6.58878374099731,1.48759663105011,5.57215403217776,7.63385355968177,6.16751649088834,53.69432976436608
The authors talked to the aunt of the businessman last week who bought himself a copy of their new book.,copy,15,0,0,0,9.34397828578949,Cheesecake-d,25.0,12,1,a copy,0,Cheesecake-d_25.0,0.0,10.6289892196655,9.88965034484863,6.58878374099731,5.74300318780948,5.57215403217776,7.63385355968177,59.25729283654684
The authors talked to the aunt of the businessman last week who bought himself a copy of their new book.,of,16,0,0,0,0.27230316400528,Cheesecake-d,25.0,13,0,of,0,Cheesecake-d_25.0,0.0,9.34397828578949,10.6289892196655,9.88965034484863,0.0,5.74300318780948,5.57215403217776,40.604355226457066
The authors talked to the aunt of the businessman last week who bought himself a copy of their new book.,their,17,0,0,0,7.30888366699219,Cheesecake-d,25.0,14,0,their,2608,Cheesecake-d_25.0,7.86672228513673,0.27230316400528,9.34397828578949,10.6289892196655,0.0,0.0,5.74300318780948,33.15459514456988
The authors talked to the aunt of the businessman last week who bought himself a copy of their new book.,new,18,0,0,0,4.77199172973633,Cheesecake-d,25.0,15,0,new,1260,Cheesecake-d_25.0,7.13966033596492,7.30888366699219,0.27230316400528,9.34397828578949,7.86672228513673,0.0,0.0,24.632528341054925
The authors talked to the aunt of the businessman last week who bought himself a copy of their new book.,book.,19,1,0,0,0.58677864074707,Cheesecake-d,25.0,16,0,book.,395,Cheesecake-d_25.0,5.98141421125448,4.77199172973633,7.30888366699219,0.27230316400528,7.13966033596492,7.86672228513673,0.0,25.32403281211854
"Emma did John a favor by installing the required plugins, so that he could continue gaming.",Emma,0,1,0,0,3.48847842216492,fill-116,,1,0,Emma,15,fill-116,2.77258872223978,,,,,,,6.729274876356131
"Emma did John a favor by installing the required plugins, so that he could continue gaming.",did,1,0,0,0,10.417950630188,fill-116,,2,0,did,5594,fill-116,8.62962862074603,3.48847842216492,,,2.77258872223978,,,27.202257311582596
"Emma did John a favor by installing the required plugins, so that he could continue gaming.",John,2,0,0,0,17.1647701263428,fill-116,,3,0,John,328,fill-116,5.79605775076537,10.417950630188,3.48847842216492,,8.62962862074603,2.77258872223978,,61.23939428329476
"Emma did John a favor by installing the required plugins, so that he could continue gaming.",favor,4,0,0,0,4.62556111812592,fill-116,,4,1,a favor,0,fill-116,0.0,17.1647701263428,10.417950630188,3.48847842216492,5.79605775076537,8.62962862074603,2.77258872223978,64.51488639199742
"Emma did John a favor by installing the required plugins, so that he could continue gaming.",installing,6,0,0,0,14.6304607391357,fill-116,,5,1,by installing,0,fill-116,0.0,4.62556111812592,17.1647701263428,10.417950630188,0.0,5.79605775076537,8.62962862074603,71.63067161357401
"Emma did John a favor by installing the required plugins, so that he could continue gaming.",required,8,0,0,0,14.5888276100159,fill-116,,6,1,the required,0,fill-116,0.0,14.6304607391357,4.62556111812592,17.1647701263428,0.0,0.0,5.79605775076537,67.10270799922941
"Emma did John a favor by installing the required plugins, so that he could continue gaming.","plugins,",9,1,0,0,11.0191221237183,fill-116,,7,0,"plugins,",0,fill-116,0.0,14.5888276100159,14.6304607391357,4.62556111812592,0.0,0.0,0.0,79.94164068174368
"Emma did John a favor by installing the required plugins, so that he could continue gaming.",so,10,0,0,0,3.31289958953857,fill-116,,8,0,so,2151,fill-116,7.67415292128168,11.0191221237183,14.5888276100159,14.6304607391357,0.0,0.0,0.0,57.72241374206556
"Emma did John a favor by installing the required plugins, so that he could continue gaming.",that,11,0,0,0,3.32113766670227,fill-116,,9,0,that,11152,fill-116,9.31946379899454,3.31289958953857,11.0191221237183,14.5888276100159,7.67415292128168,0.0,0.0,34.97271282792098
"Emma did John a favor by installing the required plugins, so that he could continue gaming.",he,12,0,0,0,1.99356079101562,fill-116,,10,0,he,8469,fill-116,9.0442857876461,3.32113766670227,3.31289958953857,11.0191221237183,9.31946379899454,7.67415292128168,0.0,17.170277380228022
"Emma did John a favor by installing the required plugins, so that he could continue gaming.",could,13,0,0,0,1.19709968566895,fill-116,,11,0,could,1683,fill-116,7.42892719480227,1.99356079101562,3.32113766670227,3.31289958953857,9.0442857876461,9.31946379899454,7.67415292128168,12.945941205024717
"Emma did John a favor by installing the required plugins, so that he could continue gaming.",continue,14,0,0,0,6.2022819519043,fill-116,,12,0,continue,283,fill-116,5.64897423816121,1.19709968566895,1.99356079101562,3.32113766670227,7.42892719480227,9.0442857876461,9.31946379899454,18.349944311141975
"Emma did John a favor by installing the required plugins, so that he could continue gaming.",gaming.,15,1,0,0,12.2846231460571,fill-116,,13,0,gaming.,0,fill-116,0.0,6.2022819519043,1.19709968566895,1.99356079101562,5.64897423816121,7.42892719480227,9.0442857876461,38.70134376239773
"While baking her some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.",While,0,0,0,0,0.0,CATAMARAN2-OBJ-Misma,3.0,1,0,While,566,CATAMARAN2-OBJ-Misma_3.0,6.34035930372775,,,,,,,0.0
"While baking her some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.",baking,1,0,0,0,13.2673292160034,CATAMARAN2-OBJ-Misma,3.0,3,0,baking,0,CATAMARAN2-OBJ-Misma_3.0,0.0,0.0,,,6.34035930372775,,,25.59267805767056
"While baking her some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.",her,2,0,0,0,9.7805814743042,CATAMARAN2-OBJ-Misma,3.0,4,0,her,4888,CATAMARAN2-OBJ-Misma_3.0,8.49474306257865,13.2673292160034,0.0,,0.0,6.34035930372775,,45.89229127693173
"While baking her some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.",some,3,0,0,0,14.906494140625,CATAMARAN2-OBJ-Misma,3.0,5,0,some,1712,CATAMARAN2-OBJ-Misma_3.0,7.44600149832412,9.7805814743042,13.2673292160034,0.0,8.49474306257865,0.0,6.34035930372775,74.94698350811001
"While baking her some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.","cookies,",4,1,0,0,3.10778188705444,CATAMARAN2-OBJ-Misma,3.0,6,0,"cookies,",0,CATAMARAN2-OBJ-Misma_3.0,0.0,14.906494140625,9.7805814743042,13.2673292160034,7.44600149832412,8.49474306257865,0.0,55.72499114370345
"While baking her some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.",Nicholas,5,0,0,0,14.2634582519531,CATAMARAN2-OBJ-Misma,3.0,7,0,Nicholas,24,CATAMARAN2-OBJ-Misma_3.0,3.2188758248682,3.10778188705444,14.906494140625,9.7805814743042,0.0,7.44600149832412,8.49474306257865,63.35962107038492
"While baking her some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.",happily,6,0,0,0,12.8030691146851,CATAMARAN2-OBJ-Misma,3.0,8,0,happily,18,CATAMARAN2-OBJ-Misma_3.0,2.94443897916644,14.2634582519531,3.10778188705444,14.906494140625,3.2188758248682,0.0,7.44600149832412,59.90519291782381
"While baking her some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.",informed,7,0,0,0,6.78406953811646,CATAMARAN2-OBJ-Misma,3.0,9,0,informed,54,CATAMARAN2-OBJ-Misma_3.0,4.00733318523247,12.8030691146851,14.2634582519531,3.10778188705444,2.94443897916644,3.2188758248682,0.0,67.40796926450733
"While baking her some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.",Kayla,8,1,0,0,12.5152568817139,CATAMARAN2-OBJ-Misma,3.0,10,0,Kayla,0,CATAMARAN2-OBJ-Misma_3.0,0.0,6.78406953811646,12.8030691146851,14.2634582519531,4.00733318523247,2.94443897916644,3.2188758248682,63.311157021045844
"While baking her some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.",about,9,0,0,0,3.31198740005493,CATAMARAN2-OBJ-Misma,3.0,11,0,about,447,CATAMARAN2-OBJ-Misma_3.0,6.10479323241498,12.5152568817139,6.78406953811646,12.8030691146851,0.0,4.00733318523247,2.94443897916644,45.31485964822777
"While baking her some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.",all,10,0,0,0,6.1007513999939,CATAMARAN2-OBJ-Misma,3.0,12,0,all,2629,CATAMARAN2-OBJ-Misma_3.0,7.87473912517181,3.31198740005493,12.5152568817139,6.78406953811646,6.10479323241498,0.0,4.00733318523247,43.295076410293646
"While baking her some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.",positive,12,0,0,0,9.43109148740768,CATAMARAN2-OBJ-Misma,3.0,13,1,the positive,0,CATAMARAN2-OBJ-Misma_3.0,0.0,6.1007513999939,3.31198740005493,12.5152568817139,7.87473912517181,6.10479323241498,0.0,37.17754113310575
"While baking her some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.",changes,14,0,0,0,10.861212015152,CATAMARAN2-OBJ-Misma,3.0,14,1,new changes,0,CATAMARAN2-OBJ-Misma_3.0,0.0,9.43109148740768,6.1007513999939,3.31198740005493,0.0,7.87473912517181,6.10479323241498,52.24189910906558
"While baking her some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.",in,15,0,0,0,2.35617303848267,CATAMARAN2-OBJ-Misma,3.0,15,0,in,18787,CATAMARAN2-OBJ-Misma_3.0,9.84097364714689,10.861212015152,9.43109148740768,6.1007513999939,0.0,0.0,7.87473912517181,45.342907811164906
"While baking her some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.",life.,17,1,0,0,2.10269340872765,CATAMARAN2-OBJ-Misma,3.0,16,1,his life.,0,CATAMARAN2-OBJ-Misma_3.0,0.0,2.35617303848267,10.861212015152,9.43109148740768,9.84097364714689,0.0,0.0,30.3608198548258
Anthony had no idea why Sharon hated Thai food especially because she liked Vietnamese cooking.,Anthony,0,0,0,0,0.0,fill-109,,1,0,Anthony,24,fill-109,3.2188758248682,,,,,,,0.0
Anthony had no idea why Sharon hated Thai food especially because she liked Vietnamese cooking.,had,1,0,0,0,11.6116933822632,fill-109,,2,0,had,0,fill-109,0.0,0.0,,,3.2188758248682,,,22.39895653438571
Anthony had no idea why Sharon hated Thai food especially because she liked Vietnamese cooking.,idea,3,0,0,0,7.47056126594543,fill-109,,3,1,no idea,0,fill-109,0.0,11.6116933822632,0.0,,0.0,3.2188758248682,,38.06373210167887
Anthony had no idea why Sharon hated Thai food especially because she liked Vietnamese cooking.,why,4,0,0,0,4.33666801452637,fill-109,,4,0,why,509,fill-109,6.23441072571837,7.47056126594543,11.6116933822632,0.0,0.0,0.0,3.2188758248682,46.57411879563334
Anthony had no idea why Sharon hated Thai food especially because she liked Vietnamese cooking.,Sharon,5,0,0,0,14.114993095398,fill-109,,5,0,Sharon,0,fill-109,0.0,4.33666801452637,7.47056126594543,11.6116933822632,6.23441072571837,0.0,0.0,50.8533257331849
Anthony had no idea why Sharon hated Thai food especially because she liked Vietnamese cooking.,hated,6,0,0,0,8.63148880004883,fill-109,,6,0,hated,50,fill-109,3.93182563272433,14.114993095398,4.33666801452637,7.47056126594543,0.0,6.23441072571837,0.0,53.98898549938213
Anthony had no idea why Sharon hated Thai food especially because she liked Vietnamese cooking.,food,8,0,0,0,17.5001850873232,fill-109,,7,1,Thai food,0,fill-109,0.0,8.63148880004883,14.114993095398,4.33666801452637,3.93182563272433,0.0,6.23441072571837,79.28788604803395
Anthony had no idea why Sharon hated Thai food especially because she liked Vietnamese cooking.,especially,9,0,0,0,11.9530324935913,fill-109,,8,0,especially,177,fill-109,5.18178355029209,17.5001850873232,8.63148880004883,14.114993095398,0.0,3.93182563272433,0.0,75.79562452711166
Anthony had no idea why Sharon hated Thai food especially because she liked Vietnamese cooking.,because,10,0,0,0,6.10828971862793,fill-109,,9,0,because,0,fill-109,0.0,11.9530324935913,17.5001850873232,8.63148880004883,5.18178355029209,0.0,3.93182563272433,70.78158452957868
Anthony had no idea why Sharon hated Thai food especially because she liked Vietnamese cooking.,she,11,0,0,0,2.2662239074707,fill-109,,10,0,she,4888,fill-109,8.49474306257865,6.10828971862793,11.9530324935913,17.5001850873232,0.0,5.18178355029209,0.0,40.481136411666846
Anthony had no idea why Sharon hated Thai food especially because she liked Vietnamese cooking.,liked,12,0,0,0,4.11199378967285,fill-109,,11,0,liked,424,fill-109,6.05208916892442,2.2662239074707,6.10828971862793,11.9530324935913,8.49474306257865,0.0,5.18178355029209,24.64274776268004
Anthony had no idea why Sharon hated Thai food especially because she liked Vietnamese cooking.,Vietnamese,13,0,0,0,8.23696613311768,fill-109,,12,0,Vietnamese,0,fill-109,0.0,4.11199378967285,2.2662239074707,6.10828971862793,6.05208916892442,8.49474306257865,0.0,28.752362357139585
Anthony had no idea why Sharon hated Thai food especially because she liked Vietnamese cooking.,cooking.,14,1,0,0,8.75771236419678,fill-109,,13,0,cooking.,53,fill-109,3.98898404656427,8.23696613311768,4.11199378967285,2.2662239074707,0.0,6.05208916892442,8.49474306257865,41.814074867248536
"While driving him to school on Friday, Christopher casually told Juan that he would pick up everyone early for a surprise.",While,0,0,0,0,0.0,CATAMARAN2-OBJ-Match,2.0,1,0,While,566,CATAMARAN2-OBJ-Match_2.0,6.34035930372775,,,,,,,0.0
"While driving him to school on Friday, Christopher casually told Juan that he would pick up everyone early for a surprise.",driving,1,0,0,0,10.5340986251831,CATAMARAN2-OBJ-Match,2.0,3,0,driving,183,CATAMARAN2-OBJ-Match_2.0,5.21493575760899,0.0,,,6.34035930372775,,,20.3202762479782
"While driving him to school on Friday, Christopher casually told Juan that he would pick up everyone early for a surprise.",him,2,0,0,0,13.4322681427002,CATAMARAN2-OBJ-Match,2.0,4,0,him,8469,CATAMARAN2-OBJ-Match_2.0,9.0442857876461,10.5340986251831,0.0,,5.21493575760899,6.34035930372775,,47.368804146766664
"While driving him to school on Friday, Christopher casually told Juan that he would pick up everyone early for a surprise.",school,4,0,0,0,5.52215087413788,CATAMARAN2-OBJ-Match,2.0,5,1,to school,0,CATAMARAN2-OBJ-Match_2.0,0.0,13.4322681427002,10.5340986251831,0.0,9.0442857876461,5.21493575760899,6.34035930372775,58.87127452075482
"While driving him to school on Friday, Christopher casually told Juan that he would pick up everyone early for a surprise.","Friday,",6,1,0,0,9.02584314346314,CATAMARAN2-OBJ-Match,2.0,6,1,"on Friday,",0,CATAMARAN2-OBJ-Match_2.0,0.0,5.52215087413788,13.4322681427002,10.5340986251831,0.0,9.0442857876461,5.21493575760899,55.25536367690565
"While driving him to school on Friday, Christopher casually told Juan that he would pick up everyone early for a surprise.",Christopher,7,0,0,0,9.92258453369141,CATAMARAN2-OBJ-Match,2.0,7,0,Christopher,23,CATAMARAN2-OBJ-Match_2.0,3.17805383034795,9.02584314346314,5.52215087413788,13.4322681427002,0.0,0.0,9.0442857876461,48.46016677951815
"While driving him to school on Friday, Christopher casually told Juan that he would pick up everyone early for a surprise.",casually,8,0,0,0,15.612343788147,CATAMARAN2-OBJ-Match,2.0,8,0,casually,0,CATAMARAN2-OBJ-Match_2.0,0.0,9.92258453369141,9.02584314346314,5.52215087413788,3.17805383034795,0.0,0.0,68.19968528652198
"While driving him to school on Friday, Christopher casually told Juan that he would pick up everyone early for a surprise.",told,9,0,0,0,4.65441370010376,CATAMARAN2-OBJ-Match,2.0,9,0,told,775,CATAMARAN2-OBJ-Match_2.0,6.65415252018322,15.612343788147,9.92258453369141,9.02584314346314,0.0,3.17805383034795,0.0,60.427425700664585
"While driving him to school on Friday, Christopher casually told Juan that he would pick up everyone early for a surprise.",Juan,10,0,0,0,14.2892646789551,CATAMARAN2-OBJ-Match,2.0,10,0,Juan,0,CATAMARAN2-OBJ-Match_2.0,0.0,4.65441370010376,15.612343788147,9.92258453369141,6.65415252018322,0.0,3.17805383034795,67.9574729733468
